site_no,spot_no,date,sst,source
6,5,2024-07-05,30.18,noaa_coraltemp
6,5,2024-07-06,30.18,noaa_coraltemp
6,5,2024-07-25,29.77,noaa_coraltemp
7,5,2024-01-30,22.76,noaa_coraltemp
7,5,2024-07-04,30.02,noaa_coraltemp
7,5,2024-07-05,30.35,noaa_coraltemp
7,5,2024-07-06,30.35,noaa_coraltemp
7,5,2024-07-25,29.77,noaa_coraltemp
7,8,2024-01-30,22.79,noaa_coraltemp
7,8,2024-07-04,29.92,noaa_coraltemp
7,8,2024-07-05,30.25,noaa_coraltemp
7,8,2024-07-06,30.25,noaa_coraltemp
7,8,2024-07-25,29.69,noaa_coraltemp
9,1,2024-01-30,22.97,noaa_coraltemp
9,1,2024-07-04,30.36,noaa_coraltemp
9,1,2024-07-05,30.49,noaa_coraltemp
9,1,2024-07-06,30.49,noaa_coraltemp
9,1,2024-07-25,29.16,noaa_coraltemp
9,3,2024-01-30,22.97,noaa_coraltemp
9,3,2024-07-04,30.31,noaa_coraltemp
9,3,2024-07-05,30.48,noaa_coraltemp
9,3,2024-07-06,30.48,noaa_coraltemp
9,3,2024-07-25,29.18,noaa_coraltemp
9,5,2024-01-30,23.01,noaa_coraltemp
9,5,2024-07-04,30.35,noaa_coraltemp
9,5,2024-07-05,30.52,noaa_coraltemp
9,5,2024-07-06,30.52,noaa_coraltemp
9,5,2024-07-25,29.12,noaa_coraltemp
9,6,2024-01-30,23.02,noaa_coraltemp
9,6,2024-07-04,30.27,noaa_coraltemp
9,6,2024-07-05,30.53,noaa_coraltemp
9,6,2024-07-06,30.53,noaa_coraltemp
9,6,2024-07-25,29.16,noaa_coraltemp
9,9,2024-01-30,23.08,noaa_coraltemp
9,9,2024-07-04,30.23,noaa_coraltemp
9,9,2024-07-05,30.43,noaa_coraltemp
9,9,2024-07-06,30.43,noaa_coraltemp
9,9,2024-07-25,29.23,noaa_coraltemp
10,2,2024-01-30,23.02,noaa_coraltemp
10,2,2024-07-04,30.41,noaa_coraltemp
10,2,2024-07-05,30.52,noaa_coraltemp
10,2,2024-07-06,30.52,noaa_coraltemp
10,2,2024-07-25,29.22,noaa_coraltemp
10,3,2024-01-30,23.0,noaa_coraltemp
10,3,2024-07-04,30.38,noaa_coraltemp
10,3,2024-07-05,30.5,noaa_coraltemp
10,3,2024-07-06,30.5,noaa_coraltemp
10,3,2024-07-25,29.18,noaa_coraltemp
11,19,2024-01-30,23.53,noaa_coraltemp
11,19,2024-07-04,30.51,noaa_coraltemp
11,19,2024-07-05,30.72,noaa_coraltemp
11,19,2024-07-06,30.72,noaa_coraltemp
11,19,2024-07-25,29.18,noaa_coraltemp
12,3,2024-01-30,23.6,noaa_coraltemp
12,3,2024-07-04,30.5,noaa_coraltemp
12,3,2024-07-05,30.71,noaa_coraltemp
12,3,2024-07-06,30.71,noaa_coraltemp
12,3,2024-07-25,29.22,noaa_coraltemp
12,23,2024-01-30,23.66,noaa_coraltemp
12,23,2024-07-04,30.59,noaa_coraltemp
12,23,2024-07-05,30.84,noaa_coraltemp
12,23,2024-07-06,30.84,noaa_coraltemp
12,23,2024-07-25,29.12,noaa_coraltemp
12,40,2024-01-30,23.31,noaa_coraltemp
12,40,2024-07-04,30.49,noaa_coraltemp
12,40,2024-07-05,30.8,noaa_coraltemp
12,40,2024-07-06,30.8,noaa_coraltemp
12,40,2024-07-25,29.01,noaa_coraltemp
13,42,2024-01-30,23.49,noaa_coraltemp
13,42,2024-07-04,30.54,noaa_coraltemp
13,42,2024-07-05,30.81,noaa_coraltemp
13,42,2024-07-06,30.81,noaa_coraltemp
13,42,2024-07-25,28.95,noaa_coraltemp
13,64,2024-01-30,23.6,noaa_coraltemp
13,64,2024-07-04,30.53,noaa_coraltemp
13,64,2024-07-05,30.78,noaa_coraltemp
13,64,2024-07-06,30.78,noaa_coraltemp
13,64,2024-07-25,28.93,noaa_coraltemp
13,72,2024-01-30,23.65,noaa_coraltemp
13,72,2024-07-04,30.59,noaa_coraltemp
13,72,2024-07-05,30.8,noaa_coraltemp
13,72,2024-07-06,30.8,noaa_coraltemp
13,72,2024-07-25,28.99,noaa_coraltemp
14,77,2024-01-30,23.31,noaa_coraltemp
14,77,2024-07-04,30.43,noaa_coraltemp
14,77,2024-07-05,30.82,noaa_coraltemp
14,77,2024-07-06,30.82,noaa_coraltemp
14,77,2024-07-25,28.95,noaa_coraltemp
14,82,2024-01-30,23.31,noaa_coraltemp
14,82,2024-07-04,30.43,noaa_coraltemp
14,82,2024-07-05,30.82,noaa_coraltemp
14,82,2024-07-06,30.82,noaa_coraltemp
14,82,2024-07-25,28.95,noaa_coraltemp
15,22,2024-01-30,23.55,noaa_coraltemp
15,22,2024-07-04,30.54,noaa_coraltemp
15,22,2024-07-05,30.78,noaa_coraltemp
15,22,2024-07-06,30.78,noaa_coraltemp
15,22,2024-07-25,28.93,noaa_coraltemp
15,104,2024-01-30,23.47,noaa_coraltemp
15,104,2024-07-04,30.52,noaa_coraltemp
15,104,2024-07-05,30.8,noaa_coraltemp
15,104,2024-07-06,30.8,noaa_coraltemp
15,104,2024-07-25,28.9,noaa_coraltemp
16,95,2024-01-30,23.33,noaa_coraltemp
16,95,2024-07-04,30.42,noaa_coraltemp
16,95,2024-07-05,30.79,noaa_coraltemp
16,95,2024-07-06,30.79,noaa_coraltemp
16,95,2024-07-25,28.88,noaa_coraltemp
17,126,2024-01-30,24.08,noaa_coraltemp
17,126,2024-07-04,30.46,noaa_coraltemp
17,126,2024-07-05,30.8,noaa_coraltemp
17,126,2024-07-06,30.8,noaa_coraltemp
17,126,2024-07-25,29.04,noaa_coraltemp
17,131,2024-01-30,24.16,noaa_coraltemp
17,131,2024-07-04,30.51,noaa_coraltemp
17,131,2024-07-05,30.78,noaa_coraltemp
17,131,2024-07-06,30.78,noaa_coraltemp
17,131,2024-07-25,29.04,noaa_coraltemp
18,4,2024-01-30,20.39,noaa_coraltemp
18,4,2024-07-04,28.42,noaa_coraltemp
18,4,2024-07-05,29.02,noaa_coraltemp
18,4,2024-07-06,29.02,noaa_coraltemp
18,4,2024-07-25,29.36,noaa_coraltemp
18,7,2024-01-30,20.43,noaa_coraltemp
18,7,2024-07-04,28.51,noaa_coraltemp
18,7,2024-07-05,29.32,noaa_coraltemp
18,7,2024-07-06,29.32,noaa_coraltemp
18,7,2024-07-25,29.68,noaa_coraltemp
19,1,2024-01-30,16.9,noaa_coraltemp
19,1,2024-07-04,23.58,noaa_coraltemp
19,1,2024-07-05,24.79,noaa_coraltemp
19,1,2024-07-06,24.79,noaa_coraltemp
19,1,2024-07-25,26.26,noaa_coraltemp
20,9,2024-01-30,15.54,noaa_coraltemp
20,9,2024-07-04,22.8,noaa_coraltemp
20,9,2024-07-05,23.37,noaa_coraltemp
20,9,2024-07-06,23.37,noaa_coraltemp
20,9,2024-07-25,27.69,noaa_coraltemp
20,14,2024-01-30,,noaa_coraltemp
20,14,2024-07-04,,noaa_coraltemp
20,14,2024-07-05,,noaa_coraltemp
20,14,2024-07-06,,noaa_coraltemp
20,14,2024-07-25,,noaa_coraltemp
21,11,2024-01-30,17.38,noaa_coraltemp
21,11,2024-07-04,24.28,noaa_coraltemp
21,11,2024-07-05,25.41,noaa_coraltemp
21,11,2024-07-06,25.41,noaa_coraltemp
21,11,2024-07-25,27.63,noaa_coraltemp
21,13,2024-01-30,17.48,noaa_coraltemp
21,13,2024-07-04,24.35,noaa_coraltemp
21,13,2024-07-05,25.43,noaa_coraltemp
21,13,2024-07-06,25.43,noaa_coraltemp
21,13,2024-07-25,27.98,noaa_coraltemp
22,1,2024-01-30,17.47,noaa_coraltemp
22,1,2024-07-04,24.64,noaa_coraltemp
22,1,2024-07-05,25.29,noaa_coraltemp
22,1,2024-07-06,25.29,noaa_coraltemp
22,1,2024-07-25,26.14,noaa_coraltemp
22,6,2024-01-30,19.99,noaa_coraltemp
22,6,2024-07-04,25.62,noaa_coraltemp
22,6,2024-07-05,26.6,noaa_coraltemp
22,6,2024-07-06,26.6,noaa_coraltemp
22,6,2024-07-25,27.76,noaa_coraltemp
22,11,2024-01-30,20.25,noaa_coraltemp
22,11,2024-07-04,25.76,noaa_coraltemp
22,11,2024-07-05,26.75,noaa_coraltemp
22,11,2024-07-06,26.75,noaa_coraltemp
22,11,2024-07-25,28.11,noaa_coraltemp
24,3,2024-01-30,16.56,noaa_coraltemp
24,3,2024-07-04,25.08,noaa_coraltemp
24,3,2024-07-05,26.53,noaa_coraltemp
24,3,2024-07-06,26.53,noaa_coraltemp
24,3,2024-07-25,28.77,noaa_coraltemp
24,7,2024-01-30,16.58,noaa_coraltemp
24,7,2024-07-04,25.27,noaa_coraltemp
24,7,2024-07-05,26.67,noaa_coraltemp
24,7,2024-07-06,26.67,noaa_coraltemp
24,7,2024-07-25,28.73,noaa_coraltemp
