site_no,spot_no,site_name,spot_name,lat,lon,prefecture,landform,substrate,has_logger
22,14,四国南西岸(宇和海～足摺岬),海中公園2号地・竜串２,32.786,132.864722,高知県,開放的湾内,"砂,礫,転石,岩",False
22,15,四国南西岸(宇和海～足摺岬),海中公園3号地・大碆,32.781833,132.867583,高知県,開放的湾内,"砂,礫,転石,岩",False
22,16,四国南西岸(宇和海～足摺岬),大村碆,32.762472,132.868306,高知県,外海・沖瀬,"岩,転石,砂礫",False
22,17,土佐湾内(協力地点）,奈半利10号堤　内側,33.404917,134.031889,高知県,離岸堤内側,コンクリートブロック,False
22,18,土佐湾内(協力地点）,奈半利7号堤　外側,33.411222,134.029861,高知県,離岸堤外側,コンクリートブロック,False
22,19,土佐湾内(協力地点）,奈半利5号堤　内側,33.414806,134.0255,高知県,離岸堤内側,コンクリートブロック,False
22,20,土佐湾内(協力地点）,田野2号堤　内側,33.423194,134.006306,高知県,離岸堤内側,コンクリートブロック,False
22,21,四国東岸(協力地点）,金目,33.546194,134.307139,徳島県,内湾,岩・砂,False
22,22,四国東岸(協力地点）,海中公園1号地・沖側,33.544778,134.314528,徳島県,内湾,岩・砂,False
22,23,四国東岸(協力地点）,海中公園1号地・水路側,33.544778,134.314528,徳島県,内湾,岩・砂,False
22,24,四国東岸(協力地点）,海中公園2号地・竹ヶ島,33.542722,134.316333,徳島県,内湾,岩・砂,False
22,25,四国東岸(協力地点）,海中公園2号地・二子島,33.541861,134.31475,徳島県,湾口,岩・砂,False
22,26,四国東岸(協力地点）,大島・海中公園1号地,33.641722,134.496222,徳島県,外海,岩・礫,False
22,27,四国東岸(協力地点）,大島・海中公園2号地,33.643806,134.484278,徳島県,外海,岩,False
22,28,四国東岸(協力地点）,大島・ビシャゴ,33.639583,134.483472,徳島県,湾口,岩・転石,False
22,29,四国東岸(協力地点）,大島・内湾,33.637,134.484722,徳島県,湾内,岩・砂,False
22,30,四国東岸(協力地点）,大島・チエバの下,33.635056,134.481056,徳島県,外海,岩・転石,False
22,31,四国東岸(協力地点）,モニタリング基盤ＷＢ,33.543833,134.311611,徳島県,湾内,岩・砂,False
22,32,土佐湾内(協力地点）,大手の浜・灯台下,33.521028,133.753139,高知県,内湾,岩・砂地,False
22,33,土佐湾内(協力地点）,大手の浜・海風荘下,33.522417,133.753806,高知県,内湾,岩,False
22,34,土佐湾内(協力地点）,塩屋海岸,33.520278,133.753889,高知県,内湾,岩・礫,False
22,35,四国東岸(協力地点）,中崎,33.540372,134.302439,高知県,湾口,岩,False
22,36,四国東岸(協力地点）,中磯,33.540583,134.300303,高知県,湾口,岩,False
22,37,四国東岸(協力地点）,葛島,33.539839,134.311281,高知県,内湾,岩・砂,False
22,38,四国東岸(協力地点）,葛島東,33.53865,134.312139,高知県,内湾,岩・砂・ブロック,False
23,1,鹿児島県南部沿岸,身代湾入口,31.550917,130.690556,鹿児島県,小湾入口,角礫,False
23,2,鹿児島県南部沿岸,観音崎東,31.546667,130.658194,鹿児島県,岩礁入江,岩礁、角礫,False
23,3,鹿児島県南部沿岸,沖小島 （立神）,31.544389,130.617083,鹿児島県,島入江,礫,False
23,4,鹿児島県南部沿岸,神瀬,31.566389,130.592472,鹿児島県,干出瀬,礫、砂,False
23,5,鹿児島県南部沿岸,袴腰海中公園,31.589833,130.591167,鹿児島県,岩礁入江,岩礁、礫,False
23,6,鹿児島県南部沿岸,佐田岬海中公園・岬側,30.999167,130.668056,鹿児島県,岩礁入江,岩礁、砂,False
23,7,鹿児島県南部沿岸,佐多岬海中公園・ビロウ島,30.996278,130.670778,鹿児島県,島岩礁,岩礁、礫,False
23,8,鹿児島県南部沿岸,白木,31.27825,131.111944,鹿児島県,岩礁入江,巨大礫,False
23,9,鹿児島県南部沿岸,赤水大龍　権現,31.257806,130.258611,鹿児島県,岩礁入江,岩礁、礫,False
23,10,鹿児島県南部沿岸,坊津・塩ケ浦,31.256528,130.232389,鹿児島県,岩礁入江,岩礁、礫,False
23,11,鹿児島県南部沿岸,坊津・馬込浜その1,31.317444,130.203833,鹿児島県,岩礁入江,岩礁、礫,False
23,12,鹿児島県南部沿岸,坊津・馬込浜その2,31.319417,130.204972,鹿児島県,砂浜沖沈瀬,岩礁、礫,False
23,13,鹿児島県南部沿岸,坊津・平崎集会場下,31.342417,130.20725,鹿児島県,岩礁入江,礫,False
23,14,鹿児島県南部沿岸,坊津・田平,31.348889,130.205278,鹿児島県,岩礁入江,岩礁、礫,False
23,15,鹿児島県南部沿岸,笠沙町・大当,31.423611,130.170111,鹿児島県,開放海岸,礫、砂,False
23,16,鹿児島県南部沿岸,阿久根・桑島　　,32.032667,130.1665,鹿児島県,桑島西岸の浅瀬,岩礁・礫,False
23,17,鹿児島県南部沿岸,長島・多々羅島,32.084,130.1615,鹿児島県,多々羅島西岸,岩礁・礫,False
23,18,鹿児島県南部沿岸,東町・加世堂湾,32.1245,130.175778,鹿児島県,湾内,岩礁・礫,False
24,1,天草周辺,富岡海中公園１号、つつま瀬,32.523472,130.016167,熊本県,沈瀬,岩礁、間に砂,False
24,2,天草周辺,富岡海中公園２号、白岩崎,32.518639,130.02625,熊本県,岩礁開放海岸,岩礁一部円礫,False
24,3,天草周辺,天草海中公園、大ガ瀬,32.344694,129.967694,熊本県,岩礁,岩礁,True
24,4,天草周辺,天草海中公園、大ガ瀬対岸,32.348833,129.977139,熊本県,岩礁開放海岸,岩礁、礫,False
24,5,天草周辺,海中公園、桑島,32.200361,129.975583,熊本県,島入江,岩礁、礫,False
24,6,天草周辺,茂串（白浜）,32.205222,129.993306,熊本県,砂浜入江,岩礁、砂,False
24,7,天草周辺,大島北,32.186778,129.968528,熊本県,島入江,岩礁、礫,True
24,8,天草周辺,牛深海中公園１号、鶴崎,32.193111,129.993806,熊本県,岩礁入江,岩礁、礫,False
24,9,天草周辺,大島港西,32.179417,129.966611,熊本県,岩礁入江,岩礁、礫、砂,False
24,10,天草周辺,片島,32.149917,129.975111,熊本県,沈瀬,岩礁、礫、砂,False
24,11,天草周辺,春這,32.180611,130.020861,熊本県,島入江,岩礁、礫、砂,False
24,12,天草周辺,平瀬,32.165833,130.007778,熊本県,沈瀬,岩礁、礫,False
24,13,天草周辺,牛深海中公園３号、築ノ島,32.155472,130.042972,熊本県,島入江,礫,False
24,14,天草周辺,牛深海中公園４号、法ヶ島南側,32.161667,130.054611,熊本県,岩礁開放海岸,岩礁、礫,False
24,15,天草周辺,片島南,32.14375,129.971944,熊本県,岩礁開放海岸,岩礁、礫,False
25,1,多良間島周辺,ウエダマーリ°礁縁,24.629942,124.709094,沖縄県,裾礁・礁縁,岩・砂礫,False
25,2,多良間島周辺,ウエダマーリ°礁池,24.638333,124.717778,沖縄県,裾礁・礁池,岩・砂礫,False
25,3,多良間島周辺,タカアナ礁縁,24.630886,124.690856,沖縄県,裾礁・礁縁,岩・砂礫,False
25,4,多良間島周辺,マガリ°礁縁,24.636783,124.675039,沖縄県,裾礁・礁縁,岩・砂礫,False
25,5,多良間島周辺,ナカシャラ礁池,24.637022,124.682803,沖縄県,裾礁・礁池,岩・砂礫,False
25,6,多良間島周辺,アカダン礁縁,24.647047,124.670581,沖縄県,裾礁・礁縁,岩・砂礫,False
25,7,多良間島周辺,タカシバマ礁縁,24.658425,124.6676,沖縄県,裾礁・礁縁,岩・砂礫,False
25,8,多良間島周辺,アウル礁縁,24.672525,124.675361,沖縄県,裾礁・礁縁,岩・砂礫,False
25,9,多良間島周辺,ナガシャキｨ°礁縁,24.67885,124.684017,沖縄県,裾礁・礁縁,岩・砂礫,False
26,1,田辺周辺,天神崎ビーチ,33.725556,135.351111,和歌山県,内海,岩・砂,False
26,2,田辺周辺,沖島サンマリンコーラルガーデン,33.720278,135.324722,和歌山県,外洋,岩,False
26,3,田辺周辺,沖島エトセトラコーラルガーデン,33.721111,135.325556,和歌山県,外洋,岩,False
26,4,田辺周辺,ニシザキサンゴ真ん中,33.718611,135.324167,和歌山県,外洋,岩,False
26,5,田辺周辺,四双島南,33.691111,135.325833,和歌山県,外洋,岩,False
26,6,田辺周辺,権現崎,33.683333,135.338889,和歌山県,湾口,岩,False
26,7,田辺周辺,すさみビーチ,33.5475,135.485556,和歌山県,湾口,岩/転石,False
