site_no,spot_no,date,year,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
22,38,2020-10-05,2020,20.0,,,20.0,
23,1,2020-11-16,2020,,2.5,,0.0,0.0
23,2,2020-11-16,2020,,2.5,,0.0,0.0
23,3,2020-11-16,2020,,20.0,20.0,0.0,0.0
23,4,2020-11-16,2020,,2.5,,0.0,0.0
23,5,2020-11-16,2020,10.0,20.0,20.0,0.0,0.0
23,6,2020-11-29,2020,40.0,80.0,70.0,0.0,0.0
23,7,2020-11-29,2020,30.0,40.0,40.0,0.0,0.0
23,8,,2020,,,,,
23,9,2020-11-14,2020,0.0,2.5,,0.0,
23,10,2020-11-14,2020,,2.5,,,60.0
23,11,2020-12-20,2020,,2.5,,,80.0
23,12,2020-12-20,2020,,2.5,,,80.0
23,13,2020-11-26,2020,,2.5,,0.0,0.0
23,14,2020-11-26,2020,,2.5,,0.0,0.0
23,15,2020-11-22,2020,50.0,60.0,60.0,0.0,0.0
23,16,2020-11-15,2020,40.0,50.0,50.0,0.0,0.0
23,17,2020-11-15,2020,20.0,40.0,40.0,0.0,0.0
23,18,2020-11-15,2020,,2.5,,0.0,0.0
24,1,2020-11-05,2020,,2.5,,0.0,
24,2,2020-11-05,2020,40.0,40.0,,5.0,
24,3,2020-11-05,2020,40.0,30.0,,5.0,
24,4,2020-11-05,2020,0.0,2.5,,0.0,
24,5,2020-10-21,2020,20.0,30.0,28.4,5.0,0.0
24,6,2020-10-21,2020,,2.5,,0.0,0.0
24,7,2020-10-21,2020,30.0,40.0,25.0,5.0,0.0
24,8,2020-10-21,2020,20.0,30.0,26.7,5.0,0.0
24,9,2020-10-29,2020,10.0,20.0,25.0,5.0,0.0
24,10,2020-10-29,2020,40.0,50.0,43.3,5.0,0.0
24,11,2020-10-12,2020,60.0,80.0,77.5,0.0,0.0
24,12,2020-10-29,2020,40.0,30.0,58.3,5.0,0.0
24,13,2020-10-12,2020,20.0,20.0,25.9,5.0,0.0
24,14,2020-10-12,2020,20.0,20.0,31.7,5.0,0.0
24,15,2020-10-29,2020,,20.0,,0.0,
24,16,,2020,,,,,
25,1,,2020,,,,,
25,2,,2020,,,,,
25,3,,2020,,,,,
25,4,,2020,,,,,
25,5,,2020,,,,,
25,6,,2020,,,,,
25,7,,2020,,,,,
25,8,,2020,,,,,
25,9,,2020,,,,,
1,1,2021-11-02,2021,50.0,0.0,0.0,0.0,0.0
1,2,2021-11-03,2021,20.0,0.0,0.0,0.0,0.0
1,3,2021-10-07,2021,40.0,0.0,0.0,0.0,0.0
1,4,2021-10-07,2021,30.0,0.0,0.0,0.0,0.0
1,5,2021-10-07,2021,50.0,0.0,0.0,0.0,0.0
1,6,2021-10-07,2021,60.0,0.0,0.0,0.0,0.0
1,7,2021-11-19,2021,40.0,0.0,0.0,0.0,0.0
1,8,2021-11-19,2021,50.0,0.0,0.0,0.0,0.0
1,9,2021-11-19,2021,30.0,0.0,0.0,0.0,0.0
1,10,2021-11-02,2021,50.0,0.0,0.0,0.0,0.0
1,11,2021-11-02,2021,70.0,0.0,0.0,0.0,0.0
1,12,2021-11-18,2021,60.0,0.0,0.0,0.0,0.0
1,13,2021-11-18,2021,60.0,0.0,0.0,0.0,0.0
1,14,,2021,,,,,
1,15,,2021,,,,,
1,16,2021-11-29,2021,10.0,0.0,0.0,0.0,0.0
1,17,2022-01-10,2021,40.0,0.0,0.0,0.0,0.0
1,18,2022-01-10,2021,20.0,0.0,0.0,0.0,0.0
1,19,2022-01-10,2021,10.0,0.0,0.0,0.0,0.0
1,20,2021-11-29,2021,40.0,0.0,0.0,0.0,0.0
3,1,2021-09-09,2021,50.0,0.0,0.0,0.0,0.0
3,2,2021-12-29,2021,40.0,50.0,0.0,50.0,0.0
3,3,2021-12-29,2021,80.0,0.0,0.0,0.0,0.0
3,4,2021-12-29,2021,2.5,0.0,0.0,0.0,0.0
3,5,2021-12-29,2021,2.5,0.0,0.0,0.0,0.0
3,6,2022-01-12,2021,80.0,0.0,0.0,0.0,0.0
3,7,2022-01-12,2021,30.0,0.0,0.0,0.0,0.0
3,8,2021-09-24,2021,2.5,0.0,0.0,0.0,0.0
3,9,2021-09-10,2021,30.0,0.0,0.0,0.0,0.0
3,10,2021-09-10,2021,50.0,0.0,0.0,0.0,0.0
3,11,2021-12-29,2021,20.0,0.0,0.0,0.0,0.0
3,12,2021-10-04,2021,80.0,0.0,0.0,0.0,0.0
3,13,2021-10-04,2021,20.0,0.0,0.0,0.0,0.0
3,14,2020-09-25,2021,70.0,0.0,0.0,0.0,0.0
3,15,2021-10-02,2021,60.0,30.0,0.0,30.0,0.0
4,1,2021-11-16,2021,30.0,0.0,0.0,0.0,0.0
4,2,2021-09-25,2021,40.0,0.0,0.0,0.0,0.0
4,3,2021-11-16,2021,50.0,0.0,0.0,0.0,0.0
4,4,2021-11-16,2021,40.0,0.0,0.0,0.0,0.0
4,5,2021-09-25,2021,10.0,0.0,0.0,0.0,0.0
4,6,2021-11-16,2021,40.0,0.0,0.0,0.0,0.0
4,7,2021-09-20,2021,30.0,0.0,0.0,0.0,0.0
4,8,2021-09-20,2021,10.0,0.0,0.0,0.0,0.0
4,9,2021-09-20,2021,20.0,0.5,50.0,0.0,0.0
4,10,2021-09-20,2021,30.0,0.0,0.0,0.0,0.0
4,11,2021-09-20,2021,10.0,0.0,0.0,0.0,0.0
4,12,2021-09-20,2021,10.0,0.0,0.0,0.0,0.0
4,13,2021-09-20,2021,30.0,0.0,0.0,0.0,0.0
4,14,,2021,,,,,
4,15,2021-09-20,2021,40.0,0.0,0.0,0.0,0.0
4,16,2021-12-21,2021,10.0,0.0,0.0,0.0,0.0
4,17,2021-09-07,2021,40.0,0.0,0.0,0.0,0.0
4,18,2021-09-07,2021,60.0,1.5,0.0,0.0,0.0
4,19,2021-09-07,2021,40.0,0.0,0.0,0.0,0.0
4,20,2021-09-07,2021,40.0,0.0,0.0,0.0,0.0
4,21,2021-09-07,2021,50.0,0.0,0.0,0.0,0.0
4,22,2021-09-07,2021,50.0,0.0,0.0,0.0,0.0
4,23,2021-12-21,2021,20.0,0.0,0.0,0.0,0.0
4,24,2021-12-21,2021,60.0,0.0,0.0,0.0,0.0
4,25,2021-12-21,2021,60.0,0.0,0.0,0.0,0.0
4,26,,2021,,,,,
4,27,2021-09-07,2021,70.0,0.0,0.0,0.0,0.0
4,28,2021-09-07,2021,60.0,0.5,0.0,0.0,0.0
4,29,,2021,,,,,
4,30,,2021,,,,,
4,31,,2021,,,,,
4,32,,2021,,,,,
4,33,2021-11-16,2021,50.0,0.0,0.0,0.0,0.0
4,34,,2021,,,,,
4,35,,2021,,,,,
4,36,,2021,,,,,
4,37,,2021,,,,,
4,38,,2021,,,,,
4,39,2021-12-21,2021,60.0,0.0,0.0,0.0,0.0
4,40,2021-09-20,2021,70.0,0.0,0.0,0.0,0.0
4,41,,2021,,,,,
4,42,,2021,,,,,
4,43,,2021,,,,,
4,44,2021-09-20,2021,60.0,0.0,0.0,0.0,0.0
4,45,2021-09-07,2021,50.0,0.5,0.0,0.0,0.0
5,1,2021-11-16,2021,50.0,0.0,0.0,0.0,0.0
5,2,,2021,,,,,
5,3,,2021,,,,,
5,4,2021-11-21,2021,60.0,0.0,0.0,0.0,0.0
5,5,2021-11-21,2021,60.0,0.0,0.0,0.0,0.0
5,6,2021-11-21,2021,30.0,0.0,0.0,0.0,0.0
5,7,2021-11-21,2021,50.0,0.0,0.0,0.0,0.0
5,8,2021-11-21,2021,40.0,0.0,0.0,0.0,0.0
5,9,2021-11-21,2021,50.0,0.0,0.0,0.0,0.0
5,10,2021-10-09,2021,60.0,0.0,0.0,0.0,0.0
5,11,,2021,,,,,
5,12,2021-10-09,2021,40.0,0.0,0.0,0.0,0.0
5,13,2021-09-25,2021,20.0,0.0,0.0,0.0,0.0
5,14,2021-10-09,2021,40.0,0.0,0.0,0.0,0.0
5,15,2021-09-25,2021,10.0,0.0,0.0,0.0,0.0
5,16,2021-10-05,2021,60.0,0.0,0.0,0.0,0.0
5,17,2021-10-05,2021,70.0,0.5,50.0,0.0,0.0
5,18,2021-10-05,2021,80.0,0.0,0.0,0.0,0.0
5,19,2021-10-05,2021,60.0,0.0,0.0,0.0,0.0
5,20,2021-10-05,2021,70.0,0.0,0.0,0.0,0.0
5,21,2021-12-12,2021,50.0,0.0,0.0,0.0,0.0
5,22,,2021,,,,,
5,23,2021-12-12,2021,70.0,0.0,0.0,0.0,0.0
5,24,2021-10-16,2021,30.0,0.0,0.0,0.0,0.0
5,25,2021-10-16,2021,60.0,0.0,0.0,0.0,0.0
5,26,2021-10-16,2021,50.0,0.0,0.0,0.0,0.0
5,27,2021-10-16,2021,70.0,0.0,0.0,0.0,0.0
5,28,2021-10-16,2021,50.0,0.0,0.0,0.0,0.0
5,29,2021-10-16,2021,80.0,0.0,0.0,0.0,0.0
5,30,,2021,,,,,
5,31,2021-11-21,2021,40.0,0.0,0.0,0.0,0.0
5,32,2021-09-25,2021,30.0,0.0,0.0,0.0,0.0
5,33,2021-10-09,2021,30.0,0.0,0.0,0.0,0.0
5,34,,2021,,,,,
5,35,,2021,,,,,
5,36,,2021,,,,,
5,37,,2021,,,,,
5,38,,2021,,,,,
5,39,,2021,,,,,
5,40,2021-11-21,2021,50.0,0.0,0.0,0.0,0.0
5,41,,2021,,,,,
5,42,,2021,,,,,
5,43,2021-09-25,2021,20.0,0.5,0.0,0.0,0.0
5,44,2021-10-09,2021,40.0,0.0,0.0,0.0,0.0
5,45,2021-11-21,2021,60.0,0.0,0.0,0.0,0.0
5,46,,2021,,,,,
5,47,,2021,,,,,
5,48,2021-11-16,2021,70.0,1.5,50.0,1.5,50.0
5,49,,2021,,,,,
5,50,,2021,,,,,
5,51,2021-10-05,2021,70.0,0.0,0.0,0.0,0.0
5,52,2021-10-16,2021,70.0,0.0,0.0,0.0,0.0
6,1,2021-12-12,2021,80.0,0.0,0.0,0.0,0.0
6,2,2021-12-12,2021,70.0,0.0,0.0,0.0,0.0
6,3,2021-12-12,2021,50.0,0.0,0.0,0.0,0.0
6,4,2021-12-12,2021,60.0,0.0,0.0,0.0,0.0
6,5,2021-12-12,2021,60.0,0.0,0.0,0.0,0.0
6,6,,2021,,,,,
6,7,2021-09-18,2021,40.0,0.0,0.0,0.0,0.0
6,8,2021-09-19,2021,60.0,0.0,0.0,0.0,0.0
6,9,,2021,,,,,
6,10,2021-12-12,2021,80.0,0.0,0.0,0.0,0.0
6,11,2021-09-19,2021,70.0,0.0,0.0,0.0,0.0
7,1,2021-10-31,2021,30.0,0.0,0.0,0.0,0.0
7,2,2021-10-29,2021,10.0,0.0,0.0,0.0,0.0
7,3,2021-10-30,2021,40.0,0.0,0.0,0.0,0.0
7,4,2021-10-31,2021,40.0,0.0,0.0,0.0,0.0
7,5,2021-10-31,2021,30.0,0.0,0.0,0.0,0.0
7,6,2021-10-30,2021,60.0,0.0,0.0,0.0,0.0
7,7,2021-11-05,2021,40.0,0.0,0.0,0.0,0.0
7,8,2021-11-05,2021,20.0,0.0,0.0,0.0,0.0
7,9,2021-10-30,2021,30.0,,0.0,0.0,0.0
7,10,2021-10-30,2021,30.0,0.0,0.0,0.0,0.0
7,11,2021-10-29,2021,50.0,0.0,0.0,0.0,0.0
7,12,2021-10-29,2021,50.0,0.0,0.0,0.0,0.0
9,1,2021-11-06,2021,50.0,0.0,0.0,0.0,0.0
9,2,2021-12-20,2021,60.0,0.0,0.0,0.0,0.0
9,3,2022-01-15,2021,20.0,0.0,0.0,0.0,0.0
9,4,2021-11-13,2021,50.0,0.0,0.0,0.0,0.0
9,5,2021-12-29,2021,10.0,0.0,0.0,0.0,0.0
9,6,2021-12-29,2021,20.0,0.0,0.0,0.0,0.0
9,7,2021-12-29,2021,20.0,0.0,0.0,0.0,0.0
9,8,2022-01-15,2021,30.0,0.0,0.0,0.0,0.0
9,9,,2021,,,,,
9,10,,2021,,,,,
10,1,2021-10-16,2021,10.0,0.0,0.0,0.0,0.0
10,2,2021-10-16,2021,40.0,0.0,0.0,0.0,0.0
10,3,2021-10-16,2021,20.0,0.0,0.0,0.0,0.0
10,4,2021-10-16,2021,20.0,0.0,0.0,0.0,0.0
11,1,2021-09-22,2021,10.0,0.0,0.0,0.0,0.0
11,2,2021-09-22,2021,30.0,0.0,0.0,0.0,0.0
11,3,2021-09-22,2021,2.5,0.0,0.0,0.0,0.0
11,4,2021-09-22,2021,2.5,0.0,0.0,0.0,0.0
11,5,2021-09-22,2021,60.0,0.0,0.0,0.0,0.0
11,6,2021-09-22,2021,60.0,0.0,0.0,0.0,0.0
11,7,2021-09-22,2021,40.0,0.0,0.0,0.0,0.0
11,8,2021-09-22,2021,40.0,0.0,0.0,0.0,0.0
11,9,2021-09-22,2021,10.0,0.0,0.0,0.0,0.0
11,10,2021-09-23,2021,10.0,0.0,0.0,0.0,0.0
11,11,2021-09-23,2021,0.5,0.0,0.0,0.0,0.0
11,12,2021-09-23,2021,40.0,0.0,0.0,0.0,0.0
11,13,2021-09-23,2021,40.0,0.0,0.0,0.0,0.0
11,14,2021-09-23,2021,10.0,0.0,0.0,0.0,0.0
11,15,2021-09-23,2021,0.5,0.0,0.0,0.0,0.0
11,16,2021-09-23,2021,20.0,0.0,0.0,0.0,0.0
11,17,2021-09-23,2021,70.0,0.0,0.0,0.0,0.0
11,18,2021-09-23,2021,10.0,0.0,0.0,0.0,0.0
11,19,2021-09-24,2021,70.0,0.0,0.0,0.0,0.0
11,20,2021-09-24,2021,10.0,0.0,0.0,0.0,0.0
11,21,2021-09-24,2021,20.0,0.0,0.0,0.0,0.0
11,22,2021-09-24,2021,2.5,0.0,0.0,0.0,0.0
11,23,2021-09-24,2021,10.0,0.0,0.0,0.0,0.0
11,24,2021-09-24,2021,50.0,0.0,0.0,0.0,0.0
11,25,2021-09-24,2021,20.0,0.0,0.0,0.0,0.0
11,26,2021-09-24,2021,20.0,0.0,0.0,0.0,0.0
11,27,2021-09-24,2021,80.0,0.0,0.0,0.0,0.0
11,28,2021-09-24,2021,50.0,0.0,0.0,0.0,0.0
11,29,2021-09-24,2021,50.0,0.0,0.0,0.0,0.0
11,30,2021-09-08,2021,40.0,0.0,0.0,0.0,0.0
11,31,2021-09-08,2021,70.0,0.0,0.0,0.0,0.0
11,32,2021-09-08,2021,30.0,0.0,0.0,0.0,0.0
11,33,2021-09-08,2021,30.0,0.0,0.0,0.0,0.0
12,1,2021-09-08,2021,0.5,0.0,0.0,0.0,0.0
12,2,2021-09-08,2021,10.0,0.0,0.0,0.0,0.0
12,3,2021-09-08,2021,20.0,0.0,0.0,0.0,0.0
12,4,2021-09-08,2021,2.5,0.0,0.0,0.0,0.0
12,5,2021-09-08,2021,80.0,0.0,0.0,0.0,0.0
12,6,2021-09-08,2021,10.0,0.0,0.0,0.0,0.0
12,7,2021-09-07,2021,2.5,0.0,0.0,0.0,0.0
12,8,2021-09-07,2021,50.0,0.0,0.0,0.0,0.0
12,9,2021-09-07,2021,10.0,0.0,0.0,0.0,0.0
12,10,2021-09-07,2021,30.0,0.0,0.0,0.0,0.0
12,11,2021-09-07,2021,30.0,0.0,0.0,0.0,0.0
12,12,2021-09-07,2021,80.0,0.0,0.0,0.0,0.0
12,13,2021-09-07,2021,70.0,0.0,0.0,0.0,0.0
12,14,2021-09-07,2021,60.0,0.0,0.0,0.0,0.0
12,15,2021-09-03,2021,80.0,0.0,0.0,0.0,0.0
12,16,2021-09-29,2021,70.0,0.0,0.0,0.0,0.0
12,17,2021-09-03,2021,50.0,0.0,0.0,0.0,0.0
12,18,2021-09-09,2021,60.0,0.0,0.0,0.0,0.0
12,19,2021-09-09,2021,40.0,0.0,0.0,0.0,0.0
12,20,2021-09-09,2021,30.0,0.0,0.0,0.0,0.0
12,21,2021-09-09,2021,10.0,0.0,0.0,0.0,0.0
12,22,2021-09-09,2021,10.0,0.0,0.0,0.0,0.0
12,23,2021-09-09,2021,0.5,0.0,0.0,0.0,0.0
12,24,2021-09-09,2021,60.0,0.0,0.0,0.0,0.0
12,25,2021-09-09,2021,40.0,0.0,0.0,0.0,0.0
12,26,2021-09-09,2021,0.5,0.0,0.0,0.0,0.0
12,27,2021-09-02,2021,60.0,0.0,0.0,0.0,0.0
12,28,2021-09-03,2021,70.0,0.0,0.0,0.0,0.0
12,29,2021-09-02,2021,50.0,0.0,0.0,0.0,0.0
12,30,2021-09-03,2021,40.0,0.0,0.0,0.0,0.0
12,31,2021-09-02,2021,50.0,0.0,0.0,0.0,0.0
12,32,2021-09-02,2021,30.0,0.0,0.0,0.0,0.0
12,33,2021-09-02,2021,70.0,0.0,0.0,0.0,0.0
12,34,2021-09-02,2021,20.0,0.0,0.0,0.0,0.0
12,35,2021-09-02,2021,20.0,0.0,0.0,0.0,0.0
12,36,2021-09-01,2021,30.0,0.0,0.0,0.0,0.0
12,37,2021-09-01,2021,10.0,0.0,0.0,0.0,0.0
12,38,2021-09-01,2021,10.0,0.0,0.0,0.0,0.0
12,39,2021-09-01,2021,20.0,0.0,0.0,0.0,0.0
12,40,2021-09-01,2021,70.0,0.0,0.0,0.0,0.0
12,41,2021-09-01,2021,20.0,0.0,0.0,0.0,0.0
12,42,2021-09-01,2021,20.0,0.0,0.0,0.0,0.0
12,43,2020-11-06,2021,10.0,0.0,0.0,0.0,0.0
12,44,2021-09-07,2021,70.0,0.0,0.0,0.0,0.0
13,27,2021-10-23,2021,10.0,70.0,67.5,1.0,1.5
13,28,2021-10-23,2021,50.0,60.5,60.0,0.0,0.0
13,31,2021-10-23,2021,60.0,68.5,72.5,1.5,1.5
13,32,2021-10-23,2021,2.5,60.0,70.0,0.0,0.0
13,35,2021-10-29,2021,60.0,46.0,48.0,1.0,1.0
13,36,2021-10-29,2021,70.0,50.0,46.0,1.0,1.0
13,42,2021-11-14,2021,30.0,80.0,75.0,1.0,1.0
13,43,2021-11-14,2021,20.0,72.5,70.0,1.0,1.0
13,44,2021-11-15,2021,10.0,40.5,50.5,1.0,2.5
13,49,2021-11-01,2021,10.0,25.0,25.5,1.0,1.5
13,50,2021-10-31,2021,30.0,28.0,20.0,3.5,3.5
13,51,2021-11-13,2021,20.0,43.0,31.5,1.0,1.0
13,52,2021-11-13,2021,20.0,46.0,35.5,1.0,1.0
13,53,2021-11-13,2021,20.0,39.0,35.0,1.0,1.5
13,62,2021-10-29,2021,60.0,38.5,46.0,1.5,1.5
13,63,2021-10-29,2021,50.0,40.0,37.5,1.0,1.0
13,64,2021-10-29,2021,50.0,42.5,42.5,1.5,2.0
13,65,2021-10-30,2021,70.0,60.5,56.0,2.0,3.5
13,67,2021-10-23,2021,30.0,55.0,62.5,1.0,1.0
13,68,2021-11-15,2021,20.0,59.5,53.5,1.5,2.0
13,71,2021-10-31,2021,70.0,24.0,18.0,1.0,1.0
13,72,2021-10-31,2021,50.0,24.0,15.5,1.0,1.0
13,73,2021-10-31,2021,40.0,31.0,23.0,1.0,1.0
13,74,2021-10-31,2021,40.0,23.0,15.5,1.0,1.0
13,75,2021-10-30,2021,40.0,34.5,30.0,1.5,2.0
13,110,2021-10-23,2021,10.0,67.5,72.5,1.5,2.0
13,112,2021-11-14,2021,30.0,56.0,50.5,1.0,1.0
13,116,2021-10-31,2021,60.0,30.5,23.0,1.0,1.0
14,46,2021-11-01,2021,10.0,77.5,77.5,1.5,1.0
14,47,2021-11-01,2021,10.0,86.0,86.0,1.0,1.0
14,54,2021-11-13,2021,10.0,48.5,56.0,1.0,1.0
14,76,2021-11-13,2021,10.0,56.5,43.0,1.0,0.5
14,77,2021-11-03,2021,10.0,76.5,72.5,1.0,1.0
14,78,2021-11-03,2021,2.5,46.0,40.0,1.0,1.0
14,79,2021-11-03,2021,2.5,41.0,40.5,1.0,1.0
14,80,2021-11-03,2021,10.0,70.0,68.5,1.0,1.0
14,81,2021-11-03,2021,2.5,53.5,54.0,1.0,1.0
14,82,2021-11-01,2021,20.0,54.0,31.5,1.5,1.0
14,83,2021-11-01,2021,2.5,40.0,28.5,1.0,1.0
14,84,2021-10-26,2021,30.0,61.5,46.5,1.5,1.5
14,87,2021-11-13,2021,20.0,53.5,46.5,1.0,1.0
14,88,2021-11-14,2021,10.0,67.5,60.0,1.0,1.0
14,89,2021-11-14,2021,2.5,51.0,45.5,1.0,1.0
14,90,2021-11-14,2021,10.0,46.0,35.5,1.0,0.5
14,93,2021-10-26,2021,2.5,54.0,56.0,1.5,1.0
14,109,2021-11-16,2021,20.0,46.0,26.0,1.0,2.0
14,114,2021-11-01,2021,10.0,77.0,76.5,1.5,1.0
14,115,2021-11-03,2021,10.0,72.5,65.0,1.5,1.5
15,4,2021-10-28,2021,10.0,60.0,70.0,1.0,1.0
15,5,2021-10-28,2021,10.0,75.0,82.5,0.5,0.5
15,19,2021-10-28,2021,20.0,72.5,65.0,1.5,1.5
15,20,2021-10-28,2021,20.0,62.5,71.5,1.5,2.5
15,22,2021-10-30,2021,20.0,72.5,68.0,3.0,3.0
15,23,2021-11-02,2021,2.5,70.0,60.0,0.0,0.0
15,24,2021-11-02,2021,20.0,70.0,55.5,2.5,1.0
15,25,2021-11-02,2021,10.0,35.0,45.0,1.5,1.5
15,37,2021-10-22,2021,50.0,55.0,50.0,1.0,1.0
15,38,2021-10-28,2021,10.0,70.5,65.0,3.0,3.0
15,39,2021-10-30,2021,20.0,82.5,71.5,6.5,3.0
15,40,2021-11-02,2021,30.0,57.5,58.0,1.0,1.0
15,41,2021-11-02,2021,20.0,55.5,44.5,1.5,1.0
15,58,2021-10-22,2021,70.0,62.5,65.0,1.5,2.5
15,59,2021-10-22,2021,50.0,67.5,72.5,2.0,4.5
15,60,2021-10-22,2021,70.0,78.0,79.0,2.0,2.5
15,61,2021-10-22,2021,10.0,77.5,,2.5,
15,66,2021-10-29,2021,20.0,66.5,72.5,1.5,2.5
15,104,2021-10-27,2021,10.0,81.5,73.5,1.5,1.0
15,106,2021-10-28,2021,20.0,66.5,60.0,1.5,1.5
15,107,2021-10-30,2021,60.0,41.5,44.0,3.0,2.5
15,108,2021-10-22,2021,60.0,60.0,65.0,2.5,2.5
15,111,2021-11-02,2021,30.0,58.5,63.0,1.0,1.0
15,113,2021-10-27,2021,20.0,86.0,85.5,0.0,0.0
16,1,2021-10-26,2021,2.5,82.5,73.5,2.0,1.0
16,2,2021-10-26,2021,30.0,67.5,60.5,1.5,1.0
16,3,2021-10-26,2021,10.0,53.5,56.0,1.0,1.0
16,6,2021-10-25,2021,10.0,70.0,70.0,1.5,1.5
16,7,2021-11-06,2021,20.0,85.0,86.5,2.0,2.0
16,8,2021-11-06,2021,10.0,92.5,87.5,5.5,10.0
16,9,2021-11-06,2021,60.0,52.5,47.5,1.0,4.5
16,10,2021-11-06,2021,30.0,51.0,46.0,1.0,3.0
16,11,2021-10-25,2021,2.5,61.0,55.5,1.5,1.0
16,12,2021-10-27,2021,20.0,62.5,60.0,1.5,1.5
16,13,2021-10-27,2021,20.0,66.0,61.0,1.0,1.0
16,14,2021-10-27,2021,2.5,69.0,70.0,1.5,1.5
16,15,2021-10-21,2021,20.0,76.5,81.0,3.0,3.0
16,16,2021-10-21,2021,10.0,65.0,65.0,1.5,2.5
16,17,2021-10-21,2021,10.0,67.5,67.5,1.0,1.0
16,45,2021-10-26,2021,20.0,62.5,65.5,1.0,1.0
16,69,2021-11-06,2021,50.0,41.0,43.5,1.5,3.0
16,70,2021-11-06,2021,10.0,85.0,87.5,7.5,12.5
16,85,2021-10-21,2021,50.0,74.0,64.0,1.5,1.5
16,94,2021-10-25,2021,20.0,77.0,73.5,2.0,1.5
16,95,2021-10-25,2021,50.0,69.0,70.5,2.0,2.0
16,96,2021-10-25,2021,10.0,59.0,55.5,2.0,2.5
16,97,2021-10-25,2021,2.5,47.0,48.0,1.0,1.0
16,98,2021-10-25,2021,20.0,76.0,80.0,2.0,1.5
16,99,2021-10-25,2021,20.0,79.0,73.5,1.5,1.0
16,100,2021-10-21,2021,10.0,77.0,75.0,2.5,1.5
16,101,2021-10-21,2021,10.0,82.5,80.0,1.5,2.0
16,102,2021-10-27,2021,10.0,76.5,75.0,1.5,1.0
16,103,2021-10-24,2021,10.0,75.0,75.0,1.5,1.0
16,105,2021-10-25,2021,20.0,75.0,76.0,2.0,2.0
17,120,2021-11-04,2021,70.0,23.0,20.5,1.0,1.0
17,121,2021-11-04,2021,50.0,15.5,15.5,1.0,1.0
17,122,2021-11-04,2021,70.0,50.0,42.0,2.0,1.5
17,123,2021-11-04,2021,2.5,35.5,32.5,0.5,0.5
17,124,2021-11-04,2021,60.0,15.5,15.5,1.0,1.5
17,125,2021-11-04,2021,70.0,16.0,13.5,0.5,1.0
17,126,2021-11-04,2021,70.0,21.5,16.5,1.5,1.0
17,127,2021-11-07,2021,30.0,45.0,75.0,0.0,0.0
17,129,2021-11-07,2021,90.0,1.5,,0.5,
17,130,2021-11-07,2021,60.0,55.0,55.0,1.0,1.0
17,131,2021-11-07,2021,20.0,75.0,,0.0,
17,132,2021-11-07,2021,20.0,69.5,75.0,1.0,1.5
17,133,2021-10-24,2021,50.0,76.5,63.5,2.0,1.5
17,134,2021-10-24,2021,40.0,75.0,,0.0,
17,135,2021-10-24,2021,50.0,77.5,80.0,2.0,1.5
17,136,2021-10-24,2021,40.0,60.5,60.5,1.5,1.5
17,137,2021-10-24,2021,10.0,62.5,55.0,2.0,1.5
17,138,2021-11-07,2021,40.0,80.0,78.5,1.5,1.0
17,139,2021-11-07,2021,20.0,32.5,27.5,1.0,1.0
17,141,2021-11-04,2021,70.0,15.5,15.5,1.0,1.0
17,142,2021-11-04,2021,70.0,13.5,18.0,1.0,1.0
18,1,2022-01-18,2021,50.0,,,,
18,2,2022-01-19,2021,60.0,,,,
18,3,2022-01-18,2021,70.0,,,,
18,4,2022-01-18,2021,70.0,,,,
18,5,2022-01-19,2021,60.0,,0.0,,0.0
18,6,2022-01-18,2021,30.0,,,,
18,7,2022-01-18,2021,30.0,,0.0,0.0,0.0
18,8,2022-01-18,2021,60.0,,,,
18,9,2022-01-17,2021,30.0,,,,
18,10,2022-01-17,2021,30.0,,,,
18,11,2022-01-17,2021,20.0,,0.0,0.0,0.0
18,12,2022-01-17,2021,70.0,,,,
19,1,,2021,2.5,0.0,0.0,0.0,0.0
19,2,2021-11-04,2021,2.5,0.0,0.0,0.0,0.0
19,3,2021-11-04,2021,2.5,0.0,0.0,0.0,0.0
19,4,2021-11-04,2021,2.5,0.0,0.0,0.0,0.0
19,5,2021-11-30,2021,2.5,0.0,0.0,0.0,0.0
19,6,2021-11-18,2021,10.0,0.0,0.0,0.0,0.0
21,1,2021-12-06,2021,2.5,0.0,0.0,0.0,0.0
21,2,2022-01-09,2021,50.0,0.0,0.0,0.0,0.0
21,3,2022-01-09,2021,20.0,0.0,0.0,0.0,0.0
21,4,2021-12-28,2021,10.0,0.0,0.0,0.0,0.0
21,5,2021-12-28,2021,70.0,0.0,0.0,0.0,0.0
21,6,2021-12-05,2021,20.0,0.0,0.0,0.0,0.0
21,7,2021-12-05,2021,10.0,0.0,0.0,0.0,0.0
21,8,2022-01-09,2021,50.0,,,,
21,9,2021-12-07,2021,40.0,0.0,0.0,0.0,0.0
21,10,,2021,,,,,
21,11,2021-12-15,2021,20.0,0.0,0.0,0.0,0.0
21,12,2021-12-13,2021,10.0,0.0,0.0,0.0,0.0
21,13,2021-12-11,2021,60.0,0.0,0.0,0.0,0.0
21,14,2021-07-10,2021,20.0,0.0,0.0,0.0,0.0
21,15,2021-12-07,2021,70.0,0.0,0.0,0.0,0.0
21,16,2021-12-17,2021,10.0,0.0,0.0,0.0,0.0
21,17,,2021,,,,,
21,18,2021-12-15,2021,60.0,0.0,0.0,0.0,0.0
