中ブロック,サイトNo,サイト名,spotNo,地名,調査日,調査者,観察手段,観察時間,被度,白化率_全体,白化率_ミドリイシ,死滅率_全体,死滅率_ミドリイシ,生育型,年度,site_code,dhw_satellite
石西礁湖南部,16.0,黒島～新城島,96,キャングチ海中公園地区,2023-10-27,上野・川崎,skin,15,,10.0,10.0,0.0,27.5,22.5,2023,sekisei,0.764285714285714
石西礁湖南部,16.0,黒島～新城島,97,黒島東岸礁外縁,2023-10-28,上野・川崎,skin,15,,10.0,10.0,0.0,32.5,27.5,2023,sekisei,0.764285714285714
石西礁湖南部,16.0,黒島～新城島,98,新城島上地東岸礁外縁,2023-10-27,上野・川崎,skin,15,10.0,10.0,10.0,0.0,42.5,30,2023,sekisei,0.764285714285714
石西礁湖南部,16.0,黒島～新城島,99,新城島下地南東岸礁外縁,2023-10-27,上野・川崎,skin,15,30.0,30.0,30.0,0.0,45.0,27.5,2023,sekisei,0.764285714285714
石西礁湖南部,16.0,黒島～新城島,100,新城島下地西岸礁外縁,2023-10-27,上野・川崎,skin,15,10.0,10.0,10.0,0.0,45.0,39,2023,sekisei,0.764285714285714
石西礁湖南部,16.0,黒島～新城島,101,新城島北西沖離礁,2023-11-09,上野・川崎,skin,15,,10.0,10.0,0.0,52.5,47.5,2023,sekisei,0.6957142857142854
石西礁湖南部,16.0,黒島～新城島,102,新城島ー西表島間離礁①,2023-11-09,上野・川崎,skin,15,30.0,30.0,10.0,20.0,35.0,40,2023,sekisei,0.6957142857142854
石西礁湖南部,16.0,黒島～新城島,103,南風見崎沖離礁外縁東,2023-10-26,上野・川崎,skin,15,20.0,20.0,10.0,10.0,35.0,17.5,2023,sekisei,0.764285714285714
石西礁湖南部,16.0,黒島～新城島,105,黒島ー新城島間大型離礁,2023-10-31,上野・川崎,skin,15,20.0,20.0,20.0,0.0,36.0,27.5,2023,sekisei,0.764285714285714
小笠原諸島,18.0,父島周辺,1,兄島・滝之浦,2023-12-22,佐々木哲朗,scuba,15,60.0,60.0,60.0,0.0,,0,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,2,兄島・キャベツビーチ,2023-12-22,佐々木哲朗,skin,15,60.0,60.0,60.0,0.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,3,兄島・水玉湾西側,2023-12-22,佐々木哲朗,skin,15,70.0,70.0,60.0,10.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,4,父島・宮之浜,2023-12-21,佐々木哲朗,skin,15,60.0,60.0,70.0,-10.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,5,父島・釣浜,2023-12-22,佐々木哲朗,skin,15,60.0,60.0,50.0,10.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,6,父島・初寝浦,2023-12-21,佐々木哲朗,skin,15,30.0,30.0,40.0,-10.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,7,父島・巽東海岸,2023-12-21,佐々木哲朗,skin,15,30.0,30.0,30.0,0.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,8,父島・巽中海岸,2023-12-21,佐々木哲朗,skin,15,60.0,60.0,60.0,0.0,,0,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,9,父島（属）・南島サンゴ池,2023-12-21,佐々木哲朗,skin,15,40.0,40.0,40.0,0.0,,<1,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,10,父島・コペペ海岸,2023-12-23,佐々木哲朗,skin,15,30.0,30.0,30.0,0.0,0.0,0,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,11,父島・野羊山内側,2023-12-23,佐々木哲朗,skin,15,20.0,20.0,30.0,-10.0,,0,2023,ogasawara,0.0
小笠原諸島,18.0,父島周辺,12,父島・二見湾奥,2023-12-23,佐々木哲朗,skin,15,80.0,80.0,80.0,0.0,,<5,2023,ogasawara,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,1,通夜島,2023-12-08,森・大西・松永,scuba,30,,2.5,2.5,0.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,2,住崎,2023-12-29,森・大西・松永,skin,15,50.0,50.0,50.0,0.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,3,ｸﾞﾗｽﾜｰﾙﾄﾞ①,2023-11-27,森・大西・松永,scuba,20,10.0,10.0,20.0,-10.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,4,ｸﾞﾗｽﾜｰﾙﾄﾞ②,2023-11-27,森・大西・松永,scuba,20,,2.5,2.5,0.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,5,砥崎,2023-12-04,森・佐久間・松永,scuba,20,70.0,70.0,70.0,0.0,,<5,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,6,高富湾奥,2023-12-29,森・大西・松永,skin,15,20.0,20.0,10.0,10.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,7,1号地,2023-12-29,森・大西・松永,skin,15,20.0,20.0,10.0,10.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,8,2号地,2023-12-25,森,scuba,15,60.0,60.0,50.0,10.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,9,3号地,2023-12-04,森・松永,scuba,20,30.0,30.0,40.0,-10.0,,<5,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,11,展望塔前,2023-11-20,森,scuba,15,20.0,20.0,20.0,0.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,12,有田湾奥,2023-12-28,森・大西・松永,scuba,15,20.0,20.0,10.0,10.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,13,双島①,2023-12-02,森・大西・松永,scuba,20,70.0,70.0,60.0,10.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,14,双島②,2023-12-02,森・大西・松永,scuba,20,40.0,40.0,20.0,20.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,15,下浅地,2023-10-30,森・大西・松永,scuba,20,80.0,80.0,70.0,10.0,0.0,0,2023,kushimoto,0.3114285714285709
紀伊半島（黒潮影響域）,21.0,串本周辺,16,笹野島(二木島海中公園1号地区),2023-12-18,吉田・大西・松永,scuba,30,10.0,10.0,10.0,0.0,,<5,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,17,望月島(二木島海中公園2号地区),2023-12-18,吉田・大西・松永,scuba,40,,2.5,2.5,0.0,0.0,0,2023,kushimoto,0.0
紀伊半島（黒潮影響域）,21.0,串本周辺,18,"紀伊大島
ゾウバナ",2023-09-29,森・大西・松永,scuba,15,20.0,20.0,,,0.0,0,2023,kushimoto,1.5657142857142847
奄美大島周辺,3.0,奄美大島,1,赤木名立神,2024-10-18,興克樹,skin,15,,90.0,90.0,90.0,90.0,枝状・卓状ミドリイシ混成型,2024,amami,1.3628571428571417
奄美大島周辺,3.0,奄美大島,2,節田,2024-12-03,興克樹,skin,15,10.0,50.0,0.0,50.0,0.0,多種混成型,2024,amami,0.0
奄美大島周辺,3.0,奄美大島,3,神の子,2024-12-04,興克樹,skin,15,30.0,70.0,0.0,70.0,0.0,特定類優占型（コモンサンゴ類）,2024,amami,0.0
奄美大島周辺,3.0,奄美大島,4,久場,2024-12-04,興克樹,skin,15,,5.0,0.0,0.0,0.0,特定類優占型（ハマサンゴ）,2024,amami,0.0
奄美大島周辺,3.0,奄美大島,5,安木屋場,2024-12-02,興克樹,skin,15,,50.0,0.0,20.0,0.0,多種混成型,2024,amami,0.0
奄美大島周辺,3.0,奄美大島,6,崎原東,2024-10-19,興克樹,skin,15,30.0,70.0,70.0,70.0,70.0,卓状ミドリイシ優占型,2024,amami,1.255714285714285
奄美大島周辺,3.0,奄美大島,7,崎原南,2024-10-19,興克樹,skin,15,10.0,80.0,80.0,50.0,50.0,枝状ミドリイシ優占型,2024,amami,1.255714285714285
奄美大島周辺,3.0,奄美大島,8,摺子崎,2024-09-11,興克樹,skin,15,,50.0,0.0,50.0,0.0,多種混成型,2024,amami,6.134285714285712
奄美大島周辺,3.0,奄美大島,9,大浜,2024-10-17,興克樹,skin,15,,90.0,90.0,90.0,90.0,卓状ミドリイシ優占型,2024,amami,1.467142857142856
奄美大島周辺,3.0,奄美大島,10,徳浜,2024-10-17,興克樹,skin,15,60.0,70.0,70.0,15.0,15.0,卓状ミドリイシ優占型,2024,amami,1.467142857142856
奄美大島周辺,3.0,奄美大島,11,和瀬,2024-12-01,興克樹,skin,15,,90.0,90.0,90.0,90.0,枝状・卓状ミドリイシ混成型,2024,amami,0.0
奄美大島周辺,3.0,奄美大島,12,実久,2024-11-05,興克樹,skin,15,20.0,80.0,80.0,80.0,80.0,枝状・卓状ミドリイシ混成型,2024,amami,0.2128571428571426
奄美大島周辺,3.0,奄美大島,13,デリキョンマ崎,2024-11-05,興克樹,skin,15,10.0,50.0,50.0,50.0,50.0,卓状ミドリイシ優占型,2024,amami,0.2128571428571426
奄美大島周辺,3.0,奄美大島,14,手安,2024-11-30,興克樹,skin,15,30.0,70.0,70.0,70.0,70.0,枝状ミドリイシ優占型,2024,amami,0.0
奄美大島周辺,3.0,奄美大島,15,安脚場,2024-11-30,興克樹,skin,15,50.0,20.0,20.0,20.0,20.0,枝状・卓状ミドリイシ混成型,2024,amami,0.0
沖縄島西岸,5.0,恩納村～残波岬,1,喜屋武漁港西,2024-10-07,長田智史,skin,15,20.0,90.0,90.0,50.0,70.0,特定類優占型,2024,sesoko,4.5900000000000025
沖縄島西岸,5.0,恩納村～残波岬,4,チービシクエフ南,2024-10-16,長田智史,skin,15,60.0,80.0,80.0,40.0,30.0,特定類優占型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,5,チービシ神山南,2024-10-16,長田智史,skin,15,50.0,70.0,80.0,30.0,50.0,多種混成型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,6,チービシナガンヌ南,2024-10-16,長田智史,skin,15,40.0,70.0,60.0,40.0,50.0,多種混成型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,7,チービシナガンヌ西,2024-10-16,長田智史,skin,15,50.0,60.0,70.0,30.0,30.0,特定類優占型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,8,チービシナガンヌ北,2024-10-16,長田智史,skin,15,50.0,70.0,60.0,30.0,40.0,特定類優占型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,10,伊佐西,2024-10-16,長田智史,skin,15,,90.0,100.0,80.0,95.0,多種混成型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,11,北谷町宮城海岸,2024-09-11,長田智史,skin,15,30.0,90.0,90.0,20.0,30.0,卓状ミドリイシ優占型,2024,sesoko,7.144285714285717
沖縄島西岸,5.0,恩納村～残波岬,12,渡具知西,2024-09-11,長田智史,skin,15,20.0,90.0,90.0,20.0,30.0,卓状ミドリイシ優占型,2024,sesoko,7.144285714285717
沖縄島西岸,5.0,恩納村～残波岬,13,残波岬西礁池,2024-09-05,長田智史,skin,20,10.0,90.0,100.0,50.0,80.0,多種混成型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,14,残波岬西礁斜面,2024-09-11,長田智史,SCUBA,15,40.0,80.0,80.0,20.0,10.0,多種混成型,2024,sesoko,7.144285714285717
沖縄島西岸,5.0,恩納村～残波岬,15,真栄田岬西礁池小,2024-09-05,長田智史,skin,10,10.0,80.0,80.0,10.0,10.0,特定類優占型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,16,真栄田岬西礁斜面,2024-09-13,長田智史,skin,15,50.0,70.0,80.0,3.0,3.0,特定類優占型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,17,恩納村赤崎西礁池,2024-09-13,長田智史,skin,15,50.0,70.0,95.0,60.0,90.0,特定類優占型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,18,恩納村赤崎西礁斜面,2024-09-13,長田智史,skin,15,60.0,80.0,80.0,3.0,5.0,特定類優占型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,19,安富祖北礁池,2024-09-13,長田智史,skin,20,50.0,80.0,90.0,5.0,10.0,特定類優占型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,20,部瀬名岬西,2024-09-13,長田智史,skin,15,40.0,90.0,90.0,50.0,70.0,特定類優占型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,21,瀬底島南,2024-09-02,長田智史,skin,15,60.0,90.0,90.0,10.0,20.0,多種混成型,2024,sesoko,7.037142857142858
沖縄島西岸,5.0,恩納村～残波岬,23,水族館西,2024-09-02,長田智史,skin,15,70.0,70.0,70.0,5.0,5.0,特定類優占型,2024,sesoko,7.037142857142858
沖縄島西岸,5.0,恩納村～残波岬,24,備瀬崎東礁池,2024-09-05,長田智史,skin,15,30.0,70.0,90.0,10.0,3.0,特定類優占型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,25,備瀬崎東礁斜面,2024-09-05,長田智史,skin,15,70.0,90.0,90.0,3.0,3.0,多種混成型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,26,今帰仁村長浜北礁池,2024-09-05,長田智史,skin,15,40.0,10.0,95.0,3.0,90.0,特定類優占型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,27,今帰仁村長浜北礁斜面,2024-09-05,長田智史,skin,15,70.0,90.0,90.0,5.0,10.0,枝状・卓状ミドリイシ混成型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,28,古宇利島北礁池,2024-09-22,長田智史,skin,15,30.0,40.0,95.0,10.0,90.0,特定類優占型,2024,sesoko,6.635714285714288
沖縄島西岸,5.0,恩納村～残波岬,29,古宇利島北礁斜面,2024-09-22,長田智史,SCUBA,15,50.0,80.0,90.0,40.0,50.0,卓状ミドリイシ優占型,2024,sesoko,6.635714285714288
沖縄島西岸,5.0,恩納村～残波岬,31,大嶺崎大瀬,2024-10-16,長田智史,skin,15,30.0,90.0,90.0,50.0,70.0,多種混成型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,32,水釜,2024-09-11,長田智史,skin,15,20.0,80.0,90.0,10.0,80.0,多種混成型,2024,sesoko,7.144285714285717
沖縄島西岸,5.0,恩納村～残波岬,33,水釜礁斜面,2024-09-11,長田智史,skin,15,20.0,90.0,90.0,30.0,50.0,多種混成型,2024,sesoko,7.144285714285717
沖縄島西岸,5.0,恩納村～残波岬,40,ジャナセ,2024-10-16,長田智史,skin,15,,90.0,90.0,80.0,80.0,多種混成型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,43,真栄田岬西礁池大,2024-09-05,長田智史,skin,15,20.0,80.0,90.0,10.0,3.0,特定類優占型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,45,チービシ神山北,2024-10-16,長田智史,skin,15,60.0,50.0,50.0,30.0,40.0,特定類優占型,2024,sesoko,3.0371428571428587
沖縄島西岸,5.0,恩納村～残波岬,46,久良波,2024-09-13,長田智史,skin,15,40.0,90.0,90.0,20.0,30.0,多種混成型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,48,糸満港クラントガイ北,2024-10-07,長田智史,skin,15,,90.0,100.0,80.0,90.0,多種混成型,2024,sesoko,4.5900000000000025
沖縄島西岸,5.0,恩納村～残波岬,49,崎山,2024-09-22,長田智史,skin,15,50.0,70.0,80.0,50.0,60.0,枝状・卓状ミドリイシ混成型,2024,sesoko,6.635714285714288
沖縄島西岸,5.0,恩納村～残波岬,51,恩納村恩納礁斜面,2024-09-13,長田智史,skin,15,60.0,80.0,90.0,5.0,10.0,特定類優占型,2024,sesoko,7.114285714285716
沖縄島西岸,5.0,恩納村～残波岬,52,塩川港南,2024-09-05,長田智史,skin,15,70.0,90.0,90.0,20.0,30.0,特定類優占型,2024,sesoko,7.1328571428571435
沖縄島西岸,5.0,恩納村～残波岬,63,仲尾干瀬北礁斜面,2024-09-22,長田智史,skin,15,20.0,80.0,90.0,70.0,90.0,多種混成型,2024,sesoko,6.635714285714288
沖縄島西岸,5.0,恩納村～残波岬,64,シッピシ礁斜面,2024-09-22,長田智史,skin,15,70.0,70.0,80.0,10.0,20.0,枝状・卓状ミドリイシ混成型,2024,sesoko,6.635714285714288
沖縄島西岸,5.0,恩納村～残波岬,65,田嘉里浜西礁斜面,2024-09-22,長田智史,skin,15,30.0,90.0,95.0,40.0,50.0,多種混成型,2024,sesoko,6.635714285714288
沖縄島西岸,5.0,恩納村～残波岬,66,ヒキイシ北礁斜面,2024-10-16,長田智史,skin,15,40.0,80.0,80.0,40.0,40.0,特定類優占型,2024,sesoko,3.0371428571428587
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,1,安室南,2024-10-15,豊島正彦,skin,15,20.0,10.0,25.0,2.0,10.0,多種混成型,2024,kerama,3.224285714285714
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,2,座間味アゴノウラ,2024-10-15,豊島正彦,skin,15,,10.0,100.0,5.0,100.0,特定類優占型（塊状ハマサンゴ）,2024,kerama,3.224285714285714
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,3,座間味ニタ,2024-10-18,豊島正彦,skin,15,,100.0,100.0,90.0,95.0,多種混成型,2024,kerama,3.001428571428572
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,4,嘉比南,2024-10-18,豊島正彦,skin,15,30.0,10.0,10.0,5.0,10.0,多種混成型,2024,kerama,3.001428571428572
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,5,阿嘉ニシハマ,2024-10-18,豊島正彦,skin,15,20.0,10.0,50.0,5.0,10.0,多種混成型,2024,kerama,3.001428571428572
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,6,阿嘉クシバル,2024-10-12,豊島正彦,skin,15,50.0,5.0,10.0,3.0,2.0,多種混成型,2024,kerama,3.614285714285715
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,7,阿嘉アグ,2024-10-12,豊島正彦,skin,15,30.0,10.0,30.0,5.0,20.0,多種混成型,2024,kerama,3.614285714285715
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,8,阿嘉マエノハマ,2024-10-18,豊島正彦,skin,15,20.0,30.0,50.0,10.0,20.0,多種混成型,2024,kerama,3.001428571428572
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,9,屋嘉比東,2024-10-12,豊島正彦,skin,15,20.0,10.0,30.0,0.0,10.0,多種混成型,2024,kerama,3.614285714285715
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,10,久場北西,2024-10-12,豊島正彦,skin,15,20.0,10.0,10.0,5.0,10.0,多種混成型,2024,kerama,3.614285714285715
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,11,渡嘉敷アリガー,2024-10-15,豊島正彦,skin,15,30.0,40.0,50.0,20.0,30.0,多種混成型,2024,kerama,3.224285714285714
慶良間諸島,7.0,慶良間諸島中心海域（阿嘉島、座間味、渡嘉敷周辺）,12,渡嘉敷アハレン,2024-10-15,豊島正彦,skin,15,30.0,30.0,40.0,10.0,10.0,多種混成型,2024,kerama,3.224285714285714
石垣島東岸,11.0,平久保～宮良湾,1,大浜小前,2025-01-18,吉田,skin,15,,0.0,0.0,0.0,0.0,特定類優占型（塊状ハマサンゴ類）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,2,宮良川河口,2025-01-18,吉田,skin,15,30.0,10.0,20.0,5.0,20.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,3,宮良集落前,2025-01-18,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,5,白保ｱｵｻﾝｺﾞ,2025-01-18,吉田,skin,15,60.0,10.0,20.0,10.0,20.0,特定類優占型（アオサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,7,白保～轟川,2025-01-18,吉田,skin,15,40.0,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,8,轟川河口,2025-01-18,吉田,skin,15,40.0,0.0,0.0,0.0,0.0,特定類優占型（塊状ハマサンゴ類）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,9,モリヤマグチ,2025-01-08,吉田,skin,15,10.0,0.0,0.0,0.0,0.0,卓状ミドリイシ優占型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,10,スムジグチ,2025-01-08,吉田,skin,15,10.0,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,11,採石場前,2025-01-08,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,12,通路川南,2025-01-08,吉田,skin,15,20.0,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,13,通路川水路北,2025-01-08,吉田,skin,15,10.0,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,14,野原崎,2025-01-08,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,15,伊野田漁港前,2025-01-08,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,16,大野牧場前,2025-01-08,吉田,skin,15,20.0,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,17,玉取崎南,2025-01-08,吉田,skin,15,70.0,0.0,0.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,18,玉取崎東,2025-01-08,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,20,トムル崎南,2025-01-07,吉田,skin,15,30.0,30.0,0.0,,0.0,特定類優占型（枝状コモンサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,21,トムル崎,2025-01-07,吉田,skin,15,40.0,5.0,0.0,0.0,0.0,特定類優占型（枝状コモンサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,22,ﾊﾟﾗﾜｰﾙﾄﾞ前,2025-01-07,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,23,明石～安良崎,2025-01-07,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,24,安良崎南,2025-01-07,吉田,skin,15,,0.0,0.0,0.0,0.0,ソフトコーラル優占型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,25,安良崎,2025-01-07,吉田,skin,15,10.0,0.0,0.0,0.0,0.0,特定類優占型（ハマサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,26,安良グチ北,2025-01-07,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,27,岩崎南,2025-01-07,吉田,skin,15,80.0,20.0,0.0,,0.0,特定類優占型（枝状コモンサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,28,岩崎,2025-01-05,吉田,skin,15,60.0,40.0,10.0,,,多種混成型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,29,岩崎～浦崎,2025-01-05,吉田,skin,15,40.0,10.0,10.0,0.0,0.0,特定類優占型（ユビエダハマサンゴ）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,30,浦崎沖,2025-01-05,吉田,skin,15,30.0,40.0,30.0,,,特定類優占型（コモンサンゴ類）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,31,浦崎前,2025-01-05,吉田,skin,15,40.0,60.0,10.0,,,特定類優占型（枝状コモンサンゴ類）,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,32,平野集落前,2025-01-05,吉田,skin,15,20.0,0.0,0.0,0.0,0.0,枝状ミドリイシ優占型,2024,sekisei,0.0
石垣島東岸,11.0,平久保～宮良湾,33,平久保灯台北,2025-01-05,吉田,skin,15,20.0,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,1,平久保灯台西,2025-01-05,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,2,平久保川北,2025-01-05,吉田,skin,15,30.0,0.0,0.0,0.0,0.0,枝状ミドリイシ優占型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,3,平久保集落南,2025-01-05,吉田,skin,15,30.0,0.0,0.0,0.0,0.0,枝状ミドリイシ優占型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,4,嘉良川前,2024-12-25,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,5,ダテフ崎北,2024-12-25,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,6,ダテフ崎南,2024-12-25,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,7,野底石崎,2024-12-05,吉田,skin,15,,0.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,8,栄集落前,2024-12-05,吉田,skin,15,20.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,9,野底集落前,2024-12-05,吉田,skin,15,30.0,0.0,0.0,0.0,0.0,枝状・卓状ミドリイシ混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,10,野底崎,2024-12-05,吉田,skin,15,40.0,0.0,0.0,0.0,,枝状・卓状ミドリイシ混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,11,伊土名北,2024-12-05,吉田,skin,15,70.0,0.0,0.0,0.0,0.0,枝状ミドリイシ優占型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,13,浦底湾口北,2024-12-05,吉田,skin,15,,5.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
石垣島西岸,12.0,川平～大崎,14,浦底湾口西,2024-12-05,吉田,skin,15,10.0,5.0,0.0,0.0,0.0,多種混成型,2024,sekisei,0.0
