プロット タイトル: site12_spot040_2020,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054373, SEN S/N: 20054373)",カプラー取り外し (LGR S/N: 20054373),ファイルの終わり (LGR S/N: 20054373)
4301,10/21/19 12:00:00 午後,24.895,,
4302,10/21/19 12:00:00 午後,24.895,,
4303,10/21/19 12:00:00 午後,24.774,,
4304,10/21/19 12:00:00 午後,24.653,,
4305,10/21/19 12:00:00 午後,24.46,,
4306,10/21/19 12:00:00 午後,24.363,,
4307,10/21/19 12:00:00 午後,24.315,,
4308,10/21/19 12:00:00 午後,24.291,,
4309,10/21/19 12:00:00 午後,24.146,,
4310,10/21/19 12:00:00 午後,24.05,,
4311,10/21/19 12:00:00 午後,23.761,,
4312,10/21/19 12:00:00 午後,23.881,,
4313,10/21/19 12:00:00 午後,23.978,,
4314,10/21/19 12:00:00 午後,23.978,,
4315,10/21/19 12:00:00 午後,23.954,,
4316,10/21/19 12:00:00 午後,23.954,,
4317,10/21/19 12:00:00 午後,24.002,,
4318,10/21/19 12:00:00 午後,24.074,,
4319,10/21/19 12:00:00 午後,24.363,,
4320,10/21/19 12:00:00 午後,24.702,,
4321,10/21/19 12:00:00 午後,24.895,,
4322,10/21/19 12:00:00 午後,25.355,,
4323,10/21/19 12:00:00 午後,25.841,,
4324,10/21/19 12:00:00 午後,25.598,,
4325,10/21/19 12:00:00 午後,25.55,,
4326,10/21/19 12:00:00 午後,25.477,,
4327,10/21/19 12:00:00 午後,25.137,,
4328,10/21/19 12:00:00 午後,25.016,,
4329,10/21/19 12:00:00 午後,24.823,,
4330,10/21/19 12:00:00 午後,24.968,,
4331,10/21/19 12:00:00 午後,25.113,,
4332,10/21/19 12:00:00 午後,25.137,,
4333,10/21/19 12:00:00 午後,25.137,,
4334,10/21/19 12:00:00 午後,24.968,,
4335,10/21/19 12:00:00 午後,24.823,,
4336,10/21/19 12:00:00 午後,24.532,,
4337,10/21/19 12:00:00 午後,24.339,,
4338,10/21/19 12:00:00 午後,24.243,,
4339,10/21/19 12:00:00 午後,24.146,,
4340,10/21/19 12:00:00 午後,24.122,,
4341,10/21/19 12:00:00 午後,24.171,,
4342,10/21/19 12:00:00 午後,24.484,,
4343,10/21/19 12:00:00 午後,24.653,,
4344,10/21/19 12:00:00 午後,25.089,,
4345,10/21/19 12:00:00 午後,25.065,,
4346,10/21/19 12:00:00 午後,25.307,,
4347,10/21/19 12:00:00 午後,25.453,,
4348,10/21/19 12:00:00 午後,25.186,,
4349,10/21/19 12:00:00 午後,24.774,,
4350,10/21/19 12:00:00 午後,24.653,,
4351,10/21/19 12:00:00 午後,24.557,,
4352,10/21/19 12:00:00 午後,24.557,,
4353,10/21/19 12:00:00 午後,24.557,,
4354,10/21/19 12:00:00 午後,24.508,,
4355,10/21/19 12:00:00 午後,24.532,,
4356,10/21/19 12:00:00 午後,24.581,,
4357,10/21/19 12:00:00 午後,24.605,,
4358,10/21/19 12:00:00 午後,24.508,,
4359,10/21/19 12:00:00 午後,24.484,,
4360,10/21/19 12:00:00 午後,24.339,,
4361,10/21/19 12:00:00 午後,24.363,,
4362,10/21/19 12:00:00 午後,24.291,,
4363,10/21/19 12:00:00 午後,24.243,,
4364,10/21/19 12:00:00 午後,24.243,,
4365,10/21/19 12:00:00 午後,24.243,,
4366,10/21/19 12:00:00 午後,24.195,,
4367,10/21/19 12:00:00 午後,24.339,,
4368,10/21/19 12:00:00 午後,24.581,,
4369,10/21/19 12:00:00 午後,24.653,,
4370,10/21/19 12:00:00 午後,24.774,,
4371,10/21/19 12:00:00 午後,24.702,,
4372,10/21/19 12:00:00 午後,24.702,,
4373,10/21/19 12:00:00 午後,23.954,,
4374,10/21/19 12:00:00 午後,24.026,,
4375,10/21/19 12:00:00 午後,24.002,,
4376,10/21/19 12:00:00 午後,23.954,,
4377,10/21/19 12:00:00 午後,23.905,,
4378,10/21/19 12:00:00 午後,23.881,,
4379,10/21/19 12:00:00 午後,23.881,,
4380,10/21/19 12:00:00 午後,23.857,,
4381,10/21/19 12:00:00 午後,23.833,,
4382,10/21/19 12:00:00 午後,23.857,,
4383,10/21/19 12:00:00 午後,23.857,,
4384,10/21/19 12:00:00 午後,23.809,,
4385,10/21/19 12:00:00 午後,23.761,,
4386,10/21/19 12:00:00 午後,23.881,,
4387,10/21/19 12:00:00 午後,23.881,,
4388,10/21/19 12:00:00 午後,23.93,,
4389,10/21/19 12:00:00 午後,24.026,,
4390,10/21/19 12:00:00 午後,24.195,,
4391,10/21/19 12:00:00 午後,24.388,,
4392,10/21/19 12:00:00 午後,24.726,,
4393,10/21/19 12:00:00 午後,25.113,,
4394,10/21/19 12:00:00 午後,25.186,,
4395,10/21/19 12:00:00 午後,25.331,,
4396,10/21/19 12:00:00 午後,25.355,,
4397,10/21/19 12:00:00 午後,25.671,,
4398,10/21/19 12:00:00 午後,25.501,,
4399,10/21/19 12:00:00 午後,24.944,,
4400,10/21/19 12:00:00 午後,24.581,,
4401,10/21/19 12:00:00 午後,24.557,,
4402,10/21/19 12:00:00 午後,24.508,,
4403,10/21/19 12:00:00 午後,24.702,,
4404,10/21/19 12:00:00 午後,24.532,,
4405,10/21/19 12:00:00 午後,24.508,,
4406,10/21/19 12:00:00 午後,24.557,,
4407,10/21/19 12:00:00 午後,24.557,,
4408,10/21/19 12:00:00 午後,24.484,,
4409,10/21/19 12:00:00 午後,24.605,,
4410,10/21/19 12:00:00 午後,24.026,,
4411,10/21/19 12:00:00 午後,23.978,,
4412,10/21/19 12:00:00 午後,23.978,,
4413,10/21/19 12:00:00 午後,23.978,,
4414,10/21/19 12:00:00 午後,23.978,,
4415,10/21/19 12:00:00 午後,24.074,,
4416,10/21/19 12:00:00 午後,24.122,,
4417,10/21/19 12:00:00 午後,24.219,,
4418,10/21/19 12:00:00 午後,24.122,,
4419,10/21/19 12:00:00 午後,24.339,,
4420,10/21/19 12:00:00 午後,24.195,,
4421,10/21/19 12:00:00 午後,23.785,,
4422,10/21/19 12:00:00 午後,23.665,,
4423,10/21/19 12:00:00 午後,23.761,,
4424,10/21/19 12:00:00 午後,23.641,,
4425,10/21/19 12:00:00 午後,23.352,,
4426,10/21/19 12:00:00 午後,23.4,,
4427,10/21/19 12:00:00 午後,23.4,,
4428,10/21/19 12:00:00 午後,23.328,,
4429,10/21/19 12:00:00 午後,23.232,,
4430,10/21/19 12:00:00 午後,23.064,,
4431,10/21/19 12:00:00 午後,22.92,,
4432,10/21/19 12:00:00 午後,22.705,,
4433,10/21/19 12:00:00 午後,22.369,,
4434,10/21/19 12:00:00 午後,23.4,,
4435,10/21/19 12:00:00 午後,23.497,,
4436,10/21/19 12:00:00 午後,23.352,,
4437,10/21/19 12:00:00 午後,23.328,,
4438,10/21/19 12:00:00 午後,23.232,,
4439,10/21/19 12:00:00 午後,23.256,,
4440,10/21/19 12:00:00 午後,23.28,,
4441,10/21/19 12:00:00 午後,23.208,,
4442,10/21/19 12:00:00 午後,23.064,,
4443,10/21/19 12:00:00 午後,22.896,,
4444,10/21/19 12:00:00 午後,22.8,,
4445,10/21/19 12:00:00 午後,22.585,,
4446,10/21/19 12:00:00 午後,22.154,,
4447,10/21/19 12:00:00 午後,23.304,,
4448,10/21/19 12:00:00 午後,23.376,,
4449,10/21/19 12:00:00 午後,23.304,,
4450,10/21/19 12:00:00 午後,23.064,,
4451,10/21/19 12:00:00 午後,22.776,,
4452,10/21/19 12:00:00 午後,22.776,,
4453,10/21/19 12:00:00 午後,22.681,,
4454,10/21/19 12:00:00 午後,22.537,,
4455,10/21/19 12:00:00 午後,22.393,,
4456,10/21/19 12:00:00 午後,22.321,,
4457,10/21/19 12:00:00 午後,22.13,,
4458,10/21/19 12:00:00 午後,22.393,,
4459,10/21/19 12:00:00 午後,23.112,,
4460,10/21/19 12:00:00 午後,23.16,,
4461,10/21/19 12:00:00 午後,22.848,,
4462,10/21/19 12:00:00 午後,22.8,,
4463,10/21/19 12:00:00 午後,22.753,,
4464,10/21/19 12:00:00 午後,22.896,,
4465,10/21/19 12:00:00 午後,23.064,,
4466,10/21/19 12:00:00 午後,22.92,,
4467,10/21/19 12:00:00 午後,22.896,,
4468,10/21/19 12:00:00 午後,22.872,,
4469,10/21/19 12:00:00 午後,22.681,,
4470,10/21/19 12:00:00 午後,22.585,,
4471,10/21/19 12:00:00 午後,22.609,,
4472,10/21/19 12:00:00 午後,23.256,,
4473,10/21/19 12:00:00 午後,23.256,,
4474,10/21/19 12:00:00 午後,23.184,,
4475,10/21/19 12:00:00 午後,22.92,,
4476,10/21/19 12:00:00 午後,22.345,,
4477,10/21/19 12:00:00 午後,22.011,,
4478,10/21/19 12:00:00 午後,21.867,,
4479,10/21/19 12:00:00 午後,21.724,,
4480,10/21/19 12:00:00 午後,21.7,,
4481,10/21/19 12:00:00 午後,21.7,,
4482,10/21/19 12:00:00 午後,21.366,,
4483,10/21/19 12:00:00 午後,22.92,,
4484,10/21/19 12:00:00 午後,23.208,,
4485,10/21/19 12:00:00 午後,23.208,,
4486,10/21/19 12:00:00 午後,23.28,,
4487,10/21/19 12:00:00 午後,23.16,,
4488,10/21/19 12:00:00 午後,22.92,,
4489,10/21/19 12:00:00 午後,23.304,,
4490,10/21/19 12:00:00 午後,23.472,,
4491,10/21/19 12:00:00 午後,24.074,,
4492,10/21/19 12:00:00 午後,24.074,,
4493,10/21/19 12:00:00 午後,23.857,,
4494,10/21/19 12:00:00 午後,23.617,,
4495,10/21/19 12:00:00 午後,24.122,,
4496,10/21/19 12:00:00 午後,23.689,,
4497,10/21/19 12:00:00 午後,23.641,,
4498,10/21/19 12:00:00 午後,23.593,,
4499,10/21/19 12:00:00 午後,23.569,,
4500,10/21/19 12:00:00 午後,23.497,,
4501,10/21/19 12:00:00 午後,23.448,,
4502,10/21/19 12:00:00 午後,23.4,,
4503,10/21/19 12:00:00 午後,23.4,,
4504,10/21/19 12:00:00 午後,23.4,,
4505,10/21/19 12:00:00 午後,23.352,,
4506,10/21/19 12:00:00 午後,23.184,,
4507,10/21/19 12:00:00 午後,23.497,,
4508,10/21/19 12:00:00 午後,23.641,,
4509,10/21/19 12:00:00 午後,23.689,,
4510,10/21/19 12:00:00 午後,23.761,,
4511,10/21/19 12:00:00 午後,23.809,,
4512,10/21/19 12:00:00 午後,23.905,,
4513,10/21/19 12:00:00 午後,23.978,,
4514,10/21/19 12:00:00 午後,24.171,,
4515,10/21/19 12:00:00 午後,24.146,,
4516,10/21/19 12:00:00 午後,24.388,,
4517,10/21/19 12:00:00 午後,24.388,,
4518,10/21/19 12:00:00 午後,24.146,,
4519,10/21/19 12:00:00 午後,24.074,,
4520,10/21/19 12:00:00 午後,23.785,,
4521,10/21/19 12:00:00 午後,23.641,,
4522,10/21/19 12:00:00 午後,23.593,,
4523,10/21/19 12:00:00 午後,23.545,,
4524,10/21/19 12:00:00 午後,23.28,,
4525,10/21/19 12:00:00 午後,23.16,,
4526,10/21/19 12:00:00 午後,23.04,,
4527,10/21/19 12:00:00 午後,22.944,,
4528,10/21/19 12:00:00 午後,22.848,,
4529,10/21/19 12:00:00 午後,22.824,,
4530,10/21/19 12:00:00 午後,22.824,,
4531,10/21/19 12:00:00 午後,23.304,,
4532,10/21/19 12:00:00 午後,23.472,,
4533,10/21/19 12:00:00 午後,23.545,,
4534,10/21/19 12:00:00 午後,23.593,,
4535,10/21/19 12:00:00 午後,23.713,,
4536,10/21/19 12:00:00 午後,23.809,,
4537,10/21/19 12:00:00 午後,24.05,,
4538,10/21/19 12:00:00 午後,24.581,,
4539,10/21/19 12:00:00 午後,24.677,,
4540,10/21/19 12:00:00 午後,24.944,,
4541,10/21/19 12:00:00 午後,24.895,,
4542,10/21/19 12:00:00 午後,24.798,,
4543,10/21/19 12:00:00 午後,24.557,,
4544,10/21/19 12:00:00 午後,24.605,,
4545,10/21/19 12:00:00 午後,23.857,,
4546,10/21/19 12:00:00 午後,23.761,,
4547,10/21/19 12:00:00 午後,23.737,,
4548,10/21/19 12:00:00 午後,23.689,,
4549,10/21/19 12:00:00 午後,23.593,,
4550,10/21/19 12:00:00 午後,23.545,,
4551,10/21/19 12:00:00 午後,23.761,,
4552,10/21/19 12:00:00 午後,23.785,,
4553,10/21/19 12:00:00 午後,23.665,,
4554,10/21/19 12:00:00 午後,23.641,,
4555,10/21/19 12:00:00 午後,23.016,,
4556,10/21/19 12:00:00 午後,23.376,,
4557,10/21/19 12:00:00 午後,23.569,,
4558,10/21/19 12:00:00 午後,23.665,,
4559,10/21/19 12:00:00 午後,23.785,,
4560,10/21/19 12:00:00 午後,24.002,,
4561,10/21/19 12:00:00 午後,24.219,,
4562,10/21/19 12:00:00 午後,24.629,,
4563,10/21/19 12:00:00 午後,24.944,,
4564,10/21/19 12:00:00 午後,24.847,,
4565,10/21/19 12:00:00 午後,24.895,,
4566,10/21/19 12:00:00 午後,24.871,,
4567,10/21/19 12:00:00 午後,24.75,,
4568,10/21/19 12:00:00 午後,24.557,,
4569,10/21/19 12:00:00 午後,23.954,,
4570,10/21/19 12:00:00 午後,23.978,,
4571,10/21/19 12:00:00 午後,24.074,,
4572,10/21/19 12:00:00 午後,24.05,,
4573,10/21/19 12:00:00 午後,24.026,,
4574,10/21/19 12:00:00 午後,23.785,,
4575,10/21/19 12:00:00 午後,23.521,,
4576,10/21/19 12:00:00 午後,23.304,,
4577,10/21/19 12:00:00 午後,23.088,,
4578,10/21/19 12:00:00 午後,23.04,,
4579,10/21/19 12:00:00 午後,23.328,,
4580,10/21/19 12:00:00 午後,23.785,,
4581,10/21/19 12:00:00 午後,24.026,,
4582,10/21/19 12:00:00 午後,24.171,,
4583,10/21/19 12:00:00 午後,24.339,,
4584,10/21/19 12:00:00 午後,24.508,,
4585,10/21/19 12:00:00 午後,24.798,,
4586,10/21/19 12:00:00 午後,25.137,,
4587,10/21/19 12:00:00 午後,25.428,,
4588,10/21/19 12:00:00 午後,25.671,,
4589,10/21/19 12:00:00 午後,25.793,,
4590,10/21/19 12:00:00 午後,25.866,,
4591,10/21/19 12:00:00 午後,25.744,,
4592,10/21/19 12:00:00 午後,25.525,,
4593,10/21/19 12:00:00 午後,25.089,,
4594,10/21/19 12:00:00 午後,24.46,,
4595,10/21/19 12:00:00 午後,24.339,,
4596,10/21/19 12:00:00 午後,24.339,,
4597,10/21/19 12:00:00 午後,24.315,,
4598,10/21/19 12:00:00 午後,24.291,,
4599,10/21/19 12:00:00 午後,24.219,,
4600,10/21/19 12:00:00 午後,24.195,,
4601,10/21/19 12:00:00 午後,24.098,,
4602,10/21/19 12:00:00 午後,24.074,,
4603,10/21/19 12:00:00 午後,24.122,,
4604,10/21/19 12:00:00 午後,24.195,,
4605,10/21/19 12:00:00 午後,24.243,,
4606,10/21/19 12:00:00 午後,24.412,,
4607,10/21/19 12:00:00 午後,24.484,,
4608,10/21/19 12:00:00 午後,24.653,,
4609,10/21/19 12:00:00 午後,24.726,,
4610,10/21/19 12:00:00 午後,24.944,,
4611,10/21/19 12:00:00 午後,25.162,,
4612,10/21/19 12:00:00 午後,25.404,,
4613,10/21/19 12:00:00 午後,25.428,,
4614,10/21/19 12:00:00 午後,25.355,,
4615,10/21/19 12:00:00 午後,25.234,,
4616,10/21/19 12:00:00 午後,25.113,,
4617,10/21/19 12:00:00 午後,24.968,,
4618,10/21/19 12:00:00 午後,24.798,,
4619,10/21/19 12:00:00 午後,24.436,,
4620,10/21/19 12:00:00 午後,24.436,,
4621,10/21/19 12:00:00 午後,24.412,,
4622,10/21/19 12:00:00 午後,24.412,,
4623,10/21/19 12:00:00 午後,24.412,,
4624,10/21/19 12:00:00 午後,24.388,,
4625,10/21/19 12:00:00 午後,24.363,,
4626,10/21/19 12:00:00 午後,24.315,,
4627,10/21/19 12:00:00 午後,24.243,,
4628,10/21/19 12:00:00 午後,24.243,,
4629,10/21/19 12:00:00 午後,24.291,,
4630,10/21/19 12:00:00 午後,24.436,,
4631,10/21/19 12:00:00 午後,24.702,,
4632,10/21/19 12:00:00 午後,24.653,,
4633,10/21/19 12:00:00 午後,24.75,,
4634,10/21/19 12:00:00 午後,24.871,,
4635,10/21/19 12:00:00 午後,24.871,,
4636,10/21/19 12:00:00 午後,24.895,,
4637,10/21/19 12:00:00 午後,24.895,,
4638,10/21/19 12:00:00 午後,24.847,,
4639,10/21/19 12:00:00 午後,24.823,,
4640,10/21/19 12:00:00 午後,24.774,,
4641,10/21/19 12:00:00 午後,24.726,,
4642,10/21/19 12:00:00 午後,24.677,,
4643,10/21/19 12:00:00 午後,24.629,,
4644,10/21/19 12:00:00 午後,24.508,,
4645,10/21/19 12:00:00 午後,24.46,,
4646,10/21/19 12:00:00 午後,24.653,,
4647,10/21/19 12:00:00 午後,24.677,,
4648,10/21/19 12:00:00 午後,24.677,,
4649,10/21/19 12:00:00 午後,24.629,,
4650,10/21/19 12:00:00 午後,24.581,,
4651,10/21/19 12:00:00 午後,24.557,,
4652,10/21/19 12:00:00 午後,24.581,,
4653,10/21/19 12:00:00 午後,24.629,,
4654,10/21/19 12:00:00 午後,24.702,,
4655,10/21/19 12:00:00 午後,25.04,,
4656,10/21/19 12:00:00 午後,25.186,,
4657,10/21/19 12:00:00 午後,25.283,,
4658,10/21/19 12:00:00 午後,25.186,,
4659,10/21/19 12:00:00 午後,25.234,,
4660,10/21/19 12:00:00 午後,25.162,,
4661,10/21/19 12:00:00 午後,25.38,,
4662,10/21/19 12:00:00 午後,25.404,,
4663,10/21/19 12:00:00 午後,25.283,,
4664,10/21/19 12:00:00 午後,25.307,,
4665,10/21/19 12:00:00 午後,25.38,,
4666,10/21/19 12:00:00 午後,25.355,,
4667,10/21/19 12:00:00 午後,25.283,,
4668,10/21/19 12:00:00 午後,25.283,,
4669,10/21/19 12:00:00 午後,25.283,,
4670,10/21/19 12:00:00 午後,24.774,,
4671,10/21/19 12:00:00 午後,25.21,,
4672,10/21/19 12:00:00 午後,25.307,,
4673,10/21/19 12:00:00 午後,25.283,,
4674,10/21/19 12:00:00 午後,25.21,,
4675,10/21/19 12:00:00 午後,25.137,,
4676,10/21/19 12:00:00 午後,25.065,,
4677,10/21/19 12:00:00 午後,25.162,,
4678,10/21/19 12:00:00 午後,25.428,,
4679,10/21/19 12:00:00 午後,25.671,,
4680,10/21/19 12:00:00 午後,25.866,,
4681,10/21/19 12:00:00 午後,26.256,,
4682,10/21/19 12:00:00 午後,26.134,,
4683,10/21/19 12:00:00 午後,25.866,,
4684,10/21/19 12:00:00 午後,25.89,,
4685,10/21/19 12:00:00 午後,25.817,,
4686,10/21/19 12:00:00 午後,25.866,,
4687,10/21/19 12:00:00 午後,25.939,,
4688,10/21/19 12:00:00 午後,25.914,,
4689,10/21/19 12:00:00 午後,26.109,,
4690,10/21/19 12:00:00 午後,26.207,,
4691,10/21/19 12:00:00 午後,26.256,,
4692,10/21/19 12:00:00 午後,26.231,,
4693,10/21/19 12:00:00 午後,26.158,,
4694,10/21/19 12:00:00 午後,25.695,,
4695,10/21/19 12:00:00 午後,25.331,,
4696,10/21/19 12:00:00 午後,25.404,,
4697,10/21/19 12:00:00 午後,25.283,,
4698,10/21/19 12:00:00 午後,25.428,,
4699,10/21/19 12:00:00 午後,25.671,,
4700,10/21/19 12:00:00 午後,25.55,,
4701,10/21/19 12:00:00 午後,25.744,,
4702,10/21/19 12:00:00 午後,25.987,,
4703,10/21/19 12:00:00 午後,26.134,,
4704,10/21/19 12:00:00 午後,26.28,,
4705,10/21/19 12:00:00 午後,26.744,,
4706,10/21/19 12:00:00 午後,26.744,,
4707,10/21/19 12:00:00 午後,26.622,,
4708,10/21/19 12:00:00 午後,26.5,,
4709,10/21/19 12:00:00 午後,26.329,,
4710,10/21/19 12:00:00 午後,26.085,,
4711,10/21/19 12:00:00 午後,26.036,,
4712,10/21/19 12:00:00 午後,25.89,,
4713,10/21/19 12:00:00 午後,25.963,,
4714,10/21/19 12:00:00 午後,26.134,,
4715,10/21/19 12:00:00 午後,26.207,,
4716,10/21/19 12:00:00 午後,26.182,,
4717,10/21/19 12:00:00 午後,26.182,,
4718,10/21/19 12:00:00 午後,26.158,,
4719,10/21/19 12:00:00 午後,26.012,,
4720,10/21/19 12:00:00 午後,25.744,,
4721,10/21/19 12:00:00 午後,26.036,,
4722,10/21/19 12:00:00 午後,25.768,,
4723,10/21/19 12:00:00 午後,25.647,,
4724,10/21/19 12:00:00 午後,25.647,,
4725,10/21/19 12:00:00 午後,25.744,,
4726,10/21/19 12:00:00 午後,25.914,,
4727,10/21/19 12:00:00 午後,26.28,,
4728,10/21/19 12:00:00 午後,26.72,,
4729,10/21/19 12:00:00 午後,26.965,,
4730,10/21/19 12:00:00 午後,27.284,,
4731,10/21/19 12:00:00 午後,27.85,,
4732,10/21/19 12:00:00 午後,27.235,,
4733,10/21/19 12:00:00 午後,26.818,,
4734,10/21/19 12:00:00 午後,26.402,,
4735,10/21/19 12:00:00 午後,26.378,,
4736,10/21/19 12:00:00 午後,26.329,,
4737,10/21/19 12:00:00 午後,26.256,,
4738,10/21/19 12:00:00 午後,26.426,,
4739,10/21/19 12:00:00 午後,26.671,,
4740,10/21/19 12:00:00 午後,26.744,,
4741,10/21/19 12:00:00 午後,26.818,,
4742,10/21/19 12:00:00 午後,26.818,,
4743,10/21/19 12:00:00 午後,26.842,,
4744,10/21/19 12:00:00 午後,26.109,,
4745,10/21/19 12:00:00 午後,25.866,,
4746,10/21/19 12:00:00 午後,25.768,,
4747,10/21/19 12:00:00 午後,25.744,,
4748,10/21/19 12:00:00 午後,25.72,,
4749,10/21/19 12:00:00 午後,25.744,,
4750,10/21/19 12:00:00 午後,25.817,,
4751,10/21/19 12:00:00 午後,25.939,,
4752,10/21/19 12:00:00 午後,26.549,,
4753,10/21/19 12:00:00 午後,26.598,,
4754,10/21/19 12:00:00 午後,26.72,,
4755,10/21/19 12:00:00 午後,26.793,,
4756,10/21/19 12:00:00 午後,27.038,,
4757,10/21/19 12:00:00 午後,26.134,,
4758,10/21/19 12:00:00 午後,26.036,,
4759,10/21/19 12:00:00 午後,25.72,,
4760,10/21/19 12:00:00 午後,25.525,,
4761,10/21/19 12:00:00 午後,25.38,,
4762,10/21/19 12:00:00 午後,25.307,,
4763,10/21/19 12:00:00 午後,25.453,,
4764,10/21/19 12:00:00 午後,25.72,,
4765,10/21/19 12:00:00 午後,25.72,,
4766,10/21/19 12:00:00 午後,25.72,,
4767,10/21/19 12:00:00 午後,25.744,,
4768,10/21/19 12:00:00 午後,25.72,,
4769,10/21/19 12:00:00 午後,24.919,,
4770,10/21/19 12:00:00 午後,25.089,,
4771,10/21/19 12:00:00 午後,25.04,,
4772,10/21/19 12:00:00 午後,24.992,,
4773,10/21/19 12:00:00 午後,25.016,,
4774,10/21/19 12:00:00 午後,25.04,,
4775,10/21/19 12:00:00 午後,25.065,,
4776,10/21/19 12:00:00 午後,25.137,,
4777,10/21/19 12:00:00 午後,25.234,,
4778,10/21/19 12:00:00 午後,25.258,,
4779,10/21/19 12:00:00 午後,25.331,,
4780,10/21/19 12:00:00 午後,25.331,,
4781,10/21/19 12:00:00 午後,25.331,,
4782,10/21/19 12:00:00 午後,25.574,,
4783,10/21/19 12:00:00 午後,25.55,,
4784,10/21/19 12:00:00 午後,25.501,,
4785,10/21/19 12:00:00 午後,25.477,,
4786,10/21/19 12:00:00 午後,25.453,,
4787,10/21/19 12:00:00 午後,25.453,,
4788,10/21/19 12:00:00 午後,25.453,,
4789,10/21/19 12:00:00 午後,25.453,,
4790,10/21/19 12:00:00 午後,25.428,,
4791,10/21/19 12:00:00 午後,25.404,,
4792,10/21/19 12:00:00 午後,25.38,,
4793,10/21/19 12:00:00 午後,25.258,,
4794,10/21/19 12:00:00 午後,25.234,,
4795,10/21/19 12:00:00 午後,25.258,,
4796,10/21/19 12:00:00 午後,25.21,,
4797,10/21/19 12:00:00 午後,25.234,,
4798,10/21/19 12:00:00 午後,25.355,,
4799,10/21/19 12:00:00 午後,25.647,,
4800,10/21/19 12:00:00 午後,26.036,,
4801,10/21/19 12:00:00 午後,26.402,,
4802,10/21/19 12:00:00 午後,26.94,,
4803,10/21/19 12:00:00 午後,27.579,,
4804,10/21/19 12:00:00 午後,27.677,,
4805,10/21/19 12:00:00 午後,27.407,,
4806,10/21/19 12:00:00 午後,27.456,,
4807,10/21/19 12:00:00 午後,26.671,,
4808,10/21/19 12:00:00 午後,26.109,,
4809,10/21/19 12:00:00 午後,25.939,,
4810,10/21/19 12:00:00 午後,25.914,,
4811,10/21/19 12:00:00 午後,25.89,,
4812,10/21/19 12:00:00 午後,26.134,,
4813,10/21/19 12:00:00 午後,26.085,,
4814,10/21/19 12:00:00 午後,26.061,,
4815,10/21/19 12:00:00 午後,26.012,,
4816,10/21/19 12:00:00 午後,25.987,,
4817,10/21/19 12:00:00 午後,25.963,,
4818,10/21/19 12:00:00 午後,25.987,,
4819,10/21/19 12:00:00 午後,25.744,,
4820,10/21/19 12:00:00 午後,25.768,,
4821,10/21/19 12:00:00 午後,25.841,,
4822,10/21/19 12:00:00 午後,25.914,,
4823,10/21/19 12:00:00 午後,26.109,,
4824,10/21/19 12:00:00 午後,26.256,,
4825,10/21/19 12:00:00 午後,26.867,,
4826,10/21/19 12:00:00 午後,27.382,,
4827,10/21/19 12:00:00 午後,27.702,,
4828,10/21/19 12:00:00 午後,27.998,,
4829,10/21/19 12:00:00 午後,28.27,,
4830,10/21/19 12:00:00 午後,27.899,,
4831,10/21/19 12:00:00 午後,27.998,,
4832,10/21/19 12:00:00 午後,26.818,,
4833,10/21/19 12:00:00 午後,26.329,,
4834,10/21/19 12:00:00 午後,26.182,,
4835,10/21/19 12:00:00 午後,26.134,,
4836,10/21/19 12:00:00 午後,26.158,,
4837,10/21/19 12:00:00 午後,26.426,,
4838,10/21/19 12:00:00 午後,26.207,,
4839,10/21/19 12:00:00 午後,26.182,,
4840,10/21/19 12:00:00 午後,26.158,,
4841,10/21/19 12:00:00 午後,26.158,,
4842,10/21/19 12:00:00 午後,26.622,,
4843,10/21/19 12:00:00 午後,25.914,,
4844,10/21/19 12:00:00 午後,26.109,,
4845,10/21/19 12:00:00 午後,25.866,,
4846,10/21/19 12:00:00 午後,26.036,,
4847,10/21/19 12:00:00 午後,26.158,,
4848,10/21/19 12:00:00 午後,26.378,,
4849,10/21/19 12:00:00 午後,26.867,,
4850,10/21/19 12:00:00 午後,27.358,,
4851,10/21/19 12:00:00 午後,27.677,,
4852,10/21/19 12:00:00 午後,27.875,,
4853,10/21/19 12:00:00 午後,27.998,,
4854,10/21/19 12:00:00 午後,28.295,,
4855,10/21/19 12:00:00 午後,28.245,,
4856,10/21/19 12:00:00 午後,28.543,,
4857,10/21/19 12:00:00 午後,26.989,,
4858,10/21/19 12:00:00 午後,26.916,,
4859,10/21/19 12:00:00 午後,26.549,,
4860,10/21/19 12:00:00 午後,26.475,,
4861,10/21/19 12:00:00 午後,26.769,,
4862,10/21/19 12:00:00 午後,26.769,,
4863,10/21/19 12:00:00 午後,26.426,,
4864,10/21/19 12:00:00 午後,26.353,,
4865,10/21/19 12:00:00 午後,26.353,,
4866,10/21/19 12:00:00 午後,26.353,,
4867,10/21/19 12:00:00 午後,26.72,,
4868,10/21/19 12:00:00 午後,25.939,,
4869,10/21/19 12:00:00 午後,25.987,,
4870,10/21/19 12:00:00 午後,25.939,,
4871,10/21/19 12:00:00 午後,25.963,,
4872,10/21/19 12:00:00 午後,25.963,,
4873,10/21/19 12:00:00 午後,26.061,,
4874,10/21/19 12:00:00 午後,26.304,,
4875,10/21/19 12:00:00 午後,26.402,,
4876,10/21/19 12:00:00 午後,26.402,,
4877,10/21/19 12:00:00 午後,26.451,,
4878,10/21/19 12:00:00 午後,26.5,,
