プロット タイトル: site19_spot001_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011416, SEN S/N: 21011416)",カプラー取り外し (LGR S/N: 21011416),カプラー取り付け (LGR S/N: 21011416),停止済み (LGR S/N: 21011416),ファイルの終わり (LGR S/N: 21011416)
4625,05/08/22 11:46:15 午後,18.2,,,,
4626,05/09/22 12:46:15 午前,18.176,,,,
4627,05/09/22 01:46:15 午前,18.152,,,,
4628,05/09/22 02:46:15 午前,18.129,,,,
4629,05/09/22 03:46:15 午前,18.105,,,,
4630,05/09/22 04:46:15 午前,18.105,,,,
4631,05/09/22 05:46:15 午前,18.057,,,,
4632,05/09/22 06:46:15 午前,18.033,,,,
4633,05/09/22 07:46:15 午前,18.033,,,,
4634,05/09/22 08:46:15 午前,18.057,,,,
4635,05/09/22 09:46:15 午前,18.081,,,,
4636,05/09/22 10:46:15 午前,18.081,,,,
4637,05/09/22 11:46:15 午前,18.105,,,,
4638,05/09/22 12:46:15 午後,18.2,,,,
4639,05/09/22 01:46:15 午後,18.295,,,,
4640,05/09/22 02:46:15 午後,18.366,,,,
4641,05/09/22 03:46:15 午後,18.414,,,,
4642,05/09/22 04:46:15 午後,18.438,,,,
4643,05/09/22 05:46:15 午後,18.438,,,,
4644,05/09/22 06:46:15 午後,18.438,,,,
4645,05/09/22 07:46:15 午後,18.39,,,,
4646,05/09/22 08:46:15 午後,18.39,,,,
4647,05/09/22 09:46:15 午後,18.39,,,,
4648,05/09/22 10:46:15 午後,18.438,,,,
4649,05/09/22 11:46:15 午後,18.461,,,,
4650,05/10/22 12:46:15 午前,18.461,,,,
4651,05/10/22 01:46:15 午前,18.39,,,,
4652,05/10/22 02:46:15 午前,18.224,,,,
4653,05/10/22 03:46:15 午前,18.033,,,,
4654,05/10/22 04:46:15 午前,17.843,,,,
4655,05/10/22 05:46:15 午前,17.701,,,,
4656,05/10/22 06:46:15 午前,17.582,,,,
4657,05/10/22 07:46:15 午前,17.534,,,,
4658,05/10/22 08:46:15 午前,17.558,,,,
4659,05/10/22 09:46:15 午前,17.653,,,,
4660,05/10/22 10:46:15 午前,17.772,,,,
4661,05/10/22 11:46:15 午前,17.867,,,,
4662,05/10/22 12:46:15 午後,17.915,,,,
4663,05/10/22 01:46:15 午後,17.986,,,,
4664,05/10/22 02:46:15 午後,18.033,,,,
4665,05/10/22 03:46:15 午後,18.057,,,,
4666,05/10/22 04:46:15 午後,18.105,,,,
4667,05/10/22 05:46:15 午後,18.129,,,,
4668,05/10/22 06:46:15 午後,18.152,,,,
4669,05/10/22 07:46:15 午後,18.2,,,,
4670,05/10/22 08:46:15 午後,18.129,,,,
4671,05/10/22 09:46:15 午後,18.081,,,,
4672,05/10/22 10:46:15 午後,18.033,,,,
4673,05/10/22 11:46:15 午後,17.986,,,,
4674,05/11/22 12:46:15 午前,17.986,,,,
4675,05/11/22 01:46:15 午前,17.962,,,,
4676,05/11/22 02:46:15 午前,17.986,,,,
4677,05/11/22 03:46:15 午前,17.986,,,,
4678,05/11/22 04:46:15 午前,18.01,,,,
4679,05/11/22 05:46:15 午前,18.01,,,,
4680,05/11/22 06:46:15 午前,18.01,,,,
4681,05/11/22 07:46:15 午前,18.033,,,,
4682,05/11/22 08:46:15 午前,18.057,,,,
4683,05/11/22 09:46:15 午前,18.105,,,,
4684,05/11/22 10:46:15 午前,18.176,,,,
4685,05/11/22 11:46:15 午前,18.247,,,,
4686,05/11/22 12:46:15 午後,18.343,,,,
4687,05/11/22 01:46:15 午後,18.414,,,,
4688,05/11/22 02:46:15 午後,18.461,,,,
4689,05/11/22 03:46:15 午後,18.533,,,,
4690,05/11/22 04:46:15 午後,18.557,,,,
4691,05/11/22 05:46:15 午後,18.557,,,,
4692,05/11/22 06:46:15 午後,18.533,,,,
4693,05/11/22 07:46:15 午後,18.533,,,,
4694,05/11/22 08:46:15 午後,18.533,,,,
4695,05/11/22 09:46:15 午後,18.557,,,,
4696,05/11/22 10:46:15 午後,18.533,,,,
4697,05/11/22 11:46:15 午後,18.461,,,,
4698,05/12/22 12:46:15 午前,18.39,,,,
4699,05/12/22 01:46:15 午前,18.319,,,,
4700,05/12/22 02:46:15 午前,18.295,,,,
4701,05/12/22 03:46:15 午前,18.271,,,,
4702,05/12/22 04:46:15 午前,18.271,,,,
4703,05/12/22 05:46:15 午前,18.295,,,,
4704,05/12/22 06:46:15 午前,18.295,,,,
4705,05/12/22 07:46:15 午前,18.343,,,,
4706,05/12/22 08:46:15 午前,18.39,,,,
4707,05/12/22 09:46:15 午前,18.414,,,,
4708,05/12/22 10:46:15 午前,18.438,,,,
4709,05/12/22 11:46:15 午前,18.414,,,,
4710,05/12/22 12:46:15 午後,18.414,,,,
4711,05/12/22 01:46:15 午後,18.39,,,,
4712,05/12/22 02:46:15 午後,18.366,,,,
4713,05/12/22 03:46:15 午後,18.343,,,,
4714,05/12/22 04:46:15 午後,18.319,,,,
4715,05/12/22 05:46:15 午後,18.319,,,,
4716,05/12/22 06:46:15 午後,18.319,,,,
4717,05/12/22 07:46:15 午後,18.343,,,,
4718,05/12/22 08:46:15 午後,18.39,,,,
4719,05/12/22 09:46:15 午後,18.461,,,,
4720,05/12/22 10:46:15 午後,18.485,,,,
4721,05/12/22 11:46:15 午後,18.485,,,,
4722,05/13/22 12:46:15 午前,18.485,,,,
4723,05/13/22 01:46:15 午前,18.485,,,,
4724,05/13/22 02:46:15 午前,18.485,,,,
4725,05/13/22 03:46:15 午前,18.485,,,,
4726,05/13/22 04:46:15 午前,18.461,,,,
4727,05/13/22 05:46:15 午前,18.414,,,,
4728,05/13/22 06:46:15 午前,18.366,,,,
4729,05/13/22 07:46:15 午前,18.319,,,,
4730,05/13/22 08:46:15 午前,18.366,,,,
4731,05/13/22 09:46:15 午前,18.39,,,,
4732,05/13/22 10:46:15 午前,18.39,,,,
4733,05/13/22 11:46:15 午前,18.39,,,,
4734,05/13/22 12:46:15 午後,18.39,,,,
4735,05/13/22 01:46:15 午後,18.39,,,,
4736,05/13/22 02:46:15 午後,18.39,,,,
4737,05/13/22 03:46:15 午後,18.414,,,,
4738,05/13/22 04:46:15 午後,18.438,,,,
4739,05/13/22 05:46:15 午後,18.461,,,,
4740,05/13/22 06:46:15 午後,18.509,,,,
4741,05/13/22 07:46:15 午後,18.533,,,,
4742,05/13/22 08:46:15 午後,18.533,,,,
4743,05/13/22 09:46:15 午後,18.533,,,,
4744,05/13/22 10:46:15 午後,18.509,,,,
4745,05/13/22 11:46:15 午後,18.485,,,,
4746,05/14/22 12:46:15 午前,18.461,,,,
4747,05/14/22 01:46:15 午前,18.414,,,,
4748,05/14/22 02:46:15 午前,18.366,,,,
4749,05/14/22 03:46:15 午前,18.319,,,,
4750,05/14/22 04:46:15 午前,18.319,,,,
4751,05/14/22 05:46:15 午前,18.295,,,,
4752,05/14/22 06:46:15 午前,18.295,,,,
4753,05/14/22 07:46:15 午前,18.295,,,,
4754,05/14/22 08:46:15 午前,18.319,,,,
4755,05/14/22 09:46:15 午前,18.343,,,,
4756,05/14/22 10:46:15 午前,18.366,,,,
4757,05/14/22 11:46:15 午前,18.438,,,,
4758,05/14/22 12:46:15 午後,18.485,,,,
4759,05/14/22 01:46:15 午後,18.533,,,,
4760,05/14/22 02:46:15 午後,18.604,,,,
4761,05/14/22 03:46:15 午後,18.675,,,,
4762,05/14/22 04:46:15 午後,18.699,,,,
4763,05/14/22 05:46:15 午後,18.699,,,,
4764,05/14/22 06:46:15 午後,18.699,,,,
4765,05/14/22 07:46:15 午後,18.723,,,,
4766,05/14/22 08:46:15 午後,18.747,,,,
4767,05/14/22 09:46:15 午後,18.771,,,,
4768,05/14/22 10:46:15 午後,18.794,,,,
4769,05/14/22 11:46:15 午後,18.842,,,,
4770,05/15/22 12:46:15 午前,18.866,,,,
4771,05/15/22 01:46:15 午前,18.889,,,,
4772,05/15/22 02:46:15 午前,18.889,,,,
4773,05/15/22 03:46:15 午前,18.913,,,,
4774,05/15/22 04:46:15 午前,18.937,,,,
4775,05/15/22 05:46:15 午前,18.937,,,,
4776,05/15/22 06:46:15 午前,18.937,,,,
4777,05/15/22 07:46:15 午前,18.937,,,,
4778,05/15/22 08:46:15 午前,18.961,,,,
4779,05/15/22 09:46:15 午前,18.985,,,,
4780,05/15/22 10:46:15 午前,19.008,,,,
4781,05/15/22 11:46:15 午前,19.032,,,,
4782,05/15/22 12:46:15 午後,19.032,,,,
4783,05/15/22 01:46:15 午後,19.056,,,,
4784,05/15/22 02:46:15 午後,19.056,,,,
4785,05/15/22 03:46:15 午後,19.056,,,,
4786,05/15/22 04:46:15 午後,19.056,,,,
4787,05/15/22 05:46:15 午後,19.056,,,,
4788,05/15/22 06:46:15 午後,19.032,,,,
4789,05/15/22 07:46:15 午後,18.985,,,,
4790,05/15/22 08:46:15 午後,18.985,,,,
4791,05/15/22 09:46:15 午後,18.985,,,,
4792,05/15/22 10:46:15 午後,19.008,,,,
4793,05/15/22 11:46:15 午後,19.008,,,,
4794,05/16/22 12:46:15 午前,19.032,,,,
4795,05/16/22 01:46:15 午前,19.032,,,,
4796,05/16/22 02:46:15 午前,19.056,,,,
4797,05/16/22 03:46:15 午前,19.056,,,,
4798,05/16/22 04:46:15 午前,19.008,,,,
4799,05/16/22 05:46:15 午前,18.866,,,,
4800,05/16/22 06:46:15 午前,18.699,,,,
4801,05/16/22 07:46:15 午前,18.628,,,,
4802,05/16/22 08:46:15 午前,18.628,,,,
4803,05/16/22 09:46:15 午前,18.675,,,,
4804,05/16/22 10:46:15 午前,18.723,,,,
4805,05/16/22 11:46:15 午前,18.794,,,,
4806,05/16/22 12:46:15 午後,18.842,,,,
4807,05/16/22 01:46:15 午後,18.842,,,,
4808,05/16/22 02:46:15 午後,18.818,,,,
4809,05/16/22 03:46:15 午後,18.818,,,,
4810,05/16/22 04:46:15 午後,18.818,,,,
4811,05/16/22 05:46:15 午後,18.794,,,,
4812,05/16/22 06:46:15 午後,18.771,,,,
4813,05/16/22 07:46:15 午後,18.723,,,,
4814,05/16/22 08:46:15 午後,18.699,,,,
4815,05/16/22 09:46:15 午後,18.723,,,,
4816,05/16/22 10:46:15 午後,18.723,,,,
4817,05/16/22 11:46:15 午後,18.723,,,,
4818,05/17/22 12:46:15 午前,18.699,,,,
4819,05/17/22 01:46:15 午前,18.699,,,,
4820,05/17/22 02:46:15 午前,18.699,,,,
4821,05/17/22 03:46:15 午前,18.699,,,,
4822,05/17/22 04:46:15 午前,18.699,,,,
4823,05/17/22 05:46:15 午前,18.675,,,,
4824,05/17/22 06:46:15 午前,18.652,,,,
4825,05/17/22 07:46:15 午前,18.604,,,,
4826,05/17/22 08:46:15 午前,18.58,,,,
4827,05/17/22 09:46:15 午前,18.58,,,,
4828,05/17/22 10:46:15 午前,18.58,,,,
4829,05/17/22 11:46:15 午前,18.604,,,,
4830,05/17/22 12:46:15 午後,18.628,,,,
4831,05/17/22 01:46:15 午後,18.628,,,,
4832,05/17/22 02:46:15 午後,18.652,,,,
4833,05/17/22 03:46:15 午後,18.652,,,,
4834,05/17/22 04:46:15 午後,18.652,,,,
4835,05/17/22 05:46:15 午後,18.628,,,,
4836,05/17/22 06:46:15 午後,18.628,,,,
4837,05/17/22 07:46:15 午後,18.604,,,,
4838,05/17/22 08:46:15 午後,18.58,,,,
4839,05/17/22 09:46:15 午後,18.58,,,,
4840,05/17/22 10:46:15 午後,18.557,,,,
4841,05/17/22 11:46:15 午後,18.557,,,,
4842,05/18/22 12:46:15 午前,18.557,,,,
4843,05/18/22 01:46:15 午前,18.533,,,,
4844,05/18/22 02:46:15 午前,18.509,,,,
4845,05/18/22 03:46:15 午前,18.485,,,,
4846,05/18/22 04:46:15 午前,18.461,,,,
4847,05/18/22 05:46:15 午前,18.438,,,,
4848,05/18/22 06:46:15 午前,18.438,,,,
4849,05/18/22 07:46:15 午前,18.414,,,,
4850,05/18/22 08:46:15 午前,18.366,,,,
4851,05/18/22 09:46:15 午前,18.343,,,,
4852,05/18/22 10:46:15 午前,18.319,,,,
4853,05/18/22 11:46:15 午前,18.39,,,,
4854,05/18/22 12:46:15 午後,18.461,,,,
4855,05/18/22 01:46:15 午後,18.485,,,,
4856,05/18/22 02:46:15 午後,18.628,,,,
4857,05/18/22 03:46:15 午後,18.747,,,,
4858,05/18/22 04:46:15 午後,18.771,,,,
4859,05/18/22 05:46:15 午後,18.771,,,,
4860,05/18/22 06:46:15 午後,18.747,,,,
4861,05/18/22 07:46:15 午後,18.675,,,,
4862,05/18/22 08:46:15 午後,18.58,,,,
4863,05/18/22 09:46:15 午後,18.509,,,,
4864,05/18/22 10:46:15 午後,18.461,,,,
4865,05/18/22 11:46:15 午後,18.461,,,,
4866,05/19/22 12:46:15 午前,18.557,,,,
4867,05/19/22 01:46:15 午前,18.675,,,,
4868,05/19/22 02:46:15 午前,18.723,,,,
4869,05/19/22 03:46:15 午前,18.747,,,,
4870,05/19/22 04:46:15 午前,18.747,,,,
4871,05/19/22 05:46:15 午前,18.699,,,,
4872,05/19/22 06:46:15 午前,18.604,,,,
4873,05/19/22 07:46:15 午前,18.557,,,,
4874,05/19/22 08:46:15 午前,18.557,,,,
4875,05/19/22 09:46:15 午前,18.557,,,,
4876,05/19/22 10:46:15 午前,18.628,,,,
4877,05/19/22 11:46:15 午前,18.723,,,,
4878,05/19/22 12:46:15 午後,18.818,,,,
4879,05/19/22 01:46:15 午後,18.913,,,,
4880,05/19/22 02:46:15 午後,19.008,,,,
4881,05/19/22 03:46:15 午後,19.103,,,,
4882,05/19/22 04:46:15 午後,19.103,,,,
4883,05/19/22 05:46:15 午後,19.008,,,,
4884,05/19/22 06:46:15 午後,18.913,,,,
4885,05/19/22 07:46:15 午後,18.889,,,,
4886,05/19/22 08:46:15 午後,18.913,,,,
4887,05/19/22 09:46:15 午後,18.961,,,,
4888,05/19/22 10:46:15 午後,18.961,,,,
4889,05/19/22 11:46:15 午後,18.961,,,,
4890,05/20/22 12:46:15 午前,18.961,,,,
4891,05/20/22 01:46:15 午前,18.961,,,,
4892,05/20/22 02:46:15 午前,18.961,,,,
4893,05/20/22 03:46:15 午前,18.961,,,,
4894,05/20/22 04:46:15 午前,18.961,,,,
4895,05/20/22 05:46:15 午前,18.961,,,,
4896,05/20/22 06:46:15 午前,18.961,,,,
4897,05/20/22 07:46:15 午前,18.985,,,,
4898,05/20/22 08:46:15 午前,18.985,,,,
4899,05/20/22 09:46:15 午前,19.008,,,,
4900,05/20/22 10:46:15 午前,19.008,,,,
4901,05/20/22 11:46:15 午前,19.032,,,,
4902,05/20/22 12:46:15 午後,19.056,,,,
4903,05/20/22 01:46:15 午後,19.08,,,,
4904,05/20/22 02:46:15 午後,19.103,,,,
4905,05/20/22 03:46:15 午後,19.103,,,,
4906,05/20/22 04:46:15 午後,19.103,,,,
4907,05/20/22 05:46:15 午後,19.103,,,,
4908,05/20/22 06:46:15 午後,19.08,,,,
4909,05/20/22 07:46:15 午後,19.056,,,,
4910,05/20/22 08:46:15 午後,19.032,,,,
4911,05/20/22 09:46:15 午後,19.008,,,,
4912,05/20/22 10:46:15 午後,18.985,,,,
4913,05/20/22 11:46:15 午後,18.985,,,,
4914,05/21/22 12:46:15 午前,18.985,,,,
4915,05/21/22 01:46:15 午前,19.008,,,,
4916,05/21/22 02:46:15 午前,19.032,,,,
4917,05/21/22 03:46:15 午前,19.056,,,,
4918,05/21/22 04:46:15 午前,19.08,,,,
4919,05/21/22 05:46:15 午前,19.056,,,,
4920,05/21/22 06:46:15 午前,19.032,,,,
4921,05/21/22 07:46:15 午前,19.008,,,,
4922,05/21/22 08:46:15 午前,18.985,,,,
4923,05/21/22 09:46:15 午前,18.889,,,,
4924,05/21/22 10:46:15 午前,18.794,,,,
4925,05/21/22 11:46:15 午前,18.723,,,,
4926,05/21/22 12:46:15 午後,18.675,,,,
4927,05/21/22 01:46:15 午後,18.675,,,,
4928,05/21/22 02:46:15 午後,18.675,,,,
4929,05/21/22 03:46:15 午後,18.675,,,,
4930,05/21/22 04:46:15 午後,18.699,,,,
4931,05/21/22 05:46:15 午後,18.747,,,,
4932,05/21/22 06:46:15 午後,18.771,,,,
4933,05/21/22 07:46:15 午後,18.842,,,,
4934,05/21/22 08:46:15 午後,18.866,,,,
4935,05/21/22 09:46:15 午後,18.794,,,,
4936,05/21/22 10:46:15 午後,18.723,,,,
4937,05/21/22 11:46:15 午後,18.652,,,,
4938,05/22/22 12:46:15 午前,18.604,,,,
4939,05/22/22 01:46:15 午前,18.58,,,,
4940,05/22/22 02:46:15 午前,18.58,,,,
4941,05/22/22 03:46:15 午前,18.58,,,,
4942,05/22/22 04:46:15 午前,18.604,,,,
4943,05/22/22 05:46:15 午前,18.652,,,,
4944,05/22/22 06:46:15 午前,18.675,,,,
4945,05/22/22 07:46:15 午前,18.699,,,,
4946,05/22/22 08:46:15 午前,18.675,,,,
4947,05/22/22 09:46:15 午前,18.628,,,,
4948,05/22/22 10:46:15 午前,18.628,,,,
4949,05/22/22 11:46:15 午前,18.675,,,,
4950,05/22/22 12:46:15 午後,18.723,,,,
4951,05/22/22 01:46:15 午後,18.794,,,,
4952,05/22/22 02:46:15 午後,18.842,,,,
4953,05/22/22 03:46:15 午後,18.866,,,,
4954,05/22/22 04:46:15 午後,18.913,,,,
4955,05/22/22 05:46:15 午後,18.937,,,,
4956,05/22/22 06:46:15 午後,18.842,,,,
4957,05/22/22 07:46:15 午後,18.723,,,,
4958,05/22/22 08:46:15 午後,18.723,,,,
4959,05/22/22 09:46:15 午後,18.699,,,,
4960,05/22/22 10:46:15 午後,18.58,,,,
4961,05/22/22 11:46:15 午後,18.604,,,,
4962,05/23/22 12:46:15 午前,18.652,,,,
4963,05/23/22 01:46:15 午前,18.604,,,,
4964,05/23/22 02:46:15 午前,18.604,,,,
4965,05/23/22 03:46:15 午前,18.628,,,,
4966,05/23/22 04:46:15 午前,18.675,,,,
4967,05/23/22 05:46:15 午前,18.723,,,,
4968,05/23/22 06:46:15 午前,18.771,,,,
4969,05/23/22 07:46:15 午前,18.818,,,,
4970,05/23/22 08:46:15 午前,18.889,,,,
4971,05/23/22 09:46:15 午前,18.961,,,,
4972,05/23/22 10:46:15 午前,19.032,,,,
4973,05/23/22 11:46:15 午前,19.103,,,,
4974,05/23/22 12:46:15 午後,19.175,,,,
4975,05/23/22 01:46:15 午後,19.199,,,,
4976,05/23/22 02:46:15 午後,19.199,,,,
4977,05/23/22 03:46:15 午後,19.175,,,,
4978,05/23/22 04:46:15 午後,19.175,,,,
4979,05/23/22 05:46:15 午後,19.151,,,,
4980,05/23/22 06:46:15 午後,19.151,,,,
4981,05/23/22 07:46:15 午後,19.151,,,,
4982,05/23/22 08:46:15 午後,19.127,,,,
4983,05/23/22 09:46:15 午後,19.08,,,,
4984,05/23/22 10:46:15 午後,19.008,,,,
4985,05/23/22 11:46:15 午後,18.889,,,,
4986,05/24/22 12:46:15 午前,18.675,,,,
4987,05/24/22 01:46:15 午前,18.438,,,,
4988,05/24/22 02:46:15 午前,18.247,,,,
4989,05/24/22 03:46:15 午前,18.247,,,,
4990,05/24/22 04:46:15 午前,18.485,,,,
4991,05/24/22 05:46:15 午前,18.557,,,,
4992,05/24/22 06:46:15 午前,18.699,,,,
4993,05/24/22 07:46:15 午前,18.913,,,,
4994,05/24/22 08:46:15 午前,19.127,,,,
4995,05/24/22 09:46:15 午前,19.294,,,,
4996,05/24/22 10:46:15 午前,19.389,,,,
4997,05/24/22 11:46:15 午前,19.46,,,,
4998,05/24/22 12:46:15 午後,19.532,,,,
4999,05/24/22 01:46:15 午後,19.603,,,,
5000,05/24/22 02:46:15 午後,19.674,,,,
5001,05/24/22 03:46:15 午後,19.722,,,,
5002,05/24/22 04:46:15 午後,19.841,,,,
5003,05/24/22 05:46:15 午後,19.984,,,,
5004,05/24/22 06:46:15 午後,20.079,,,,
5005,05/24/22 07:46:15 午後,20.103,,,,
5006,05/24/22 08:46:15 午後,20.126,,,,
5007,05/24/22 09:46:15 午後,20.126,,,,
5008,05/24/22 10:46:15 午後,20.103,,,,
5009,05/24/22 11:46:15 午後,20.031,,,,
5010,05/25/22 12:46:15 午前,20.007,,,,
5011,05/25/22 01:46:15 午前,19.912,,,,
5012,05/25/22 02:46:15 午前,19.888,,,,
5013,05/25/22 03:46:15 午前,19.888,,,,
5014,05/25/22 04:46:15 午前,19.888,,,,
5015,05/25/22 05:46:15 午前,19.912,,,,
5016,05/25/22 06:46:15 午前,19.984,,,,
5017,05/25/22 07:46:15 午前,20.031,,,,
5018,05/25/22 08:46:15 午前,20.055,,,,
5019,05/25/22 09:46:15 午前,20.031,,,,
5020,05/25/22 10:46:15 午前,19.984,,,,
5021,05/25/22 11:46:15 午前,19.651,,,,
5022,05/25/22 12:46:15 午後,19.27,,,,
5023,05/25/22 01:46:15 午後,18.985,,,,
5024,05/25/22 02:46:15 午後,18.771,,,,
5025,05/25/22 03:46:15 午後,18.866,,,,
5026,05/25/22 04:46:15 午後,19.27,,,,
5027,05/25/22 05:46:15 午後,19.555,,,,
5028,05/25/22 06:46:15 午後,19.722,,,,
5029,05/25/22 07:46:15 午後,19.698,,,,
5030,05/25/22 08:46:15 午後,19.555,,,,
5031,05/25/22 09:46:15 午後,19.46,,,,
5032,05/25/22 10:46:15 午後,19.389,,,,
5033,05/25/22 11:46:15 午後,19.27,,,,
5034,05/26/22 12:46:15 午前,19.127,,,,
5035,05/26/22 01:46:15 午前,19.032,,,,
5036,05/26/22 02:46:15 午前,18.985,,,,
5037,05/26/22 03:46:15 午前,18.937,,,,
5038,05/26/22 04:46:15 午前,18.889,,,,
5039,05/26/22 05:46:15 午前,18.913,,,,
5040,05/26/22 06:46:15 午前,18.985,,,,
5041,05/26/22 07:46:15 午前,19.08,,,,
5042,05/26/22 08:46:15 午前,19.175,,,,
5043,05/26/22 09:46:15 午前,19.341,,,,
5044,05/26/22 10:46:15 午前,19.436,,,,
5045,05/26/22 11:46:15 午前,19.484,,,,
5046,05/26/22 12:46:15 午後,19.508,,,,
5047,05/26/22 01:46:15 午後,19.389,,,,
5048,05/26/22 02:46:15 午後,19.175,,,,
5049,05/26/22 03:46:15 午後,18.985,,,,
5050,05/26/22 04:46:15 午後,18.889,,,,
5051,05/26/22 05:46:15 午後,19.008,,,,
5052,05/26/22 06:46:15 午後,19.246,,,,
5053,05/26/22 07:46:15 午後,19.436,,,,
5054,05/26/22 08:46:15 午後,19.555,,,,
5055,05/26/22 09:46:15 午後,19.627,,,,
5056,05/26/22 10:46:15 午後,19.651,,,,
5057,05/26/22 11:46:15 午後,19.674,,,,
5058,05/27/22 12:46:15 午前,19.722,,,,
5059,05/27/22 01:46:15 午前,19.746,,,,
5060,05/27/22 02:46:15 午前,19.793,,,,
5061,05/27/22 03:46:15 午前,19.817,,,,
5062,05/27/22 04:46:15 午前,19.817,,,,
5063,05/27/22 05:46:15 午前,19.841,,,,
5064,05/27/22 06:46:15 午前,19.865,,,,
5065,05/27/22 07:46:15 午前,19.912,,,,
5066,05/27/22 08:46:15 午前,19.96,,,,
5067,05/27/22 09:46:15 午前,20.007,,,,
5068,05/27/22 10:46:15 午前,20.055,,,,
5069,05/27/22 11:46:15 午前,20.079,,,,
5070,05/27/22 12:46:15 午後,20.031,,,,
5071,05/27/22 01:46:15 午後,19.912,,,,
5072,05/27/22 02:46:15 午後,19.746,,,,
5073,05/27/22 03:46:15 午後,19.627,,,,
5074,05/27/22 04:46:15 午後,19.555,,,,
5075,05/27/22 05:46:15 午後,19.579,,,,
5076,05/27/22 06:46:15 午後,19.627,,,,
5077,05/27/22 07:46:15 午後,19.674,,,,
5078,05/27/22 08:46:15 午後,19.746,,,,
5079,05/27/22 09:46:15 午後,19.888,,,,
5080,05/27/22 10:46:15 午後,19.984,,,,
5081,05/27/22 11:46:15 午後,20.055,,,,
5082,05/28/22 12:46:15 午前,20.079,,,,
5083,05/28/22 01:46:15 午前,20.055,,,,
5084,05/28/22 02:46:15 午前,20.055,,,,
5085,05/28/22 03:46:15 午前,20.079,,,,
5086,05/28/22 04:46:15 午前,20.126,,,,
5087,05/28/22 05:46:15 午前,20.174,,,,
5088,05/28/22 06:46:15 午前,20.198,,,,
5089,05/28/22 07:46:15 午前,20.198,,,,
5090,05/28/22 08:46:15 午前,20.222,,,,
5091,05/28/22 09:46:15 午前,20.269,,,,
5092,05/28/22 10:46:15 午前,20.341,,,,
5093,05/28/22 11:46:15 午前,20.46,,,,
5094,05/28/22 12:46:15 午後,20.555,,,,
5095,05/28/22 01:46:15 午後,20.627,,,,
5096,05/28/22 02:46:15 午後,20.674,,,,
5097,05/28/22 03:46:15 午後,20.722,,,,
5098,05/28/22 04:46:15 午後,20.746,,,,
5099,05/28/22 05:46:15 午後,20.746,,,,
5100,05/28/22 06:46:15 午後,20.746,,,,
5101,05/28/22 07:46:15 午後,20.746,,,,
5102,05/28/22 08:46:15 午後,20.77,,,,
5103,05/28/22 09:46:15 午後,20.793,,,,
5104,05/28/22 10:46:15 午後,20.793,,,,
5105,05/28/22 11:46:15 午後,20.793,,,,
5106,05/29/22 12:46:15 午前,20.817,,,,
5107,05/29/22 01:46:15 午前,20.793,,,,
5108,05/29/22 02:46:15 午前,20.77,,,,
5109,05/29/22 03:46:15 午前,20.746,,,,
5110,05/29/22 04:46:15 午前,20.698,,,,
5111,05/29/22 05:46:15 午前,20.65,,,,
5112,05/29/22 06:46:15 午前,20.627,,,,
5113,05/29/22 07:46:15 午前,20.603,,,,
5114,05/29/22 08:46:15 午前,20.603,,,,
5115,05/29/22 09:46:15 午前,20.65,,,,
5116,05/29/22 10:46:15 午前,20.674,,,,
5117,05/29/22 11:46:15 午前,20.698,,,,
5118,05/29/22 12:46:15 午後,20.746,,,,
5119,05/29/22 01:46:15 午後,20.793,,,,
5120,05/29/22 02:46:15 午後,20.746,,,,
5121,05/29/22 03:46:15 午後,20.627,,,,
5122,05/29/22 04:46:15 午後,20.436,,,,
5123,05/29/22 05:46:15 午後,20.222,,,,
5124,05/29/22 06:46:15 午後,20.079,,,,
5125,05/29/22 07:46:15 午後,20.126,,,,
5126,05/29/22 08:46:15 午後,20.174,,,,
5127,05/29/22 09:46:15 午後,20.293,,,,
5128,05/29/22 10:46:15 午後,20.436,,,,
5129,05/29/22 11:46:15 午後,20.579,,,,
5130,05/30/22 12:46:15 午前,20.698,,,,
5131,05/30/22 01:46:15 午前,20.746,,,,
5132,05/30/22 02:46:15 午前,20.746,,,,
5133,05/30/22 03:46:15 午前,20.722,,,,
5134,05/30/22 04:46:15 午前,20.722,,,,
5135,05/30/22 05:46:15 午前,20.722,,,,
5136,05/30/22 06:46:15 午前,20.722,,,,
5137,05/30/22 07:46:15 午前,20.746,,,,
5138,05/30/22 08:46:15 午前,20.77,,,,
5139,05/30/22 09:46:15 午前,20.817,,,,
5140,05/30/22 10:46:15 午前,20.865,,,,
5141,05/30/22 11:46:15 午前,20.913,,,,
5142,05/30/22 12:46:15 午後,20.96,,,,
5143,05/30/22 01:46:15 午後,21.103,,,,
5144,05/30/22 02:46:15 午後,21.151,,,,
5145,05/30/22 03:46:15 午後,21.056,,,,
5146,05/30/22 04:46:15 午後,20.65,,,,
5147,05/30/22 05:46:15 午後,20.198,,,,
5148,05/30/22 06:46:15 午後,19.936,,,,
5149,05/30/22 07:46:15 午後,19.77,,,,
5150,05/30/22 08:46:15 午後,19.651,,,,
5151,05/30/22 09:46:15 午後,19.674,,,,
5152,05/30/22 10:46:15 午後,19.817,,,,
5153,05/30/22 11:46:15 午後,19.936,,,,
5154,05/31/22 12:46:15 午前,20.055,,,,
5155,05/31/22 01:46:15 午前,20.031,,,,
5156,05/31/22 02:46:15 午前,19.984,,,,
