プロット タイトル: site19_spot001_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21011416, SEN S/N: 21011416)",カプラー取り外し (LGR S/N: 21011416),カプラー取り付け (LGR S/N: 21011416),停止済み (LGR S/N: 21011416),ファイルの終わり (LGR S/N: 21011416)
87,10/31/21 09:46:15 午後,23.761,,,,
88,10/31/21 10:46:15 午後,23.785,,,,
89,10/31/21 11:46:15 午後,23.809,,,,
90,11/01/21 12:46:15 午前,23.809,,,,
91,11/01/21 01:46:15 午前,23.809,,,,
92,11/01/21 02:46:15 午前,23.809,,,,
93,11/01/21 03:46:15 午前,23.809,,,,
94,11/01/21 04:46:15 午前,23.833,,,,
95,11/01/21 05:46:15 午前,23.833,,,,
96,11/01/21 06:46:15 午前,23.833,,,,
97,11/01/21 07:46:15 午前,23.785,,,,
98,11/01/21 08:46:15 午前,23.689,,,,
99,11/01/21 09:46:15 午前,23.617,,,,
100,11/01/21 10:46:15 午前,23.593,,,,
101,11/01/21 11:46:15 午前,23.617,,,,
102,11/01/21 12:46:15 午後,23.641,,,,
103,11/01/21 01:46:15 午後,23.665,,,,
104,11/01/21 02:46:15 午後,23.641,,,,
105,11/01/21 03:46:15 午後,23.641,,,,
106,11/01/21 04:46:15 午後,23.641,,,,
107,11/01/21 05:46:15 午後,23.641,,,,
108,11/01/21 06:46:15 午後,23.665,,,,
109,11/01/21 07:46:15 午後,23.689,,,,
110,11/01/21 08:46:15 午後,23.689,,,,
111,11/01/21 09:46:15 午後,23.713,,,,
112,11/01/21 10:46:15 午後,23.713,,,,
113,11/01/21 11:46:15 午後,23.713,,,,
114,11/02/21 12:46:15 午前,23.689,,,,
115,11/02/21 01:46:15 午前,23.665,,,,
116,11/02/21 02:46:15 午前,23.641,,,,
117,11/02/21 03:46:15 午前,23.617,,,,
118,11/02/21 04:46:15 午前,23.593,,,,
119,11/02/21 05:46:15 午前,23.569,,,,
120,11/02/21 06:46:15 午前,23.521,,,,
121,11/02/21 07:46:15 午前,23.448,,,,
122,11/02/21 08:46:15 午前,23.304,,,,
123,11/02/21 09:46:15 午前,23.232,,,,
124,11/02/21 10:46:15 午前,23.232,,,,
125,11/02/21 11:46:15 午前,23.28,,,,
126,11/02/21 12:46:15 午後,23.352,,,,
127,11/02/21 01:46:15 午後,23.424,,,,
128,11/02/21 02:46:15 午後,23.497,,,,
129,11/02/21 03:46:15 午後,23.545,,,,
130,11/02/21 04:46:15 午後,23.569,,,,
131,11/02/21 05:46:15 午後,23.569,,,,
132,11/02/21 06:46:15 午後,23.569,,,,
133,11/02/21 07:46:15 午後,23.545,,,,
134,11/02/21 08:46:15 午後,23.497,,,,
135,11/02/21 09:46:15 午後,23.497,,,,
136,11/02/21 10:46:15 午後,23.497,,,,
137,11/02/21 11:46:15 午後,23.497,,,,
138,11/03/21 12:46:15 午前,23.472,,,,
139,11/03/21 01:46:15 午前,23.424,,,,
140,11/03/21 02:46:15 午前,23.328,,,,
141,11/03/21 03:46:15 午前,23.232,,,,
142,11/03/21 04:46:15 午前,23.184,,,,
143,11/03/21 05:46:15 午前,23.136,,,,
144,11/03/21 06:46:15 午前,23.064,,,,
145,11/03/21 07:46:15 午前,23.016,,,,
146,11/03/21 08:46:15 午前,22.992,,,,
147,11/03/21 09:46:15 午前,22.968,,,,
148,11/03/21 10:46:15 午前,22.968,,,,
149,11/03/21 11:46:15 午前,23.04,,,,
150,11/03/21 12:46:15 午後,23.136,,,,
151,11/03/21 01:46:15 午後,23.28,,,,
152,11/03/21 02:46:15 午後,23.376,,,,
153,11/03/21 03:46:15 午後,23.448,,,,
154,11/03/21 04:46:15 午後,23.472,,,,
155,11/03/21 05:46:15 午後,23.497,,,,
156,11/03/21 06:46:15 午後,23.521,,,,
157,11/03/21 07:46:15 午後,23.521,,,,
158,11/03/21 08:46:15 午後,23.497,,,,
159,11/03/21 09:46:15 午後,23.448,,,,
160,11/03/21 10:46:15 午後,23.4,,,,
161,11/03/21 11:46:15 午後,23.376,,,,
162,11/04/21 12:46:15 午前,23.28,,,,
163,11/04/21 01:46:15 午前,23.256,,,,
164,11/04/21 02:46:15 午前,23.232,,,,
165,11/04/21 03:46:15 午前,23.208,,,,
166,11/04/21 04:46:15 午前,23.208,,,,
167,11/04/21 05:46:15 午前,23.184,,,,
168,11/04/21 06:46:15 午前,23.136,,,,
169,11/04/21 07:46:15 午前,23.112,,,,
170,11/04/21 08:46:15 午前,23.112,,,,
171,11/04/21 09:46:15 午前,23.088,,,,
172,11/04/21 10:46:15 午前,23.088,,,,
173,11/04/21 11:46:15 午前,23.112,,,,
174,11/04/21 12:46:15 午後,23.16,,,,
175,11/04/21 01:46:15 午後,23.256,,,,
176,11/04/21 02:46:15 午後,23.328,,,,
177,11/04/21 03:46:15 午後,23.4,,,,
178,11/04/21 04:46:15 午後,23.448,,,,
179,11/04/21 05:46:15 午後,23.448,,,,
180,11/04/21 06:46:15 午後,23.4,,,,
181,11/04/21 07:46:15 午後,23.352,,,,
182,11/04/21 08:46:15 午後,23.352,,,,
183,11/04/21 09:46:15 午後,23.328,,,,
184,11/04/21 10:46:15 午後,23.328,,,,
185,11/04/21 11:46:15 午後,23.304,,,,
186,11/05/21 12:46:15 午前,23.304,,,,
187,11/05/21 01:46:15 午前,23.28,,,,
188,11/05/21 02:46:15 午前,23.256,,,,
189,11/05/21 03:46:15 午前,23.136,,,,
190,11/05/21 04:46:15 午前,23.112,,,,
191,11/05/21 05:46:15 午前,23.088,,,,
192,11/05/21 06:46:15 午前,23.064,,,,
193,11/05/21 07:46:15 午前,23.064,,,,
194,11/05/21 08:46:15 午前,23.064,,,,
195,11/05/21 09:46:15 午前,23.064,,,,
196,11/05/21 10:46:15 午前,23.112,,,,
197,11/05/21 11:46:15 午前,23.184,,,,
198,11/05/21 12:46:15 午後,23.232,,,,
199,11/05/21 01:46:15 午後,23.28,,,,
200,11/05/21 02:46:15 午後,23.304,,,,
201,11/05/21 03:46:15 午後,23.328,,,,
202,11/05/21 04:46:15 午後,23.352,,,,
203,11/05/21 05:46:15 午後,23.352,,,,
204,11/05/21 06:46:15 午後,23.328,,,,
205,11/05/21 07:46:15 午後,23.304,,,,
206,11/05/21 08:46:15 午後,23.256,,,,
207,11/05/21 09:46:15 午後,23.208,,,,
208,11/05/21 10:46:15 午後,23.112,,,,
209,11/05/21 11:46:15 午後,23.064,,,,
210,11/06/21 12:46:15 午前,23.04,,,,
211,11/06/21 01:46:15 午前,22.992,,,,
212,11/06/21 02:46:15 午前,22.944,,,,
213,11/06/21 03:46:15 午前,22.896,,,,
214,11/06/21 04:46:15 午前,22.848,,,,
215,11/06/21 05:46:15 午前,22.824,,,,
216,11/06/21 06:46:15 午前,22.776,,,,
217,11/06/21 07:46:15 午前,22.729,,,,
218,11/06/21 08:46:15 午前,22.657,,,,
219,11/06/21 09:46:15 午前,22.657,,,,
220,11/06/21 10:46:15 午前,22.705,,,,
221,11/06/21 11:46:15 午前,22.776,,,,
222,11/06/21 12:46:15 午後,22.848,,,,
223,11/06/21 01:46:15 午後,22.896,,,,
224,11/06/21 02:46:15 午後,22.896,,,,
225,11/06/21 03:46:15 午後,22.92,,,,
226,11/06/21 04:46:15 午後,22.896,,,,
227,11/06/21 05:46:15 午後,22.872,,,,
228,11/06/21 06:46:15 午後,22.848,,,,
229,11/06/21 07:46:15 午後,22.824,,,,
230,11/06/21 08:46:15 午後,22.776,,,,
231,11/06/21 09:46:15 午後,22.729,,,,
232,11/06/21 10:46:15 午後,22.609,,,,
233,11/06/21 11:46:15 午後,22.561,,,,
234,11/07/21 12:46:15 午前,22.537,,,,
235,11/07/21 01:46:15 午前,22.465,,,,
236,11/07/21 02:46:15 午前,22.393,,,,
237,11/07/21 03:46:15 午前,22.345,,,,
238,11/07/21 04:46:15 午前,22.274,,,,
239,11/07/21 05:46:15 午前,22.25,,,,
240,11/07/21 06:46:15 午前,22.25,,,,
241,11/07/21 07:46:15 午前,22.226,,,,
242,11/07/21 08:46:15 午前,22.226,,,,
243,11/07/21 09:46:15 午前,22.226,,,,
244,11/07/21 10:46:15 午前,22.226,,,,
245,11/07/21 11:46:15 午前,22.226,,,,
246,11/07/21 12:46:15 午後,22.226,,,,
247,11/07/21 01:46:15 午後,22.226,,,,
248,11/07/21 02:46:15 午後,22.25,,,,
249,11/07/21 03:46:15 午後,22.298,,,,
250,11/07/21 04:46:15 午後,22.298,,,,
251,11/07/21 05:46:15 午後,22.298,,,,
252,11/07/21 06:46:15 午後,22.298,,,,
253,11/07/21 07:46:15 午後,22.25,,,,
254,11/07/21 08:46:15 午後,22.202,,,,
255,11/07/21 09:46:15 午後,22.202,,,,
256,11/07/21 10:46:15 午後,22.178,,,,
257,11/07/21 11:46:15 午後,22.13,,,,
258,11/08/21 12:46:15 午前,22.058,,,,
259,11/08/21 01:46:15 午前,22.011,,,,
260,11/08/21 02:46:15 午前,21.987,,,,
261,11/08/21 03:46:15 午前,21.939,,,,
262,11/08/21 04:46:15 午前,21.891,,,,
263,11/08/21 05:46:15 午前,21.867,,,,
264,11/08/21 06:46:15 午前,21.843,,,,
265,11/08/21 07:46:15 午前,21.795,,,,
266,11/08/21 08:46:15 午前,21.676,,,,
267,11/08/21 09:46:15 午前,21.628,,,,
268,11/08/21 10:46:15 午前,21.628,,,,
269,11/08/21 11:46:15 午前,21.652,,,,
270,11/08/21 12:46:15 午後,21.7,,,,
271,11/08/21 01:46:15 午後,21.963,,,,
272,11/08/21 02:46:15 午後,22.13,,,,
273,11/08/21 03:46:15 午後,22.13,,,,
274,11/08/21 04:46:15 午後,22.298,,,,
275,11/08/21 05:46:15 午後,22.417,,,,
276,11/08/21 06:46:15 午後,22.537,,,,
277,11/08/21 07:46:15 午後,22.585,,,,
278,11/08/21 08:46:15 午後,22.609,,,,
279,11/08/21 09:46:15 午後,22.633,,,,
280,11/08/21 10:46:15 午後,22.609,,,,
281,11/08/21 11:46:15 午後,22.585,,,,
282,11/09/21 12:46:15 午前,22.537,,,,
283,11/09/21 01:46:15 午前,22.513,,,,
284,11/09/21 02:46:15 午前,22.441,,,,
285,11/09/21 03:46:15 午前,22.369,,,,
286,11/09/21 04:46:15 午前,22.321,,,,
287,11/09/21 05:46:15 午前,22.298,,,,
288,11/09/21 06:46:15 午前,22.298,,,,
289,11/09/21 07:46:15 午前,22.274,,,,
290,11/09/21 08:46:15 午前,22.298,,,,
291,11/09/21 09:46:15 午前,22.345,,,,
292,11/09/21 10:46:15 午前,22.393,,,,
293,11/09/21 11:46:15 午前,22.441,,,,
294,11/09/21 12:46:15 午後,22.441,,,,
295,11/09/21 01:46:15 午後,22.441,,,,
296,11/09/21 02:46:15 午後,22.537,,,,
297,11/09/21 03:46:15 午後,22.681,,,,
298,11/09/21 04:46:15 午後,22.776,,,,
299,11/09/21 05:46:15 午後,22.8,,,,
300,11/09/21 06:46:15 午後,22.824,,,,
301,11/09/21 07:46:15 午後,22.824,,,,
302,11/09/21 08:46:15 午後,22.848,,,,
303,11/09/21 09:46:15 午後,22.848,,,,
304,11/09/21 10:46:15 午後,22.848,,,,
305,11/09/21 11:46:15 午後,22.824,,,,
306,11/10/21 12:46:15 午前,22.8,,,,
307,11/10/21 01:46:15 午前,22.776,,,,
308,11/10/21 02:46:15 午前,22.681,,,,
309,11/10/21 03:46:15 午前,22.609,,,,
310,11/10/21 04:46:15 午前,22.561,,,,
311,11/10/21 05:46:15 午前,22.489,,,,
312,11/10/21 06:46:15 午前,22.393,,,,
313,11/10/21 07:46:15 午前,22.226,,,,
314,11/10/21 08:46:15 午前,22.011,,,,
315,11/10/21 09:46:15 午前,21.795,,,,
316,11/10/21 10:46:15 午前,21.604,,,,
317,11/10/21 11:46:15 午前,21.437,,,,
318,11/10/21 12:46:15 午後,21.318,,,,
319,11/10/21 01:46:15 午後,21.223,,,,
320,11/10/21 02:46:15 午後,21.175,,,,
321,11/10/21 03:46:15 午後,21.079,,,,
322,11/10/21 04:46:15 午後,20.984,,,,
323,11/10/21 05:46:15 午後,20.936,,,,
324,11/10/21 06:46:15 午後,20.96,,,,
325,11/10/21 07:46:15 午後,21.032,,,,
326,11/10/21 08:46:15 午後,21.008,,,,
327,11/10/21 09:46:15 午後,20.889,,,,
328,11/10/21 10:46:15 午後,20.817,,,,
329,11/10/21 11:46:15 午後,20.722,,,,
330,11/11/21 12:46:15 午前,20.627,,,,
331,11/11/21 01:46:15 午前,20.46,,,,
332,11/11/21 02:46:15 午前,20.412,,,,
333,11/11/21 03:46:15 午前,20.412,,,,
334,11/11/21 04:46:15 午前,20.436,,,,
335,11/11/21 05:46:15 午前,20.436,,,,
336,11/11/21 06:46:15 午前,20.222,,,,
337,11/11/21 07:46:15 午前,20.007,,,,
338,11/11/21 08:46:15 午前,19.912,,,,
339,11/11/21 09:46:15 午前,19.984,,,,
340,11/11/21 10:46:15 午前,19.865,,,,
341,11/11/21 11:46:15 午前,19.841,,,,
342,11/11/21 12:46:15 午後,19.722,,,,
343,11/11/21 01:46:15 午後,19.698,,,,
344,11/11/21 02:46:15 午後,19.674,,,,
345,11/11/21 03:46:15 午後,19.722,,,,
346,11/11/21 04:46:15 午後,19.888,,,,
347,11/11/21 05:46:15 午後,20.031,,,,
348,11/11/21 06:46:15 午後,20.103,,,,
349,11/11/21 07:46:15 午後,20.126,,,,
350,11/11/21 08:46:15 午後,20.174,,,,
351,11/11/21 09:46:15 午後,20.15,,,,
352,11/11/21 10:46:15 午後,20.055,,,,
353,11/11/21 11:46:15 午後,20.007,,,,
354,11/12/21 12:46:15 午前,19.865,,,,
355,11/12/21 01:46:15 午前,19.746,,,,
356,11/12/21 02:46:15 午前,19.841,,,,
357,11/12/21 03:46:15 午前,20.055,,,,
358,11/12/21 04:46:15 午前,20.222,,,,
359,11/12/21 05:46:15 午前,20.269,,,,
360,11/12/21 06:46:15 午前,20.198,,,,
361,11/12/21 07:46:15 午前,19.912,,,,
362,11/12/21 08:46:15 午前,19.841,,,,
363,11/12/21 09:46:15 午前,19.865,,,,
364,11/12/21 10:46:15 午前,19.841,,,,
365,11/12/21 11:46:15 午前,19.746,,,,
366,11/12/21 12:46:15 午後,19.841,,,,
367,11/12/21 01:46:15 午後,19.865,,,,
368,11/12/21 02:46:15 午後,19.888,,,,
369,11/12/21 03:46:15 午後,19.912,,,,
370,11/12/21 04:46:15 午後,19.912,,,,
371,11/12/21 05:46:15 午後,19.841,,,,
372,11/12/21 06:46:15 午後,19.77,,,,
373,11/12/21 07:46:15 午後,19.722,,,,
374,11/12/21 08:46:15 午後,19.674,,,,
375,11/12/21 09:46:15 午後,19.674,,,,
376,11/12/21 10:46:15 午後,19.698,,,,
377,11/12/21 11:46:15 午後,19.698,,,,
378,11/13/21 12:46:15 午前,19.579,,,,
379,11/13/21 01:46:15 午前,19.508,,,,
380,11/13/21 02:46:15 午前,19.508,,,,
381,11/13/21 03:46:15 午前,19.484,,,,
382,11/13/21 04:46:15 午前,19.46,,,,
383,11/13/21 05:46:15 午前,19.436,,,,
384,11/13/21 06:46:15 午前,19.484,,,,
385,11/13/21 07:46:15 午前,19.579,,,,
386,11/13/21 08:46:15 午前,19.746,,,,
387,11/13/21 09:46:15 午前,19.912,,,,
388,11/13/21 10:46:15 午前,20.007,,,,
389,11/13/21 11:46:15 午前,20.126,,,,
390,11/13/21 12:46:15 午後,20.246,,,,
391,11/13/21 01:46:15 午後,20.317,,,,
392,11/13/21 02:46:15 午後,20.388,,,,
393,11/13/21 03:46:15 午後,20.46,,,,
394,11/13/21 04:46:15 午後,20.531,,,,
395,11/13/21 05:46:15 午後,20.627,,,,
396,11/13/21 06:46:15 午後,20.674,,,,
397,11/13/21 07:46:15 午後,20.65,,,,
398,11/13/21 08:46:15 午後,20.603,,,,
399,11/13/21 09:46:15 午後,20.555,,,,
400,11/13/21 10:46:15 午後,20.555,,,,
401,11/13/21 11:46:15 午後,20.579,,,,
402,11/14/21 12:46:15 午前,20.579,,,,
403,11/14/21 01:46:15 午前,20.555,,,,
404,11/14/21 02:46:15 午前,20.531,,,,
405,11/14/21 03:46:15 午前,20.46,,,,
406,11/14/21 04:46:15 午前,20.412,,,,
407,11/14/21 05:46:15 午前,20.412,,,,
408,11/14/21 06:46:15 午前,20.436,,,,
409,11/14/21 07:46:15 午前,20.436,,,,
410,11/14/21 08:46:15 午前,20.388,,,,
411,11/14/21 09:46:15 午前,20.365,,,,
412,11/14/21 10:46:15 午前,20.317,,,,
413,11/14/21 11:46:15 午前,20.341,,,,
414,11/14/21 12:46:15 午後,20.388,,,,
415,11/14/21 01:46:15 午後,20.388,,,,
416,11/14/21 02:46:15 午後,20.412,,,,
417,11/14/21 03:46:15 午後,20.436,,,,
418,11/14/21 04:46:15 午後,20.388,,,,
419,11/14/21 05:46:15 午後,20.365,,,,
420,11/14/21 06:46:15 午後,20.388,,,,
421,11/14/21 07:46:15 午後,20.412,,,,
422,11/14/21 08:46:15 午後,20.436,,,,
423,11/14/21 09:46:15 午後,20.46,,,,
424,11/14/21 10:46:15 午後,20.531,,,,
425,11/14/21 11:46:15 午後,20.579,,,,
426,11/15/21 12:46:15 午前,20.603,,,,
427,11/15/21 01:46:15 午前,20.65,,,,
428,11/15/21 02:46:15 午前,20.627,,,,
429,11/15/21 03:46:15 午前,20.603,,,,
430,11/15/21 04:46:15 午前,20.579,,,,
431,11/15/21 05:46:15 午前,20.627,,,,
432,11/15/21 06:46:15 午前,20.65,,,,
433,11/15/21 07:46:15 午前,20.65,,,,
434,11/15/21 08:46:15 午前,20.65,,,,
435,11/15/21 09:46:15 午前,20.674,,,,
436,11/15/21 10:46:15 午前,20.674,,,,
437,11/15/21 11:46:15 午前,20.722,,,,
438,11/15/21 12:46:15 午後,20.77,,,,
439,11/15/21 01:46:15 午後,20.817,,,,
440,11/15/21 02:46:15 午後,20.841,,,,
441,11/15/21 03:46:15 午後,20.865,,,,
442,11/15/21 04:46:15 午後,20.889,,,,
443,11/15/21 05:46:15 午後,20.865,,,,
444,11/15/21 06:46:15 午後,20.865,,,,
445,11/15/21 07:46:15 午後,20.841,,,,
446,11/15/21 08:46:15 午後,20.817,,,,
447,11/15/21 09:46:15 午後,20.793,,,,
448,11/15/21 10:46:15 午後,20.793,,,,
449,11/15/21 11:46:15 午後,20.746,,,,
450,11/16/21 12:46:15 午前,20.722,,,,
451,11/16/21 01:46:15 午前,20.722,,,,
452,11/16/21 02:46:15 午前,20.722,,,,
453,11/16/21 03:46:15 午前,20.793,,,,
454,11/16/21 04:46:15 午前,20.865,,,,
455,11/16/21 05:46:15 午前,20.913,,,,
456,11/16/21 06:46:15 午前,20.96,,,,
457,11/16/21 07:46:15 午前,21.008,,,,
458,11/16/21 08:46:15 午前,21.032,,,,
459,11/16/21 09:46:15 午前,20.984,,,,
460,11/16/21 10:46:15 午前,20.984,,,,
461,11/16/21 11:46:15 午前,21.079,,,,
462,11/16/21 12:46:15 午後,21.199,,,,
463,11/16/21 01:46:15 午後,21.39,,,,
464,11/16/21 02:46:15 午後,21.557,,,,
465,11/16/21 03:46:15 午後,21.7,,,,
466,11/16/21 04:46:15 午後,21.772,,,,
467,11/16/21 05:46:15 午後,21.795,,,,
468,11/16/21 06:46:15 午後,21.748,,,,
469,11/16/21 07:46:15 午後,21.724,,,,
470,11/16/21 08:46:15 午後,21.676,,,,
471,11/16/21 09:46:15 午後,21.652,,,,
472,11/16/21 10:46:15 午後,21.628,,,,
473,11/16/21 11:46:15 午後,21.581,,,,
474,11/17/21 12:46:15 午前,21.557,,,,
475,11/17/21 01:46:15 午前,21.509,,,,
476,11/17/21 02:46:15 午前,21.509,,,,
477,11/17/21 03:46:15 午前,21.461,,,,
478,11/17/21 04:46:15 午前,21.39,,,,
479,11/17/21 05:46:15 午前,21.39,,,,
480,11/17/21 06:46:15 午前,21.39,,,,
481,11/17/21 07:46:15 午前,21.366,,,,
482,11/17/21 08:46:15 午前,21.318,,,,
483,11/17/21 09:46:15 午前,21.294,,,,
484,11/17/21 10:46:15 午前,21.342,,,,
485,11/17/21 11:46:15 午前,21.413,,,,
486,11/17/21 12:46:15 午後,21.461,,,,
487,11/17/21 01:46:15 午後,21.485,,,,
488,11/17/21 02:46:15 午後,21.485,,,,
489,11/17/21 03:46:15 午後,21.509,,,,
490,11/17/21 04:46:15 午後,21.533,,,,
491,11/17/21 05:46:15 午後,21.557,,,,
492,11/17/21 06:46:15 午後,21.557,,,,
493,11/17/21 07:46:15 午後,21.533,,,,
494,11/17/21 08:46:15 午後,21.509,,,,
495,11/17/21 09:46:15 午後,21.461,,,,
496,11/17/21 10:46:15 午後,21.413,,,,
497,11/17/21 11:46:15 午後,21.39,,,,
498,11/18/21 12:46:15 午前,21.294,,,,
499,11/18/21 01:46:15 午前,21.223,,,,
500,11/18/21 02:46:15 午前,21.246,,,,
501,11/18/21 03:46:15 午前,21.27,,,,
502,11/18/21 04:46:15 午前,21.318,,,,
503,11/18/21 05:46:15 午前,21.39,,,,
504,11/18/21 06:46:15 午前,21.461,,,,
505,11/18/21 07:46:15 午前,21.509,,,,
506,11/18/21 08:46:15 午前,21.557,,,,
507,11/18/21 09:46:15 午前,21.581,,,,
508,11/18/21 10:46:15 午前,21.581,,,,
509,11/18/21 11:46:15 午前,21.628,,,,
510,11/18/21 12:46:15 午後,21.676,,,,
511,11/18/21 01:46:15 午後,21.748,,,,
512,11/18/21 02:46:15 午後,21.819,,,,
513,11/18/21 03:46:15 午後,21.843,,,,
514,11/18/21 04:46:15 午後,21.867,,,,
515,11/18/21 05:46:15 午後,21.867,,,,
516,11/18/21 06:46:15 午後,21.867,,,,
517,11/18/21 07:46:15 午後,21.843,,,,
518,11/18/21 08:46:15 午後,21.795,,,,
519,11/18/21 09:46:15 午後,21.7,,,,
520,11/18/21 10:46:15 午後,21.652,,,,
521,11/18/21 11:46:15 午後,21.652,,,,
522,11/19/21 12:46:15 午前,21.652,,,,
523,11/19/21 01:46:15 午前,21.652,,,,
524,11/19/21 02:46:15 午前,21.604,,,,
525,11/19/21 03:46:15 午前,21.581,,,,
526,11/19/21 04:46:15 午前,21.581,,,,
527,11/19/21 05:46:15 午前,21.581,,,,
528,11/19/21 06:46:15 午前,21.581,,,,
529,11/19/21 07:46:15 午前,21.581,,,,
530,11/19/21 08:46:15 午前,21.533,,,,
531,11/19/21 09:46:15 午前,21.509,,,,
532,11/19/21 10:46:15 午前,21.533,,,,
533,11/19/21 11:46:15 午前,21.557,,,,
534,11/19/21 12:46:15 午後,21.604,,,,
535,11/19/21 01:46:15 午後,21.628,,,,
536,11/19/21 02:46:15 午後,21.652,,,,
537,11/19/21 03:46:15 午後,21.604,,,,
538,11/19/21 04:46:15 午後,21.461,,,,
539,11/19/21 05:46:15 午後,21.366,,,,
540,11/19/21 06:46:15 午後,21.318,,,,
541,11/19/21 07:46:15 午後,21.318,,,,
542,11/19/21 08:46:15 午後,21.27,,,,
543,11/19/21 09:46:15 午後,21.223,,,,
544,11/19/21 10:46:15 午後,21.199,,,,
545,11/19/21 11:46:15 午後,21.27,,,,
546,11/20/21 12:46:15 午前,21.366,,,,
547,11/20/21 01:46:15 午前,21.437,,,,
548,11/20/21 02:46:15 午前,21.485,,,,
549,11/20/21 03:46:15 午前,21.437,,,,
550,11/20/21 04:46:15 午前,21.413,,,,
551,11/20/21 05:46:15 午前,21.437,,,,
