Plot Title: site24_spot003_2020,,,,,,,
#,"Date Time, GMT+09:00","Temp, °C",Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
298,09/23/19 09:00:00 午後,25.72,,,,,
299,09/23/19 10:00:00 午後,25.38,,,,,
300,09/23/19 11:00:00 午後,25.428,,,,,
301,09/24/19 12:00:00 午前,25.477,,,,,
302,09/24/19 01:00:00 午前,25.428,,,,,
303,09/24/19 02:00:00 午前,25.283,,,,,
304,09/24/19 03:00:00 午前,25.307,,,,,
305,09/24/19 04:00:00 午前,25.404,,,,,
306,09/24/19 05:00:00 午前,25.428,,,,,
307,09/24/19 06:00:00 午前,25.404,,,,,
308,09/24/19 07:00:00 午前,25.283,,,,,
309,09/24/19 08:00:00 午前,25.283,,,,,
310,09/24/19 09:00:00 午前,25.38,,,,,
311,09/24/19 10:00:00 午前,25.501,,,,,
312,09/24/19 11:00:00 午前,25.574,,,,,
313,09/24/19 12:00:00 午後,25.623,,,,,
314,09/24/19 01:00:00 午後,25.647,,,,,
315,09/24/19 02:00:00 午後,25.647,,,,,
316,09/24/19 03:00:00 午後,25.623,,,,,
317,09/24/19 04:00:00 午後,25.695,,,,,
318,09/24/19 05:00:00 午後,26.256,,,,,
319,09/24/19 06:00:00 午後,26.231,,,,,
320,09/24/19 07:00:00 午後,26.182,,,,,
321,09/24/19 08:00:00 午後,26.158,,,,,
322,09/24/19 09:00:00 午後,26.061,,,,,
323,09/24/19 10:00:00 午後,25.866,,,,,
324,09/24/19 11:00:00 午後,25.671,,,,,
325,09/25/19 12:00:00 午前,25.55,,,,,
326,09/25/19 01:00:00 午前,25.525,,,,,
327,09/25/19 02:00:00 午前,25.55,,,,,
328,09/25/19 03:00:00 午前,25.55,,,,,
329,09/25/19 04:00:00 午前,25.817,,,,,
330,09/25/19 05:00:00 午前,25.987,,,,,
331,09/25/19 06:00:00 午前,26.036,,,,,
332,09/25/19 07:00:00 午前,26.036,,,,,
333,09/25/19 08:00:00 午前,26.036,,,,,
334,09/25/19 09:00:00 午前,25.987,,,,,
335,09/25/19 10:00:00 午前,25.987,,,,,
336,09/25/19 11:00:00 午前,25.963,,,,,
337,09/25/19 12:00:00 午後,25.987,,,,,
338,09/25/19 01:00:00 午後,25.793,,,,,
339,09/25/19 02:00:00 午後,25.768,,,,,
340,09/25/19 03:00:00 午後,25.817,,,,,
341,09/25/19 04:00:00 午後,25.817,,,,,
342,09/25/19 05:00:00 午後,25.744,,,,,
343,09/25/19 06:00:00 午後,25.817,,,,,
344,09/25/19 07:00:00 午後,25.768,,,,,
345,09/25/19 08:00:00 午後,25.768,,,,,
346,09/25/19 09:00:00 午後,25.744,,,,,
347,09/25/19 10:00:00 午後,25.671,,,,,
348,09/25/19 11:00:00 午後,25.72,,,,,
349,09/26/19 12:00:00 午前,25.72,,,,,
350,09/26/19 01:00:00 午前,25.695,,,,,
351,09/26/19 02:00:00 午前,25.647,,,,,
352,09/26/19 03:00:00 午前,25.793,,,,,
353,09/26/19 04:00:00 午前,25.768,,,,,
354,09/26/19 05:00:00 午前,25.768,,,,,
355,09/26/19 06:00:00 午前,25.793,,,,,
356,09/26/19 07:00:00 午前,25.817,,,,,
357,09/26/19 08:00:00 午前,25.671,,,,,
358,09/26/19 09:00:00 午前,25.501,,,,,
359,09/26/19 10:00:00 午前,25.623,,,,,
360,09/26/19 11:00:00 午前,25.647,,,,,
361,09/26/19 12:00:00 午後,25.744,,,,,
362,09/26/19 01:00:00 午後,25.866,,,,,
363,09/26/19 02:00:00 午後,25.768,,,,,
364,09/26/19 03:00:00 午後,25.428,,,,,
365,09/26/19 04:00:00 午後,25.647,,,,,
366,09/26/19 05:00:00 午後,25.574,,,,,
367,09/26/19 06:00:00 午後,25.695,,,,,
368,09/26/19 07:00:00 午後,25.841,,,,,
369,09/26/19 08:00:00 午後,25.817,,,,,
370,09/26/19 09:00:00 午後,25.72,,,,,
371,09/26/19 10:00:00 午後,25.647,,,,,
372,09/26/19 11:00:00 午後,25.598,,,,,
373,09/27/19 12:00:00 午前,25.623,,,,,
374,09/27/19 01:00:00 午前,25.671,,,,,
375,09/27/19 02:00:00 午前,25.647,,,,,
376,09/27/19 03:00:00 午前,25.623,,,,,
377,09/27/19 04:00:00 午前,25.55,,,,,
378,09/27/19 05:00:00 午前,25.671,,,,,
379,09/27/19 06:00:00 午前,25.841,,,,,
380,09/27/19 07:00:00 午前,25.817,,,,,
381,09/27/19 08:00:00 午前,25.817,,,,,
382,09/27/19 09:00:00 午前,25.695,,,,,
383,09/27/19 10:00:00 午前,25.72,,,,,
384,09/27/19 11:00:00 午前,25.793,,,,,
385,09/27/19 12:00:00 午後,25.744,,,,,
386,09/27/19 01:00:00 午後,25.817,,,,,
387,09/27/19 02:00:00 午後,25.841,,,,,
388,09/27/19 03:00:00 午後,25.939,,,,,
389,09/27/19 04:00:00 午後,25.768,,,,,
390,09/27/19 05:00:00 午後,25.987,,,,,
391,09/27/19 06:00:00 午後,25.963,,,,,
392,09/27/19 07:00:00 午後,25.914,,,,,
393,09/27/19 08:00:00 午後,25.963,,,,,
394,09/27/19 09:00:00 午後,25.89,,,,,
395,09/27/19 10:00:00 午後,25.793,,,,,
396,09/27/19 11:00:00 午後,25.793,,,,,
397,09/28/19 12:00:00 午前,25.817,,,,,
398,09/28/19 01:00:00 午前,25.768,,,,,
399,09/28/19 02:00:00 午前,25.768,,,,,
400,09/28/19 03:00:00 午前,25.695,,,,,
401,09/28/19 04:00:00 午前,25.671,,,,,
402,09/28/19 05:00:00 午前,25.744,,,,,
403,09/28/19 06:00:00 午前,26.109,,,,,
404,09/28/19 07:00:00 午前,26.134,,,,,
405,09/28/19 08:00:00 午前,26.207,,,,,
406,09/28/19 09:00:00 午前,26.207,,,,,
407,09/28/19 10:00:00 午前,26.085,,,,,
408,09/28/19 11:00:00 午前,25.866,,,,,
409,09/28/19 12:00:00 午後,25.914,,,,,
410,09/28/19 01:00:00 午後,25.939,,,,,
411,09/28/19 02:00:00 午後,25.963,,,,,
412,09/28/19 03:00:00 午後,25.987,,,,,
413,09/28/19 04:00:00 午後,26.207,,,,,
414,09/28/19 05:00:00 午後,25.817,,,,,
415,09/28/19 06:00:00 午後,26.158,,,,,
416,09/28/19 07:00:00 午後,26.207,,,,,
417,09/28/19 08:00:00 午後,26.134,,,,,
418,09/28/19 09:00:00 午後,26.085,,,,,
419,09/28/19 10:00:00 午後,26.158,,,,,
420,09/28/19 11:00:00 午後,25.987,,,,,
421,09/29/19 12:00:00 午前,26.036,,,,,
422,09/29/19 01:00:00 午前,26.061,,,,,
423,09/29/19 02:00:00 午前,26.134,,,,,
424,09/29/19 03:00:00 午前,26.158,,,,,
425,09/29/19 04:00:00 午前,26.085,,,,,
426,09/29/19 05:00:00 午前,26.109,,,,,
427,09/29/19 06:00:00 午前,26.134,,,,,
428,09/29/19 07:00:00 午前,26.28,,,,,
429,09/29/19 08:00:00 午前,26.28,,,,,
430,09/29/19 09:00:00 午前,26.304,,,,,
431,09/29/19 10:00:00 午前,26.28,,,,,
432,09/29/19 11:00:00 午前,26.061,,,,,
433,09/29/19 12:00:00 午後,26.085,,,,,
434,09/29/19 01:00:00 午後,26.109,,,,,
435,09/29/19 02:00:00 午後,26.134,,,,,
436,09/29/19 03:00:00 午後,26.109,,,,,
437,09/29/19 04:00:00 午後,26.207,,,,,
438,09/29/19 05:00:00 午後,26.134,,,,,
439,09/29/19 06:00:00 午後,26.012,,,,,
440,09/29/19 07:00:00 午後,26.134,,,,,
441,09/29/19 08:00:00 午後,26.158,,,,,
442,09/29/19 09:00:00 午後,26.085,,,,,
443,09/29/19 10:00:00 午後,26.109,,,,,
444,09/29/19 11:00:00 午後,26.158,,,,,
445,09/30/19 12:00:00 午前,26.085,,,,,
446,09/30/19 01:00:00 午前,26.182,,,,,
447,09/30/19 02:00:00 午前,26.207,,,,,
448,09/30/19 03:00:00 午前,26.304,,,,,
449,09/30/19 04:00:00 午前,26.304,,,,,
450,09/30/19 05:00:00 午前,26.256,,,,,
451,09/30/19 06:00:00 午前,26.158,,,,,
452,09/30/19 07:00:00 午前,26.061,,,,,
453,09/30/19 08:00:00 午前,25.987,,,,,
454,09/30/19 09:00:00 午前,26.085,,,,,
455,09/30/19 10:00:00 午前,26.182,,,,,
456,09/30/19 11:00:00 午前,26.109,,,,,
457,09/30/19 12:00:00 午後,26.036,,,,,
458,09/30/19 01:00:00 午後,26.134,,,,,
459,09/30/19 02:00:00 午後,26.256,,,,,
460,09/30/19 03:00:00 午後,26.378,,,,,
461,09/30/19 04:00:00 午後,26.451,,,,,
462,09/30/19 05:00:00 午後,26.304,,,,,
463,09/30/19 06:00:00 午後,26.231,,,,,
464,09/30/19 07:00:00 午後,25.939,,,,,
465,09/30/19 08:00:00 午後,25.695,,,,,
466,09/30/19 09:00:00 午後,25.963,,,,,
467,09/30/19 10:00:00 午後,26.28,,,,,
468,09/30/19 11:00:00 午後,26.207,,,,,
469,10/01/19 12:00:00 午前,26.109,,,,,
470,10/01/19 01:00:00 午前,26.256,,,,,
471,10/01/19 02:00:00 午前,26.256,,,,,
472,10/01/19 03:00:00 午前,26.329,,,,,
473,10/01/19 04:00:00 午前,26.329,,,,,
474,10/01/19 05:00:00 午前,26.304,,,,,
475,10/01/19 06:00:00 午前,26.256,,,,,
476,10/01/19 07:00:00 午前,26.134,,,,,
477,10/01/19 08:00:00 午前,26.036,,,,,
478,10/01/19 09:00:00 午前,26.061,,,,,
479,10/01/19 10:00:00 午前,26.085,,,,,
480,10/01/19 11:00:00 午前,26.158,,,,,
481,10/01/19 12:00:00 午後,26.109,,,,,
482,10/01/19 01:00:00 午後,26.109,,,,,
483,10/01/19 02:00:00 午後,26.134,,,,,
484,10/01/19 03:00:00 午後,26.231,,,,,
485,10/01/19 04:00:00 午後,26.28,,,,,
486,10/01/19 05:00:00 午後,26.28,,,,,
487,10/01/19 06:00:00 午後,26.231,,,,,
488,10/01/19 07:00:00 午後,26.036,,,,,
489,10/01/19 08:00:00 午後,26.085,,,,,
490,10/01/19 09:00:00 午後,25.963,,,,,
491,10/01/19 10:00:00 午後,25.987,,,,,
492,10/01/19 11:00:00 午後,25.987,,,,,
493,10/02/19 12:00:00 午前,26.109,,,,,
494,10/02/19 01:00:00 午前,26.207,,,,,
495,10/02/19 02:00:00 午前,26.231,,,,,
496,10/02/19 03:00:00 午前,26.231,,,,,
497,10/02/19 04:00:00 午前,26.207,,,,,
498,10/02/19 05:00:00 午前,26.256,,,,,
499,10/02/19 06:00:00 午前,26.207,,,,,
500,10/02/19 07:00:00 午前,25.744,,,,,
501,10/02/19 08:00:00 午前,26.061,,,,,
502,10/02/19 09:00:00 午前,26.109,,,,,
503,10/02/19 10:00:00 午前,26.109,,,,,
504,10/02/19 11:00:00 午前,26.085,,,,,
505,10/02/19 12:00:00 午後,26.109,,,,,
506,10/02/19 01:00:00 午後,26.134,,,,,
507,10/02/19 02:00:00 午後,26.134,,,,,
508,10/02/19 03:00:00 午後,26.158,,,,,
509,10/02/19 04:00:00 午後,26.158,,,,,
510,10/02/19 05:00:00 午後,26.182,,,,,
511,10/02/19 06:00:00 午後,26.207,,,,,
512,10/02/19 07:00:00 午後,26.207,,,,,
513,10/02/19 08:00:00 午後,26.28,,,,,
514,10/02/19 09:00:00 午後,26.28,,,,,
515,10/02/19 10:00:00 午後,26.256,,,,,
516,10/02/19 11:00:00 午後,26.231,,,,,
517,10/03/19 12:00:00 午前,26.182,,,,,
518,10/03/19 01:00:00 午前,26.158,,,,,
519,10/03/19 02:00:00 午前,26.158,,,,,
520,10/03/19 03:00:00 午前,26.158,,,,,
521,10/03/19 04:00:00 午前,26.182,,,,,
522,10/03/19 05:00:00 午前,26.158,,,,,
523,10/03/19 06:00:00 午前,26.158,,,,,
524,10/03/19 07:00:00 午前,26.158,,,,,
525,10/03/19 08:00:00 午前,26.207,,,,,
526,10/03/19 09:00:00 午前,26.304,,,,,
527,10/03/19 10:00:00 午前,26.304,,,,,
528,10/03/19 11:00:00 午前,26.28,,,,,
529,10/03/19 12:00:00 午後,26.304,,,,,
530,10/03/19 01:00:00 午後,26.304,,,,,
531,10/03/19 02:00:00 午後,26.304,,,,,
532,10/03/19 03:00:00 午後,26.329,,,,,
