プロット タイトル: site21_spot011_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291294, SEN S/N: 20291294, LBL: ℃)",カプラー取り外し (LGR S/N: 20291294),カプラー取り付け (LGR S/N: 20291294),ホスト接続 (LGR S/N: 20291294),停止済み (LGR S/N: 20291294),ファイルの終わり (LGR S/N: 20291294)
4982,07/17/24 12:00:00 午前,25.089,,,,,
4983,07/17/24 01:00:00 午前,24.944,,,,,
4984,07/17/24 02:00:00 午前,24.992,,,,,
4985,07/17/24 03:00:00 午前,25.355,,,,,
4986,07/17/24 04:00:00 午前,25.598,,,,,
4987,07/17/24 05:00:00 午前,24.895,,,,,
4988,07/17/24 06:00:00 午前,24.243,,,,,
4989,07/17/24 07:00:00 午前,24.267,,,,,
4990,07/17/24 08:00:00 午前,24.871,,,,,
4991,07/17/24 09:00:00 午前,25.186,,,,,
4992,07/17/24 10:00:00 午前,24.508,,,,,
4993,07/17/24 11:00:00 午前,24.557,,,,,
4994,07/17/24 12:00:00 午後,25.162,,,,,
4995,07/17/24 01:00:00 午後,25.525,,,,,
4996,07/17/24 02:00:00 午後,25.016,,,,,
4997,07/17/24 03:00:00 午後,24.581,,,,,
4998,07/17/24 04:00:00 午後,24.508,,,,,
4999,07/17/24 05:00:00 午後,24.484,,,,,
5000,07/17/24 06:00:00 午後,24.46,,,,,
5001,07/17/24 07:00:00 午後,24.508,,,,,
5002,07/17/24 08:00:00 午後,24.581,,,,,
5003,07/17/24 09:00:00 午後,24.363,,,,,
5004,07/17/24 10:00:00 午後,24.291,,,,,
5005,07/17/24 11:00:00 午後,24.798,,,,,
5006,07/18/24 12:00:00 午前,25.186,,,,,
5007,07/18/24 01:00:00 午前,24.871,,,,,
5008,07/18/24 02:00:00 午前,25.574,,,,,
5009,07/18/24 03:00:00 午前,25.525,,,,,
5010,07/18/24 04:00:00 午前,24.532,,,,,
5011,07/18/24 05:00:00 午前,24.074,,,,,
5012,07/18/24 06:00:00 午前,25.04,,,,,
5013,07/18/24 07:00:00 午前,25.671,,,,,
5014,07/18/24 08:00:00 午前,25.55,,,,,
5015,07/18/24 09:00:00 午前,25.04,,,,,
5016,07/18/24 10:00:00 午前,25.04,,,,,
5017,07/18/24 11:00:00 午前,25.817,,,,,
5018,07/18/24 12:00:00 午後,24.605,,,,,
5019,07/18/24 01:00:00 午後,25.04,,,,,
5020,07/18/24 02:00:00 午後,25.404,,,,,
5021,07/18/24 03:00:00 午後,24.46,,,,,
5022,07/18/24 04:00:00 午後,25.477,,,,,
5023,07/18/24 05:00:00 午後,26.304,,,,,
5024,07/18/24 06:00:00 午後,25.186,,,,,
5025,07/18/24 07:00:00 午後,23.978,,,,,
5026,07/18/24 08:00:00 午後,24.847,,,,,
5027,07/18/24 09:00:00 午後,25.671,,,,,
5028,07/18/24 10:00:00 午後,26.036,,,,,
5029,07/18/24 11:00:00 午後,26.012,,,,,
5030,07/19/24 12:00:00 午前,24.75,,,,,
5031,07/19/24 01:00:00 午前,24.146,,,,,
5032,07/19/24 02:00:00 午前,24.653,,,,,
5033,07/19/24 03:00:00 午前,25.72,,,,,
5034,07/19/24 04:00:00 午前,26.304,,,,,
5035,07/19/24 05:00:00 午前,24.702,,,,,
5036,07/19/24 06:00:00 午前,25.768,,,,,
5037,07/19/24 07:00:00 午前,27.038,,,,,
5038,07/19/24 08:00:00 午前,25.258,,,,,
5039,07/19/24 09:00:00 午前,25.307,,,,,
5040,07/19/24 10:00:00 午前,25.744,,,,,
5041,07/19/24 11:00:00 午前,26.158,,,,,
5042,07/19/24 12:00:00 午後,26.524,,,,,
5043,07/19/24 01:00:00 午後,26.426,,,,,
5044,07/19/24 02:00:00 午後,25.428,,,,,
5045,07/19/24 03:00:00 午後,25.72,,,,,
5046,07/19/24 04:00:00 午後,26.231,,,,,
5047,07/19/24 05:00:00 午後,25.428,,,,,
5048,07/19/24 06:00:00 午後,25.598,,,,,
5049,07/19/24 07:00:00 午後,25.477,,,,,
5050,07/19/24 08:00:00 午後,25.331,,,,,
5051,07/19/24 09:00:00 午後,25.477,,,,,
5052,07/19/24 10:00:00 午後,24.847,,,,,
5053,07/19/24 11:00:00 午後,24.532,,,,,
5054,07/20/24 12:00:00 午前,25.258,,,,,
5055,07/20/24 01:00:00 午前,25.137,,,,,
5056,07/20/24 02:00:00 午前,24.653,,,,,
5057,07/20/24 03:00:00 午前,25.137,,,,,
5058,07/20/24 04:00:00 午前,25.04,,,,,
5059,07/20/24 05:00:00 午前,24.291,,,,,
5060,07/20/24 06:00:00 午前,24.847,,,,,
5061,07/20/24 07:00:00 午前,25.647,,,,,
5062,07/20/24 08:00:00 午前,25.768,,,,,
5063,07/20/24 09:00:00 午前,25.841,,,,,
5064,07/20/24 10:00:00 午前,26.036,,,,,
5065,07/20/24 11:00:00 午前,26.598,,,,,
5066,07/20/24 12:00:00 午後,26.524,,,,,
5067,07/20/24 01:00:00 午後,26.867,,,,,
5068,07/20/24 02:00:00 午後,26.622,,,,,
5069,07/20/24 03:00:00 午後,26.5,,,,,
5070,07/20/24 04:00:00 午後,24.243,,,,,
5071,07/20/24 05:00:00 午後,24.122,,,,,
5072,07/20/24 06:00:00 午後,25.355,,,,,
5073,07/20/24 07:00:00 午後,25.793,,,,,
5074,07/20/24 08:00:00 午後,25.963,,,,,
5075,07/20/24 09:00:00 午後,25.914,,,,,
5076,07/20/24 10:00:00 午後,25.38,,,,,
5077,07/20/24 11:00:00 午後,24.557,,,,,
5078,07/21/24 12:00:00 午前,24.605,,,,,
5079,07/21/24 01:00:00 午前,25.307,,,,,
5080,07/21/24 02:00:00 午前,25.671,,,,,
5081,07/21/24 03:00:00 午前,25.914,,,,,
5082,07/21/24 04:00:00 午前,25.525,,,,,
5083,07/21/24 05:00:00 午前,25.768,,,,,
5084,07/21/24 06:00:00 午前,26.353,,,,,
5085,07/21/24 07:00:00 午前,26.451,,,,,
5086,07/21/24 08:00:00 午前,26.646,,,,,
5087,07/21/24 09:00:00 午前,25.963,,,,,
5088,07/21/24 10:00:00 午前,24.944,,,,,
5089,07/21/24 11:00:00 午前,24.557,,,,,
5090,07/21/24 12:00:00 午後,24.75,,,,,
5091,07/21/24 01:00:00 午後,25.234,,,,,
5092,07/21/24 02:00:00 午後,25.065,,,,,
5093,07/21/24 03:00:00 午後,24.339,,,,,
5094,07/21/24 04:00:00 午後,24.267,,,,,
5095,07/21/24 05:00:00 午後,24.46,,,,,
5096,07/21/24 06:00:00 午後,24.75,,,,,
5097,07/21/24 07:00:00 午後,24.243,,,,,
5098,07/21/24 08:00:00 午後,23.93,,,,,
5099,07/21/24 09:00:00 午後,24.002,,,,,
5100,07/21/24 10:00:00 午後,23.761,,,,,
5101,07/21/24 11:00:00 午後,24.122,,,,,
5102,07/22/24 12:00:00 午前,24.629,,,,,
5103,07/22/24 01:00:00 午前,24.944,,,,,
5104,07/22/24 02:00:00 午前,24.412,,,,,
5105,07/22/24 03:00:00 午前,25.137,,,,,
5106,07/22/24 04:00:00 午前,25.453,,,,,
5107,07/22/24 05:00:00 午前,25.817,,,,,
5108,07/22/24 06:00:00 午前,25.501,,,,,
5109,07/22/24 07:00:00 午前,25.113,,,,,
5110,07/22/24 08:00:00 午前,24.774,,,,,
5111,07/22/24 09:00:00 午前,25.234,,,,,
5112,07/22/24 10:00:00 午前,25.817,,,,,
5113,07/22/24 11:00:00 午前,25.647,,,,,
5114,07/22/24 12:00:00 午後,26.061,,,,,
5115,07/22/24 01:00:00 午後,25.89,,,,,
5116,07/22/24 02:00:00 午後,25.404,,,,,
5117,07/22/24 03:00:00 午後,24.267,,,,,
5118,07/22/24 04:00:00 午後,23.256,,,,,
5119,07/22/24 05:00:00 午後,23.4,,,,,
5120,07/22/24 06:00:00 午後,23.448,,,,,
5121,07/22/24 07:00:00 午後,23.641,,,,,
5122,07/22/24 08:00:00 午後,23.93,,,,,
5123,07/22/24 09:00:00 午後,24.098,,,,,
5124,07/22/24 10:00:00 午後,24.219,,,,,
5125,07/22/24 11:00:00 午後,24.146,,,,,
5126,07/23/24 12:00:00 午前,24.412,,,,,
5127,07/23/24 01:00:00 午前,24.46,,,,,
5128,07/23/24 02:00:00 午前,23.737,,,,,
5129,07/23/24 03:00:00 午前,22.944,,,,,
5130,07/23/24 04:00:00 午前,23.521,,,,,
5131,07/23/24 05:00:00 午前,23.569,,,,,
5132,07/23/24 06:00:00 午前,22.848,,,,,
5133,07/23/24 07:00:00 午前,22.633,,,,,
5134,07/23/24 08:00:00 午前,23.785,,,,,
5135,07/23/24 09:00:00 午前,24.315,,,,,
5136,07/23/24 10:00:00 午前,24.605,,,,,
5137,07/23/24 11:00:00 午前,24.798,,,,,
5138,07/23/24 12:00:00 午後,25.234,,,,,
5139,07/23/24 01:00:00 午後,25.501,,,,,
5140,07/23/24 02:00:00 午後,25.598,,,,,
5141,07/23/24 03:00:00 午後,25.671,,,,,
5142,07/23/24 04:00:00 午後,25.987,,,,,
5143,07/23/24 05:00:00 午後,25.817,,,,,
5144,07/23/24 06:00:00 午後,23.545,,,,,
5145,07/23/24 07:00:00 午後,22.729,,,,,
5146,07/23/24 08:00:00 午後,22.848,,,,,
5147,07/23/24 09:00:00 午後,22.776,,,,,
5148,07/23/24 10:00:00 午後,23.088,,,,,
5149,07/23/24 11:00:00 午後,23.16,,,,,
5150,07/24/24 12:00:00 午前,23.28,,,,,
5151,07/24/24 01:00:00 午前,23.545,,,,,
5152,07/24/24 02:00:00 午前,23.376,,,,,
5153,07/24/24 03:00:00 午前,22.753,,,,,
5154,07/24/24 04:00:00 午前,22.872,,,,,
5155,07/24/24 05:00:00 午前,23.064,,,,,
5156,07/24/24 06:00:00 午前,23.04,,,,,
5157,07/24/24 07:00:00 午前,23.4,,,,,
5158,07/24/24 08:00:00 午前,24.05,,,,,
5159,07/24/24 09:00:00 午前,24.847,,,,,
5160,07/24/24 10:00:00 午前,24.412,,,,,
5161,07/24/24 11:00:00 午前,25.137,,,,,
5162,07/24/24 12:00:00 午後,25.477,,,,,
5163,07/24/24 01:00:00 午後,25.404,,,,,
5164,07/24/24 02:00:00 午後,24.388,,,,,
5165,07/24/24 03:00:00 午後,24.122,,,,,
5166,07/24/24 04:00:00 午後,23.93,,,,,
5167,07/24/24 05:00:00 午後,24.122,,,,,
5168,07/24/24 06:00:00 午後,23.448,,,,,
5169,07/24/24 07:00:00 午後,23.93,,,,,
5170,07/24/24 08:00:00 午後,23.448,,,,,
5171,07/24/24 09:00:00 午後,24.074,,,,,
5172,07/24/24 10:00:00 午後,24.532,,,,,
5173,07/24/24 11:00:00 午後,24.291,,,,,
5174,07/25/24 12:00:00 午前,24.557,,,,,
5175,07/25/24 01:00:00 午前,24.702,,,,,
5176,07/25/24 02:00:00 午前,24.895,,,,,
5177,07/25/24 03:00:00 午前,23.833,,,,,
5178,07/25/24 04:00:00 午前,24.074,,,,,
5179,07/25/24 05:00:00 午前,24.532,,,,,
5180,07/25/24 06:00:00 午前,24.557,,,,,
5181,07/25/24 07:00:00 午前,24.412,,,,,
5182,07/25/24 08:00:00 午前,24.219,,,,,
5183,07/25/24 09:00:00 午前,23.641,,,,,
5184,07/25/24 10:00:00 午前,23.112,,,,,
5185,07/25/24 11:00:00 午前,23.472,,,,,
5186,07/25/24 12:00:00 午後,23.4,,,,,
5187,07/25/24 01:00:00 午後,23.689,,,,,
5188,07/25/24 02:00:00 午後,23.593,,,,,
5189,07/25/24 03:00:00 午後,23.497,,,,,
5190,07/25/24 04:00:00 午後,23.785,,,,,
5191,07/25/24 05:00:00 午後,23.954,,,,,
5192,07/25/24 06:00:00 午後,24.195,,,,,
5193,07/25/24 07:00:00 午後,23.665,,,,,
5194,07/25/24 08:00:00 午後,23.641,,,,,
5195,07/25/24 09:00:00 午後,23.761,,,,,
5196,07/25/24 10:00:00 午後,23.978,,,,,
5197,07/25/24 11:00:00 午後,24.146,,,,,
5198,07/26/24 12:00:00 午前,23.93,,,,,
5199,07/26/24 01:00:00 午前,24.05,,,,,
5200,07/26/24 02:00:00 午前,24.122,,,,,
5201,07/26/24 03:00:00 午前,24.412,,,,,
5202,07/26/24 04:00:00 午前,24.702,,,,,
5203,07/26/24 05:00:00 午前,24.557,,,,,
5204,07/26/24 06:00:00 午前,22.992,,,,,
5205,07/26/24 07:00:00 午前,22.944,,,,,
5206,07/26/24 08:00:00 午前,23.304,,,,,
5207,07/26/24 09:00:00 午前,23.641,,,,,
5208,07/26/24 10:00:00 午前,23.954,,,,,
5209,07/26/24 11:00:00 午前,24.122,,,,,
5210,07/26/24 12:00:00 午後,24.629,,,,,
5211,07/26/24 01:00:00 午後,25.016,,,,,
5212,07/26/24 02:00:00 午後,25.355,,,,,
5213,07/26/24 03:00:00 午後,25.016,,,,,
5214,07/26/24 04:00:00 午後,24.75,,,,,
5215,07/26/24 05:00:00 午後,24.774,,,,,
5216,07/26/24 06:00:00 午後,24.629,,,,,
5217,07/26/24 07:00:00 午後,24.363,,,,,
5218,07/26/24 08:00:00 午後,24.653,,,,,
5219,07/26/24 09:00:00 午後,24.823,,,,,
5220,07/26/24 10:00:00 午後,24.944,,,,,
5221,07/26/24 11:00:00 午後,24.919,,,,,
5222,07/27/24 12:00:00 午前,24.944,,,,,
5223,07/27/24 01:00:00 午前,25.065,,,,,
5224,07/27/24 02:00:00 午前,25.113,,,,,
5225,07/27/24 03:00:00 午前,25.065,,,,,
5226,07/27/24 04:00:00 午前,25.065,,,,,
5227,07/27/24 05:00:00 午前,24.992,,,,,
5228,07/27/24 06:00:00 午前,25.234,,,,,
5229,07/27/24 07:00:00 午前,25.137,,,,,
5230,07/27/24 08:00:00 午前,25.234,,,,,
5231,07/27/24 09:00:00 午前,25.355,,,,,
5232,07/27/24 10:00:00 午前,25.355,,,,,
5233,07/27/24 11:00:00 午前,25.623,,,,,
5234,07/27/24 12:00:00 午後,25.623,,,,,
5235,07/27/24 01:00:00 午後,25.21,,,,,
5236,07/27/24 02:00:00 午後,24.798,,,,,
5237,07/27/24 03:00:00 午後,24.944,,,,,
5238,07/27/24 04:00:00 午後,25.355,,,,,
5239,07/27/24 05:00:00 午後,25.404,,,,,
5240,07/27/24 06:00:00 午後,25.258,,,,,
5241,07/27/24 07:00:00 午後,25.137,,,,,
5242,07/27/24 08:00:00 午後,25.525,,,,,
5243,07/27/24 09:00:00 午後,25.428,,,,,
5244,07/27/24 10:00:00 午後,25.453,,,,,
5245,07/27/24 11:00:00 午後,25.428,,,,,
5246,07/28/24 12:00:00 午前,25.428,,,,,
5247,07/28/24 01:00:00 午前,25.331,,,,,
5248,07/28/24 02:00:00 午前,25.355,,,,,
5249,07/28/24 03:00:00 午前,25.38,,,,,
5250,07/28/24 04:00:00 午前,25.162,,,,,
5251,07/28/24 05:00:00 午前,24.291,,,,,
5252,07/28/24 06:00:00 午前,23.881,,,,,
5253,07/28/24 07:00:00 午前,23.978,,,,,
5254,07/28/24 08:00:00 午前,24.122,,,,,
5255,07/28/24 09:00:00 午前,23.93,,,,,
5256,07/28/24 10:00:00 午前,24.363,,,,,
5257,07/28/24 11:00:00 午前,23.617,,,,,
5258,07/28/24 12:00:00 午後,23.569,,,,,
5259,07/28/24 01:00:00 午後,23.472,,,,,
5260,07/28/24 02:00:00 午後,23.641,,,,,
5261,07/28/24 03:00:00 午後,23.497,,,,,
5262,07/28/24 04:00:00 午後,23.593,,,,,
5263,07/28/24 05:00:00 午後,23.641,,,,,
5264,07/28/24 06:00:00 午後,23.424,,,,,
5265,07/28/24 07:00:00 午後,23.28,,,,,
5266,07/28/24 08:00:00 午後,23.593,,,,,
5267,07/28/24 09:00:00 午後,23.857,,,,,
5268,07/28/24 10:00:00 午後,24.267,,,,,
5269,07/28/24 11:00:00 午後,24.581,,,,,
5270,07/29/24 12:00:00 午前,25.21,,,,,
5271,07/29/24 01:00:00 午前,24.798,,,,,
5272,07/29/24 02:00:00 午前,25.186,,,,,
5273,07/29/24 03:00:00 午前,25.21,,,,,
5274,07/29/24 04:00:00 午前,24.05,,,,,
5275,07/29/24 05:00:00 午前,24.774,,,,,
5276,07/29/24 06:00:00 午前,24.46,,,,,
5277,07/29/24 07:00:00 午前,24.412,,,,,
5278,07/29/24 08:00:00 午前,24.823,,,,,
5279,07/29/24 09:00:00 午前,23.545,,,,,
5280,07/29/24 10:00:00 午前,24.992,,,,,
5281,07/29/24 11:00:00 午前,25.671,,,,,
5282,07/29/24 12:00:00 午後,24.122,,,,,
5283,07/29/24 01:00:00 午後,24.339,,,,,
5284,07/29/24 02:00:00 午後,24.412,,,,,
5285,07/29/24 03:00:00 午後,23.978,,,,,
5286,07/29/24 04:00:00 午後,24.267,,,,,
5287,07/29/24 05:00:00 午後,24.532,,,,,
5288,07/29/24 06:00:00 午後,24.484,,,,,
5289,07/29/24 07:00:00 午後,24.653,,,,,
5290,07/29/24 08:00:00 午後,25.04,,,,,
5291,07/29/24 09:00:00 午後,25.162,,,,,
5292,07/29/24 10:00:00 午後,25.089,,,,,
5293,07/29/24 11:00:00 午後,24.968,,,,,
5294,07/30/24 12:00:00 午前,24.823,,,,,
5295,07/30/24 01:00:00 午前,24.798,,,,,
5296,07/30/24 02:00:00 午前,24.75,,,,,
5297,07/30/24 03:00:00 午前,24.919,,,,,
5298,07/30/24 04:00:00 午前,24.847,,,,,
5299,07/30/24 05:00:00 午前,24.944,,,,,
5300,07/30/24 06:00:00 午前,24.798,,,,,
5301,07/30/24 07:00:00 午前,24.871,,,,,
5302,07/30/24 08:00:00 午前,24.774,,,,,
5303,07/30/24 09:00:00 午前,24.847,,,,,
5304,07/30/24 10:00:00 午前,24.75,,,,,
5305,07/30/24 11:00:00 午前,24.195,,,,,
5306,07/30/24 12:00:00 午後,24.605,,,,,
5307,07/30/24 01:00:00 午後,24.919,,,,,
5308,07/30/24 02:00:00 午後,25.089,,,,,
5309,07/30/24 03:00:00 午後,25.137,,,,,
5310,07/30/24 04:00:00 午後,25.065,,,,,
5311,07/30/24 05:00:00 午後,25.162,,,,,
5312,07/30/24 06:00:00 午後,25.258,,,,,
5313,07/30/24 07:00:00 午後,25.283,,,,,
5314,07/30/24 08:00:00 午後,25.355,,,,,
5315,07/30/24 09:00:00 午後,25.38,,,,,
5316,07/30/24 10:00:00 午後,25.38,,,,,
5317,07/30/24 11:00:00 午後,25.598,,,,,
5318,07/31/24 12:00:00 午前,25.574,,,,,
5319,07/31/24 01:00:00 午前,25.501,,,,,
5320,07/31/24 02:00:00 午前,25.089,,,,,
5321,07/31/24 03:00:00 午前,25.331,,,,,
5322,07/31/24 04:00:00 午前,25.477,,,,,
5323,07/31/24 05:00:00 午前,25.525,,,,,
5324,07/31/24 06:00:00 午前,25.38,,,,,
5325,07/31/24 07:00:00 午前,25.331,,,,,
5326,07/31/24 08:00:00 午前,25.428,,,,,
5327,07/31/24 09:00:00 午前,25.574,,,,,
5328,07/31/24 10:00:00 午前,25.501,,,,,
5329,07/31/24 11:00:00 午前,24.823,,,,,
5330,07/31/24 12:00:00 午後,24.871,,,,,
5331,07/31/24 01:00:00 午後,25.283,,,,,
5332,07/31/24 02:00:00 午後,25.647,,,,,
5333,07/31/24 03:00:00 午後,25.72,,,,,
5334,07/31/24 04:00:00 午後,25.234,,,,,
5335,07/31/24 05:00:00 午後,25.866,,,,,
5336,07/31/24 06:00:00 午後,25.841,,,,,
5337,07/31/24 07:00:00 午後,25.744,,,,,
5338,07/31/24 08:00:00 午後,25.258,,,,,
5339,07/31/24 09:00:00 午後,25.671,,,,,
5340,07/31/24 10:00:00 午後,25.453,,,,,
5341,07/31/24 11:00:00 午後,24.798,,,,,
5342,08/01/24 12:00:00 午前,26.012,,,,,
5343,08/01/24 01:00:00 午前,25.841,,,,,
5344,08/01/24 02:00:00 午前,26.109,,,,,
5345,08/01/24 03:00:00 午前,26.109,,,,,
5346,08/01/24 04:00:00 午前,25.234,,,,,
5347,08/01/24 05:00:00 午前,25.38,,,,,
5348,08/01/24 06:00:00 午前,25.72,,,,,
5349,08/01/24 07:00:00 午前,26.036,,,,,
5350,08/01/24 08:00:00 午前,26.231,,,,,
5351,08/01/24 09:00:00 午前,26.329,,,,,
5352,08/01/24 10:00:00 午前,26.158,,,,,
5353,08/01/24 11:00:00 午前,26.304,,,,,
5354,08/01/24 12:00:00 午後,26.598,,,,,
5355,08/01/24 01:00:00 午後,26.598,,,,,
5356,08/01/24 02:00:00 午後,26.818,,,,,
5357,08/01/24 03:00:00 午後,26.549,,,,,
5358,08/01/24 04:00:00 午後,27.382,,,,,
5359,08/01/24 05:00:00 午後,27.235,,,,,
5360,08/01/24 06:00:00 午後,26.989,,,,,
5361,08/01/24 07:00:00 午後,26.573,,,,,
5362,08/01/24 08:00:00 午後,26.769,,,,,
5363,08/01/24 09:00:00 午後,27.063,,,,,
5364,08/01/24 10:00:00 午後,26.94,,,,,
5365,08/01/24 11:00:00 午後,26.793,,,,,
5366,08/02/24 12:00:00 午前,26.842,,,,,
5367,08/02/24 01:00:00 午前,26.622,,,,,
5368,08/02/24 02:00:00 午前,27.358,,,,,
5369,08/02/24 03:00:00 午前,27.481,,,,,
5370,08/02/24 04:00:00 午前,27.604,,,,,
5371,08/02/24 05:00:00 午前,27.554,,,,,
5372,08/02/24 06:00:00 午前,27.505,,,,,
5373,08/02/24 07:00:00 午前,27.505,,,,,
5374,08/02/24 08:00:00 午前,27.505,,,,,
5375,08/02/24 09:00:00 午前,27.604,,,,,
5376,08/02/24 10:00:00 午前,27.776,,,,,
5377,08/02/24 11:00:00 午前,27.949,,,,,
5378,08/02/24 12:00:00 午後,28.171,,,,,
5379,08/02/24 01:00:00 午後,28.122,,,,,
5380,08/02/24 02:00:00 午後,28.097,,,,,
5381,08/02/24 03:00:00 午後,28.667,,,,,
5382,08/02/24 04:00:00 午後,28.221,,,,,
5383,08/02/24 05:00:00 午後,28.097,,,,,
5384,08/02/24 06:00:00 午後,28.493,,,,,
5385,08/02/24 07:00:00 午後,28.27,,,,,
5386,08/02/24 08:00:00 午後,28.965,,,,,
5387,08/02/24 09:00:00 午後,28.692,,,,,
5388,08/02/24 10:00:00 午後,28.667,,,,,
5389,08/02/24 11:00:00 午後,28.369,,,,,
5390,08/03/24 12:00:00 午前,28.568,,,,,
5391,08/03/24 01:00:00 午前,28.518,,,,,
5392,08/03/24 02:00:00 午前,28.394,,,,,
5393,08/03/24 03:00:00 午前,28.692,,,,,
5394,08/03/24 04:00:00 午前,28.221,,,,,
5395,08/03/24 05:00:00 午前,28.667,,,,,
5396,08/03/24 06:00:00 午前,28.667,,,,,
5397,08/03/24 07:00:00 午前,28.692,,,,,
5398,08/03/24 08:00:00 午前,28.147,,,,,
5399,08/03/24 09:00:00 午前,28.023,,,,,
5400,08/03/24 10:00:00 午前,28.667,,,,,
5401,08/03/24 11:00:00 午前,28.941,,,,,
5402,08/03/24 12:00:00 午後,29.165,,,,,
5403,08/03/24 01:00:00 午後,28.742,,,,,
5404,08/03/24 02:00:00 午後,29.439,,,,,
5405,08/03/24 03:00:00 午後,29.64,,,,,
5406,08/03/24 04:00:00 午後,29.414,,,,,
5407,08/03/24 05:00:00 午後,29.49,,,,,
5408,08/03/24 06:00:00 午後,28.147,,,,,
5409,08/03/24 07:00:00 午後,29.165,,,,,
5410,08/03/24 08:00:00 午後,28.891,,,,,
5411,08/03/24 09:00:00 午後,28.642,,,,,
5412,08/03/24 10:00:00 午後,28.667,,,,,
5413,08/03/24 11:00:00 午後,28.841,,,,,
5414,08/04/24 12:00:00 午前,28.221,,,,,
5415,08/04/24 01:00:00 午前,28.419,,,,,
5416,08/04/24 02:00:00 午前,29.065,,,,,
5417,08/04/24 03:00:00 午前,29.389,,,,,
5418,08/04/24 04:00:00 午前,28.444,,,,,
5419,08/04/24 05:00:00 午前,28.493,,,,,
5420,08/04/24 06:00:00 午前,28.369,,,,,
5421,08/04/24 07:00:00 午前,28.27,,,,,
5422,08/04/24 08:00:00 午前,28.692,,,,,
5423,08/04/24 09:00:00 午前,28.32,,,,,
5424,08/04/24 10:00:00 午前,28.667,,,,,
5425,08/04/24 11:00:00 午前,29.14,,,,,
5426,08/04/24 12:00:00 午後,28.097,,,,,
5427,08/04/24 01:00:00 午後,29.715,,,,,
5428,08/04/24 02:00:00 午後,29.991,,,,,
5429,08/04/24 03:00:00 午後,29.916,,,,,
5430,08/04/24 04:00:00 午後,27.727,,,,,
5431,08/04/24 05:00:00 午後,27.677,,,,,
5432,08/04/24 06:00:00 午後,29.015,,,,,
5433,08/04/24 07:00:00 午後,29.265,,,,,
5434,08/04/24 08:00:00 午後,29.414,,,,,
5435,08/04/24 09:00:00 午後,29.365,,,,,
5436,08/04/24 10:00:00 午後,28.816,,,,,
5437,08/04/24 11:00:00 午後,29.34,,,,,
5438,08/05/24 12:00:00 午前,28.642,,,,,
5439,08/05/24 01:00:00 午前,27.875,,,,,
5440,08/05/24 02:00:00 午前,28.171,,,,,
5441,08/05/24 03:00:00 午前,28.816,,,,,
5442,08/05/24 04:00:00 午前,29.015,,,,,
5443,08/05/24 05:00:00 午前,27.974,,,,,
5444,08/05/24 06:00:00 午前,27.949,,,,,
5445,08/05/24 07:00:00 午前,28.394,,,,,
5446,08/05/24 08:00:00 午前,29.165,,,,,
5447,08/05/24 09:00:00 午前,29.24,,,,,
5448,08/05/24 10:00:00 午前,29.315,,,,,
5449,08/05/24 11:00:00 午前,29.439,,,,,
5450,08/05/24 12:00:00 午後,27.875,,,,,
5451,08/05/24 01:00:00 午後,29.165,,,,,
5452,08/05/24 02:00:00 午後,30.091,,,,,
5453,08/05/24 03:00:00 午後,30.142,,,,,
5454,08/05/24 04:00:00 午後,29.69,,,,,
5455,08/05/24 05:00:00 午後,29.389,,,,,
5456,08/05/24 06:00:00 午後,30.117,,,,,
5457,08/05/24 07:00:00 午後,29.49,,,,,
5458,08/05/24 08:00:00 午後,29.315,,,,,
5459,08/05/24 09:00:00 午後,29.315,,,,,
5460,08/05/24 10:00:00 午後,29.165,,,,,
5461,08/05/24 11:00:00 午後,29.14,,,,,
5462,08/06/24 12:00:00 午前,29.09,,,,,
5463,08/06/24 01:00:00 午前,29.015,,,,,
5464,08/06/24 02:00:00 午前,29.19,,,,,
5465,08/06/24 03:00:00 午前,28.916,,,,,
5466,08/06/24 04:00:00 午前,28.791,,,,,
5467,08/06/24 05:00:00 午前,29.165,,,,,
5468,08/06/24 06:00:00 午前,29.215,,,,,
5469,08/06/24 07:00:00 午前,27.825,,,,,
5470,08/06/24 08:00:00 午前,28.742,,,,,
5471,08/06/24 09:00:00 午前,29.49,,,,,
5472,08/06/24 10:00:00 午前,29.64,,,,,
5473,08/06/24 11:00:00 午前,29.439,,,,,
5474,08/06/24 12:00:00 午後,29.765,,,,,
5475,08/06/24 01:00:00 午後,30.117,,,,,
5476,08/06/24 02:00:00 午後,30.217,,,,,
5477,08/06/24 03:00:00 午後,29.64,,,,,
5478,08/06/24 04:00:00 午後,29.09,,,,,
5479,08/06/24 05:00:00 午後,28.816,,,,,
5480,08/06/24 06:00:00 午後,28.493,,,,,
5481,08/06/24 07:00:00 午後,29.065,,,,,
5482,08/06/24 08:00:00 午後,29.315,,,,,
5483,08/06/24 09:00:00 午後,29.065,,,,,
5484,08/06/24 10:00:00 午後,29.165,,,,,
5485,08/06/24 11:00:00 午後,29.115,,,,,
5486,08/07/24 12:00:00 午前,29.615,,,,,
5487,08/07/24 01:00:00 午前,29.464,,,,,
5488,08/07/24 02:00:00 午前,29.04,,,,,
5489,08/07/24 03:00:00 午前,28.122,,,,,
5490,08/07/24 04:00:00 午前,27.825,,,,,
5491,08/07/24 05:00:00 午前,27.653,,,,,
5492,08/07/24 06:00:00 午前,28.568,,,,,
