プロット タイトル: site21_spot011_2024,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20291294, SEN S/N: 20291294, LBL: ℃)",カプラー取り外し (LGR S/N: 20291294),カプラー取り付け (LGR S/N: 20291294),ホスト接続 (LGR S/N: 20291294),停止済み (LGR S/N: 20291294),ファイルの終わり (LGR S/N: 20291294)
5493,08/07/24 07:00:00 午前,29.09,,,,,
5494,08/07/24 08:00:00 午前,28.543,,,,,
5495,08/07/24 09:00:00 午前,28.345,,,,,
5496,08/07/24 10:00:00 午前,28.32,,,,,
5497,08/07/24 11:00:00 午前,29.464,,,,,
5498,08/07/24 12:00:00 午後,30.041,,,,,
5499,08/07/24 01:00:00 午後,29.865,,,,,
5500,08/07/24 02:00:00 午後,28.593,,,,,
5501,08/07/24 03:00:00 午後,27.653,,,,,
5502,08/07/24 04:00:00 午後,27.85,,,,,
5503,08/07/24 05:00:00 午後,27.53,,,,,
5504,08/07/24 06:00:00 午後,27.677,,,,,
5505,08/07/24 07:00:00 午後,27.825,,,,,
5506,08/07/24 08:00:00 午後,28.419,,,,,
5507,08/07/24 09:00:00 午後,28.345,,,,,
5508,08/07/24 10:00:00 午後,27.653,,,,,
5509,08/07/24 11:00:00 午後,28.147,,,,,
5510,08/08/24 12:00:00 午前,28.419,,,,,
5511,08/08/24 01:00:00 午前,27.505,,,,,
5512,08/08/24 02:00:00 午前,27.308,,,,,
5513,08/08/24 03:00:00 午前,27.431,,,,,
5514,08/08/24 04:00:00 午前,28.171,,,,,
5515,08/08/24 05:00:00 午前,27.702,,,,,
5516,08/08/24 06:00:00 午前,27.456,,,,,
5517,08/08/24 07:00:00 午前,27.333,,,,,
5518,08/08/24 08:00:00 午前,27.431,,,,,
5519,08/08/24 09:00:00 午前,27.431,,,,,
5520,08/08/24 10:00:00 午前,27.308,,,,,
5521,08/08/24 11:00:00 午前,27.579,,,,,
5522,08/08/24 12:00:00 午後,28.518,,,,,
5523,08/08/24 01:00:00 午後,28.27,,,,,
5524,08/08/24 02:00:00 午後,28.717,,,,,
5525,08/08/24 03:00:00 午後,28.642,,,,,
5526,08/08/24 04:00:00 午後,28.245,,,,,
5527,08/08/24 05:00:00 午後,27.998,,,,,
5528,08/08/24 06:00:00 午後,27.727,,,,,
5529,08/08/24 07:00:00 午後,27.136,,,,,
5530,08/08/24 08:00:00 午後,27.136,,,,,
5531,08/08/24 09:00:00 午後,27.801,,,,,
5532,08/08/24 10:00:00 午後,27.949,,,,,
5533,08/08/24 11:00:00 午後,27.974,,,,,
5534,08/09/24 12:00:00 午前,28.023,,,,,
5535,08/09/24 01:00:00 午前,28.122,,,,,
5536,08/09/24 02:00:00 午前,28.122,,,,,
5537,08/09/24 03:00:00 午前,28.048,,,,,
5538,08/09/24 04:00:00 午前,27.751,,,,,
5539,08/09/24 05:00:00 午前,27.628,,,,,
5540,08/09/24 06:00:00 午前,27.653,,,,,
5541,08/09/24 07:00:00 午前,27.628,,,,,
5542,08/09/24 08:00:00 午前,27.825,,,,,
5543,08/09/24 09:00:00 午前,27.85,,,,,
5544,08/09/24 10:00:00 午前,27.974,,,,,
5545,08/09/24 11:00:00 午前,28.122,,,,,
5546,08/09/24 12:00:00 午後,28.468,,,,,
5547,08/09/24 01:00:00 午後,28.419,,,,,
5548,08/09/24 02:00:00 午後,28.568,,,,,
5549,08/09/24 03:00:00 午後,28.965,,,,,
5550,08/09/24 04:00:00 午後,28.518,,,,,
5551,08/09/24 05:00:00 午後,28.965,,,,,
5552,08/09/24 06:00:00 午後,28.369,,,,,
5553,08/09/24 07:00:00 午後,28.221,,,,,
5554,08/09/24 08:00:00 午後,28.221,,,,,
5555,08/09/24 09:00:00 午後,28.27,,,,,
5556,08/09/24 10:00:00 午後,28.171,,,,,
5557,08/09/24 11:00:00 午後,28.171,,,,,
5558,08/10/24 12:00:00 午前,28.667,,,,,
5559,08/10/24 01:00:00 午前,29.09,,,,,
5560,08/10/24 02:00:00 午前,29.165,,,,,
5561,08/10/24 03:00:00 午前,29.065,,,,,
5562,08/10/24 04:00:00 午前,28.99,,,,,
5563,08/10/24 05:00:00 午前,28.965,,,,,
5564,08/10/24 06:00:00 午前,28.941,,,,,
5565,08/10/24 07:00:00 午前,28.493,,,,,
5566,08/10/24 08:00:00 午前,28.891,,,,,
5567,08/10/24 09:00:00 午前,28.617,,,,,
5568,08/10/24 10:00:00 午前,28.717,,,,,
5569,08/10/24 11:00:00 午前,28.941,,,,,
5570,08/10/24 12:00:00 午後,29.04,,,,,
5571,08/10/24 01:00:00 午後,29.215,,,,,
5572,08/10/24 02:00:00 午後,28.27,,,,,
5573,08/10/24 03:00:00 午後,28.617,,,,,
5574,08/10/24 04:00:00 午後,29.115,,,,,
5575,08/10/24 05:00:00 午後,28.023,,,,,
5576,08/10/24 06:00:00 午後,27.825,,,,,
5577,08/10/24 07:00:00 午後,28.965,,,,,
5578,08/10/24 08:00:00 午後,28.32,,,,,
5579,08/10/24 09:00:00 午後,29.265,,,,,
5580,08/10/24 10:00:00 午後,29.54,,,,,
5581,08/10/24 11:00:00 午後,29.29,,,,,
5582,08/11/24 12:00:00 午前,29.015,,,,,
5583,08/11/24 01:00:00 午前,29.315,,,,,
5584,08/11/24 02:00:00 午前,28.369,,,,,
5585,08/11/24 03:00:00 午前,29.015,,,,,
5586,08/11/24 04:00:00 午前,29.24,,,,,
5587,08/11/24 05:00:00 午前,29.04,,,,,
5588,08/11/24 06:00:00 午前,28.891,,,,,
5589,08/11/24 07:00:00 午前,28.717,,,,,
5590,08/11/24 08:00:00 午前,29.29,,,,,
5591,08/11/24 09:00:00 午前,29.414,,,,,
5592,08/11/24 10:00:00 午前,29.34,,,,,
5593,08/11/24 11:00:00 午前,28.841,,,,,
5594,08/11/24 12:00:00 午後,27.776,,,,,
5595,08/11/24 01:00:00 午後,28.568,,,,,
5596,08/11/24 02:00:00 午後,29.365,,,,,
5597,08/11/24 03:00:00 午後,29.64,,,,,
5598,08/11/24 04:00:00 午後,29.54,,,,,
5599,08/11/24 05:00:00 午後,29.165,,,,,
5600,08/11/24 06:00:00 午後,28.394,,,,,
5601,08/11/24 07:00:00 午後,29.24,,,,,
5602,08/11/24 08:00:00 午後,28.593,,,,,
5603,08/11/24 09:00:00 午後,29.215,,,,,
5604,08/11/24 10:00:00 午後,29.34,,,,,
5605,08/11/24 11:00:00 午後,29.439,,,,,
5606,08/12/24 12:00:00 午前,29.64,,,,,
5607,08/12/24 01:00:00 午前,29.865,,,,,
5608,08/12/24 02:00:00 午前,29.74,,,,,
5609,08/12/24 03:00:00 午前,29.74,,,,,
5610,08/12/24 04:00:00 午前,29.74,,,,,
5611,08/12/24 05:00:00 午前,29.715,,,,,
5612,08/12/24 06:00:00 午前,29.765,,,,,
5613,08/12/24 07:00:00 午前,28.766,,,,,
5614,08/12/24 08:00:00 午前,28.617,,,,,
5615,08/12/24 09:00:00 午前,29.165,,,,,
5616,08/12/24 10:00:00 午前,29.615,,,,,
5617,08/12/24 11:00:00 午前,29.34,,,,,
5618,08/12/24 12:00:00 午後,28.99,,,,,
5619,08/12/24 01:00:00 午後,29.24,,,,,
5620,08/12/24 02:00:00 午後,28.568,,,,,
5621,08/12/24 03:00:00 午後,28.468,,,,,
5622,08/12/24 04:00:00 午後,29.565,,,,,
5623,08/12/24 05:00:00 午後,28.99,,,,,
5624,08/12/24 06:00:00 午後,28.518,,,,,
5625,08/12/24 07:00:00 午後,29.015,,,,,
5626,08/12/24 08:00:00 午後,29.265,,,,,
5627,08/12/24 09:00:00 午後,28.891,,,,,
5628,08/12/24 10:00:00 午後,28.941,,,,,
5629,08/12/24 11:00:00 午後,29.065,,,,,
5630,08/13/24 12:00:00 午前,28.891,,,,,
5631,08/13/24 01:00:00 午前,29.24,,,,,
5632,08/13/24 02:00:00 午前,29.565,,,,,
5633,08/13/24 03:00:00 午前,29.49,,,,,
5634,08/13/24 04:00:00 午前,29.14,,,,,
5635,08/13/24 05:00:00 午前,29.24,,,,,
5636,08/13/24 06:00:00 午前,29.24,,,,,
5637,08/13/24 07:00:00 午前,28.717,,,,,
5638,08/13/24 08:00:00 午前,27.038,,,,,
5639,08/13/24 09:00:00 午前,26.256,,,,,
5640,08/13/24 10:00:00 午前,28.295,,,,,
5641,08/13/24 11:00:00 午前,28.816,,,,,
5642,08/13/24 12:00:00 午後,28.642,,,,,
5643,08/13/24 01:00:00 午後,29.84,,,,,
5644,08/13/24 02:00:00 午後,30.041,,,,,
5645,08/13/24 03:00:00 午後,29.89,,,,,
5646,08/13/24 04:00:00 午後,29.49,,,,,
5647,08/13/24 05:00:00 午後,28.866,,,,,
5648,08/13/24 06:00:00 午後,29.315,,,,,
5649,08/13/24 07:00:00 午後,29.615,,,,,
5650,08/13/24 08:00:00 午後,29.665,,,,,
5651,08/13/24 09:00:00 午後,29.365,,,,,
5652,08/13/24 10:00:00 午後,29.515,,,,,
5653,08/13/24 11:00:00 午後,29.265,,,,,
5654,08/14/24 12:00:00 午前,29.215,,,,,
5655,08/14/24 01:00:00 午前,29.464,,,,,
5656,08/14/24 02:00:00 午前,29.54,,,,,
5657,08/14/24 03:00:00 午前,29.389,,,,,
5658,08/14/24 04:00:00 午前,29.29,,,,,
5659,08/14/24 05:00:00 午前,29.315,,,,,
5660,08/14/24 06:00:00 午前,29.29,,,,,
5661,08/14/24 07:00:00 午前,29.29,,,,,
5662,08/14/24 08:00:00 午前,29.365,,,,,
5663,08/14/24 09:00:00 午前,29.439,,,,,
5664,08/14/24 10:00:00 午前,29.54,,,,,
5665,08/14/24 11:00:00 午前,29.64,,,,,
5666,08/14/24 12:00:00 午後,29.615,,,,,
5667,08/14/24 01:00:00 午後,29.865,,,,,
5668,08/14/24 02:00:00 午後,30.041,,,,,
5669,08/14/24 03:00:00 午後,30.066,,,,,
5670,08/14/24 04:00:00 午後,30.167,,,,,
5671,08/14/24 05:00:00 午後,30.217,,,,,
5672,08/14/24 06:00:00 午後,29.991,,,,,
5673,08/14/24 07:00:00 午後,29.941,,,,,
5674,08/14/24 08:00:00 午後,29.865,,,,,
5675,08/14/24 09:00:00 午後,29.865,,,,,
5676,08/14/24 10:00:00 午後,29.916,,,,,
5677,08/14/24 11:00:00 午後,29.89,,,,,
5678,08/15/24 12:00:00 午前,29.265,,,,,
5679,08/15/24 01:00:00 午前,28.717,,,,,
5680,08/15/24 02:00:00 午前,28.916,,,,,
5681,08/15/24 03:00:00 午前,29.165,,,,,
5682,08/15/24 04:00:00 午前,29.389,,,,,
5683,08/15/24 05:00:00 午前,29.365,,,,,
5684,08/15/24 06:00:00 午前,29.315,,,,,
5685,08/15/24 07:00:00 午前,29.315,,,,,
5686,08/15/24 08:00:00 午前,29.315,,,,,
5687,08/15/24 09:00:00 午前,29.389,,,,,
5688,08/15/24 10:00:00 午前,29.565,,,,,
5689,08/15/24 11:00:00 午前,29.665,,,,,
5690,08/15/24 12:00:00 午後,29.665,,,,,
5691,08/15/24 01:00:00 午後,29.765,,,,,
5692,08/15/24 02:00:00 午後,29.916,,,,,
5693,08/15/24 03:00:00 午後,30.066,,,,,
5694,08/15/24 04:00:00 午後,30.167,,,,,
5695,08/15/24 05:00:00 午後,30.192,,,,,
5696,08/15/24 06:00:00 午後,30.041,,,,,
5697,08/15/24 07:00:00 午後,29.941,,,,,
5698,08/15/24 08:00:00 午後,29.916,,,,,
5699,08/15/24 09:00:00 午後,29.941,,,,,
5700,08/15/24 10:00:00 午後,29.966,,,,,
5701,08/15/24 11:00:00 午後,29.89,,,,,
5702,08/16/24 12:00:00 午前,29.79,,,,,
5703,08/16/24 01:00:00 午前,29.815,,,,,
5704,08/16/24 02:00:00 午前,29.765,,,,,
5705,08/16/24 03:00:00 午前,29.74,,,,,
5706,08/16/24 04:00:00 午前,29.715,,,,,
5707,08/16/24 05:00:00 午前,29.665,,,,,
5708,08/16/24 06:00:00 午前,29.64,,,,,
5709,08/16/24 07:00:00 午前,29.64,,,,,
5710,08/16/24 08:00:00 午前,29.715,,,,,
5711,08/16/24 09:00:00 午前,29.715,,,,,
5712,08/16/24 10:00:00 午前,29.815,,,,,
5713,08/16/24 11:00:00 午前,29.79,,,,,
5714,08/16/24 12:00:00 午後,29.765,,,,,
5715,08/16/24 01:00:00 午後,29.765,,,,,
5716,08/16/24 02:00:00 午後,29.74,,,,,
5717,08/16/24 03:00:00 午後,29.815,,,,,
5718,08/16/24 04:00:00 午後,29.84,,,,,
5719,08/16/24 05:00:00 午後,29.89,,,,,
5720,08/16/24 06:00:00 午後,29.966,,,,,
5721,08/16/24 07:00:00 午後,29.79,,,,,
5722,08/16/24 08:00:00 午後,29.79,,,,,
5723,08/16/24 09:00:00 午後,29.74,,,,,
5724,08/16/24 10:00:00 午後,29.74,,,,,
5725,08/16/24 11:00:00 午後,29.665,,,,,
5726,08/17/24 12:00:00 午前,29.64,,,,,
5727,08/17/24 01:00:00 午前,29.615,,,,,
5728,08/17/24 02:00:00 午前,29.54,,,,,
5729,08/17/24 03:00:00 午前,29.389,,,,,
5730,08/17/24 04:00:00 午前,29.215,,,,,
5731,08/17/24 05:00:00 午前,27.974,,,,,
5732,08/17/24 06:00:00 午前,28.617,,,,,
5733,08/17/24 07:00:00 午前,29.015,,,,,
5734,08/17/24 08:00:00 午前,29.29,,,,,
5735,08/17/24 09:00:00 午前,29.14,,,,,
5736,08/17/24 10:00:00 午前,29.19,,,,,
5737,08/17/24 11:00:00 午前,29.34,,,,,
5738,08/17/24 12:00:00 午後,27.875,,,,,
5739,08/17/24 01:00:00 午後,29.34,,,,,
5740,08/17/24 02:00:00 午後,29.439,,,,,
5741,08/17/24 03:00:00 午後,28.369,,,,,
5742,08/17/24 04:00:00 午後,27.259,,,,,
5743,08/17/24 05:00:00 午後,27.554,,,,,
5744,08/17/24 06:00:00 午後,27.924,,,,,
5745,08/17/24 07:00:00 午後,28.27,,,,,
5746,08/17/24 08:00:00 午後,26.573,,,,,
5747,08/17/24 09:00:00 午後,27.333,,,,,
5748,08/17/24 10:00:00 午後,28.99,,,,,
5749,08/17/24 11:00:00 午後,29.04,,,,,
5750,08/18/24 12:00:00 午前,27.284,,,,,
5751,08/18/24 01:00:00 午前,28.097,,,,,
5752,08/18/24 02:00:00 午前,29.215,,,,,
5753,08/18/24 03:00:00 午前,29.315,,,,,
5754,08/18/24 04:00:00 午前,28.468,,,,,
5755,08/18/24 05:00:00 午前,28.742,,,,,
5756,08/18/24 06:00:00 午前,28.617,,,,,
5757,08/18/24 07:00:00 午前,28.841,,,,,
5758,08/18/24 08:00:00 午前,27.554,,,,,
5759,08/18/24 09:00:00 午前,27.702,,,,,
5760,08/18/24 10:00:00 午前,27.924,,,,,
5761,08/18/24 11:00:00 午前,28.147,,,,,
5762,08/18/24 12:00:00 午後,27.924,,,,,
5763,08/18/24 01:00:00 午後,29.19,,,,,
5764,08/18/24 02:00:00 午後,28.816,,,,,
5765,08/18/24 03:00:00 午後,28.543,,,,,
5766,08/18/24 04:00:00 午後,28.816,,,,,
5767,08/18/24 05:00:00 午後,28.866,,,,,
5768,08/18/24 06:00:00 午後,29.29,,,,,
5769,08/18/24 07:00:00 午後,28.369,,,,,
5770,08/18/24 08:00:00 午後,29.065,,,,,
5771,08/18/24 09:00:00 午後,29.515,,,,,
5772,08/18/24 10:00:00 午後,29.34,,,,,
5773,08/18/24 11:00:00 午後,29.215,,,,,
5774,08/19/24 12:00:00 午前,29.14,,,,,
5775,08/19/24 01:00:00 午前,29.19,,,,,
5776,08/19/24 02:00:00 午前,29.215,,,,,
5777,08/19/24 03:00:00 午前,29.365,,,,,
5778,08/19/24 04:00:00 午前,29.389,,,,,
5779,08/19/24 05:00:00 午前,29.315,,,,,
5780,08/19/24 06:00:00 午前,29.315,,,,,
5781,08/19/24 07:00:00 午前,29.315,,,,,
5782,08/19/24 08:00:00 午前,29.29,,,,,
5783,08/19/24 09:00:00 午前,29.24,,,,,
5784,08/19/24 10:00:00 午前,29.24,,,,,
5785,08/19/24 11:00:00 午前,29.19,,,,,
5786,08/19/24 12:00:00 午後,29.265,,,,,
5787,08/19/24 01:00:00 午後,29.265,,,,,
5788,08/19/24 02:00:00 午後,29.315,,,,,
5789,08/19/24 03:00:00 午後,29.34,,,,,
5790,08/19/24 04:00:00 午後,29.34,,,,,
5791,08/19/24 05:00:00 午後,29.34,,,,,
5792,08/19/24 06:00:00 午後,29.315,,,,,
5793,08/19/24 07:00:00 午後,29.315,,,,,
5794,08/19/24 08:00:00 午後,29.29,,,,,
5795,08/19/24 09:00:00 午後,29.29,,,,,
5796,08/19/24 10:00:00 午後,29.24,,,,,
5797,08/19/24 11:00:00 午後,29.115,,,,,
5798,08/20/24 12:00:00 午前,29.19,,,,,
5799,08/20/24 01:00:00 午前,28.941,,,,,
5800,08/20/24 02:00:00 午前,29.015,,,,,
5801,08/20/24 03:00:00 午前,29.015,,,,,
5802,08/20/24 04:00:00 午前,28.941,,,,,
5803,08/20/24 05:00:00 午前,28.816,,,,,
5804,08/20/24 06:00:00 午前,28.816,,,,,
5805,08/20/24 07:00:00 午前,28.916,,,,,
5806,08/20/24 08:00:00 午前,28.866,,,,,
5807,08/20/24 09:00:00 午前,28.841,,,,,
5808,08/20/24 10:00:00 午前,28.742,,,,,
5809,08/20/24 11:00:00 午前,28.419,,,,,
5810,08/20/24 12:00:00 午後,28.99,,,,,
5811,08/20/24 01:00:00 午後,29.29,,,,,
5812,08/20/24 02:00:00 午後,29.414,,,,,
5813,08/20/24 03:00:00 午後,29.19,,,,,
5814,08/20/24 04:00:00 午後,29.14,,,,,
5815,08/20/24 05:00:00 午後,29.464,,,,,
5816,08/20/24 06:00:00 午後,28.841,,,,,
5817,08/20/24 07:00:00 午後,29.315,,,,,
5818,08/20/24 08:00:00 午後,29.215,,,,,
5819,08/20/24 09:00:00 午後,29.015,,,,,
5820,08/20/24 10:00:00 午後,28.816,,,,,
5821,08/20/24 11:00:00 午後,28.667,,,,,
5822,08/21/24 12:00:00 午前,28.916,,,,,
5823,08/21/24 01:00:00 午前,28.791,,,,,
5824,08/21/24 02:00:00 午前,28.816,,,,,
5825,08/21/24 03:00:00 午前,28.766,,,,,
5826,08/21/24 04:00:00 午前,28.617,,,,,
5827,08/21/24 05:00:00 午前,28.493,,,,,
5828,08/21/24 06:00:00 午前,28.642,,,,,
5829,08/21/24 07:00:00 午前,28.692,,,,,
5830,08/21/24 08:00:00 午前,28.692,,,,,
5831,08/21/24 09:00:00 午前,28.32,,,,,
5832,08/21/24 10:00:00 午前,28.617,,,,,
5833,08/21/24 11:00:00 午前,28.841,,,,,
5834,08/21/24 12:00:00 午後,29.04,,,,,
5835,08/21/24 01:00:00 午後,29.14,,,,,
5836,08/21/24 02:00:00 午後,29.414,,,,,
5837,08/21/24 03:00:00 午後,29.414,,,,,
5838,08/21/24 04:00:00 午後,29.265,,,,,
5839,08/21/24 05:00:00 午後,28.345,,,,,
5840,08/21/24 06:00:00 午後,28.642,,,,,
5841,08/21/24 07:00:00 午後,29.215,,,,,
5842,08/21/24 08:00:00 午後,29.389,,,,,
5843,08/21/24 09:00:00 午後,29.49,,,,,
5844,08/21/24 10:00:00 午後,29.215,,,,,
5845,08/21/24 11:00:00 午後,28.891,,,,,
5846,08/22/24 12:00:00 午前,28.99,,,,,
5847,08/22/24 01:00:00 午前,28.841,,,,,
5848,08/22/24 02:00:00 午前,28.593,,,,,
5849,08/22/24 03:00:00 午前,28.369,,,,,
5850,08/22/24 04:00:00 午前,28.444,,,,,
5851,08/22/24 05:00:00 午前,28.394,,,,,
5852,08/22/24 06:00:00 午前,28.419,,,,,
5853,08/22/24 07:00:00 午前,28.419,,,,,
5854,08/22/24 08:00:00 午前,28.345,,,,,
5855,08/22/24 09:00:00 午前,28.196,,,,,
5856,08/22/24 10:00:00 午前,27.875,,,,,
5857,08/22/24 11:00:00 午前,28.841,,,,,
5858,08/22/24 12:00:00 午後,28.916,,,,,
5859,08/22/24 01:00:00 午後,28.791,,,,,
5860,08/22/24 02:00:00 午後,28.394,,,,,
5861,08/22/24 03:00:00 午後,28.32,,,,,
5862,08/22/24 04:00:00 午後,29.414,,,,,
5863,08/22/24 05:00:00 午後,29.115,,,,,
5864,08/22/24 06:00:00 午後,28.965,,,,,
5865,08/22/24 07:00:00 午後,28.965,,,,,
5866,08/22/24 08:00:00 午後,28.816,,,,,
5867,08/22/24 09:00:00 午後,28.866,,,,,
5868,08/22/24 10:00:00 午後,29.315,,,,,
5869,08/22/24 11:00:00 午後,29.365,,,,,
5870,08/23/24 12:00:00 午前,29.34,,,,,
5871,08/23/24 01:00:00 午前,29.29,,,,,
5872,08/23/24 02:00:00 午前,29.24,,,,,
5873,08/23/24 03:00:00 午前,29.215,,,,,
5874,08/23/24 04:00:00 午前,29.19,,,,,
5875,08/23/24 05:00:00 午前,29.19,,,,,
5876,08/23/24 06:00:00 午前,29.165,,,,,
5877,08/23/24 07:00:00 午前,29.165,,,,,
5878,08/23/24 08:00:00 午前,29.19,,,,,
5879,08/23/24 09:00:00 午前,29.265,,,,,
5880,08/23/24 10:00:00 午前,29.365,,,,,
5881,08/23/24 11:00:00 午前,29.515,,,,,
5882,08/23/24 12:00:00 午後,29.64,,,,,
5883,08/23/24 01:00:00 午後,29.991,,,,,
5884,08/23/24 02:00:00 午後,30.041,,,,,
5885,08/23/24 03:00:00 午後,29.991,,,,,
5886,08/23/24 04:00:00 午後,29.515,,,,,
5887,08/23/24 05:00:00 午後,30.167,,,,,
5888,08/23/24 06:00:00 午後,30.217,,,,,
5889,08/23/24 07:00:00 午後,30.016,,,,,
5890,08/23/24 08:00:00 午後,29.64,,,,,
5891,08/23/24 09:00:00 午後,29.265,,,,,
5892,08/23/24 10:00:00 午後,29.34,,,,,
5893,08/23/24 11:00:00 午後,29.815,,,,,
5894,08/24/24 12:00:00 午前,29.966,,,,,
5895,08/24/24 01:00:00 午前,30.016,,,,,
5896,08/24/24 02:00:00 午前,29.991,,,,,
5897,08/24/24 03:00:00 午前,29.991,,,,,
5898,08/24/24 04:00:00 午前,29.941,,,,,
5899,08/24/24 05:00:00 午前,29.916,,,,,
5900,08/24/24 06:00:00 午前,29.765,,,,,
5901,08/24/24 07:00:00 午前,29.815,,,,,
5902,08/24/24 08:00:00 午前,29.84,,,,,
5903,08/24/24 09:00:00 午前,29.74,,,,,
5904,08/24/24 10:00:00 午前,29.715,,,,,
5905,08/24/24 11:00:00 午前,29.765,,,,,
5906,08/24/24 12:00:00 午後,29.765,,,,,
5907,08/24/24 01:00:00 午後,29.84,,,,,
5908,08/24/24 02:00:00 午後,29.941,,,,,
5909,08/24/24 03:00:00 午後,30.167,,,,,
5910,08/24/24 04:00:00 午後,30.066,,,,,
5911,08/24/24 05:00:00 午後,30.066,,,,,
5912,08/24/24 06:00:00 午後,29.89,,,,,
5913,08/24/24 07:00:00 午後,29.79,,,,,
5914,08/24/24 08:00:00 午後,29.515,,,,,
5915,08/24/24 09:00:00 午後,29.615,,,,,
5916,08/24/24 10:00:00 午後,29.815,,,,,
5917,08/24/24 11:00:00 午後,29.815,,,,,
5918,08/25/24 12:00:00 午前,29.89,,,,,
5919,08/25/24 01:00:00 午前,29.865,,,,,
5920,08/25/24 02:00:00 午前,29.79,,,,,
5921,08/25/24 03:00:00 午前,29.69,,,,,
5922,08/25/24 04:00:00 午前,29.715,,,,,
5923,08/25/24 05:00:00 午前,29.64,,,,,
5924,08/25/24 06:00:00 午前,29.64,,,,,
5925,08/25/24 07:00:00 午前,29.74,,,,,
5926,08/25/24 08:00:00 午前,29.74,,,,,
5927,08/25/24 09:00:00 午前,29.765,,,,,
5928,08/25/24 10:00:00 午前,29.665,,,,,
5929,08/25/24 11:00:00 午前,29.14,,,,,
5930,08/25/24 12:00:00 午後,30.066,,,,,
5931,08/25/24 01:00:00 午後,30.117,,,,,
5932,08/25/24 02:00:00 午後,30.243,,,,,
5933,08/25/24 03:00:00 午後,30.394,,,,,
5934,08/25/24 04:00:00 午後,30.52,,,,,
5935,08/25/24 05:00:00 午後,30.469,,,,,
5936,08/25/24 06:00:00 午後,30.268,,,,,
5937,08/25/24 07:00:00 午後,29.966,,,,,
5938,08/25/24 08:00:00 午後,30.066,,,,,
5939,08/25/24 09:00:00 午後,30.041,,,,,
5940,08/25/24 10:00:00 午後,29.966,,,,,
5941,08/25/24 11:00:00 午後,29.84,,,,,
5942,08/26/24 12:00:00 午前,29.84,,,,,
5943,08/26/24 01:00:00 午前,29.89,,,,,
5944,08/26/24 02:00:00 午前,29.89,,,,,
5945,08/26/24 03:00:00 午前,29.815,,,,,
5946,08/26/24 04:00:00 午前,29.74,,,,,
5947,08/26/24 05:00:00 午前,29.665,,,,,
5948,08/26/24 06:00:00 午前,29.59,,,,,
5949,08/26/24 07:00:00 午前,29.565,,,,,
5950,08/26/24 08:00:00 午前,29.59,,,,,
5951,08/26/24 09:00:00 午前,29.64,,,,,
5952,08/26/24 10:00:00 午前,29.715,,,,,
5953,08/26/24 11:00:00 午前,29.79,,,,,
5954,08/26/24 12:00:00 午後,29.815,,,,,
5955,08/26/24 01:00:00 午後,29.89,,,,,
5956,08/26/24 02:00:00 午後,29.941,,,,,
5957,08/26/24 03:00:00 午後,29.991,,,,,
5958,08/26/24 04:00:00 午後,29.991,,,,,
5959,08/26/24 05:00:00 午後,29.916,,,,,
5960,08/26/24 06:00:00 午後,29.815,,,,,
5961,08/26/24 07:00:00 午後,29.715,,,,,
5962,08/26/24 08:00:00 午後,29.64,,,,,
5963,08/26/24 09:00:00 午後,29.565,,,,,
5964,08/26/24 10:00:00 午後,29.515,,,,,
5965,08/26/24 11:00:00 午後,29.464,,,,,
5966,08/27/24 12:00:00 午前,29.439,,,,,
5967,08/27/24 01:00:00 午前,29.414,,,,,
5968,08/27/24 02:00:00 午前,29.34,,,,,
5969,08/27/24 03:00:00 午前,29.265,,,,,
5970,08/27/24 04:00:00 午前,29.215,,,,,
5971,08/27/24 05:00:00 午前,29.165,,,,,
5972,08/27/24 06:00:00 午前,29.14,,,,,
5973,08/27/24 07:00:00 午前,29.14,,,,,
5974,08/27/24 08:00:00 午前,29.19,,,,,
5975,08/27/24 09:00:00 午前,29.265,,,,,
5976,08/27/24 10:00:00 午前,29.365,,,,,
5977,08/27/24 11:00:00 午前,29.414,,,,,
5978,08/27/24 12:00:00 午後,29.49,,,,,
5979,08/27/24 01:00:00 午後,29.515,,,,,
5980,08/27/24 02:00:00 午後,29.615,,,,,
5981,08/27/24 03:00:00 午後,29.715,,,,,
5982,08/27/24 04:00:00 午後,29.715,,,,,
5983,08/27/24 05:00:00 午後,29.565,,,,,
5984,08/27/24 06:00:00 午後,29.74,,,,,
5985,08/27/24 07:00:00 午後,29.74,,,,,
5986,08/27/24 08:00:00 午後,29.464,,,,,
5987,08/27/24 09:00:00 午後,29.439,,,,,
5988,08/27/24 10:00:00 午後,29.54,,,,,
5989,08/27/24 11:00:00 午後,29.54,,,,,
5990,08/28/24 12:00:00 午前,29.515,,,,,
5991,08/28/24 01:00:00 午前,29.389,,,,,
5992,08/28/24 02:00:00 午前,29.439,,,,,
5993,08/28/24 03:00:00 午前,29.29,,,,,
5994,08/28/24 04:00:00 午前,29.315,,,,,
5995,08/28/24 05:00:00 午前,29.19,,,,,
5996,08/28/24 06:00:00 午前,29.165,,,,,
5997,08/28/24 07:00:00 午前,29.165,,,,,
5998,08/28/24 08:00:00 午前,29.365,,,,,
5999,08/28/24 09:00:00 午前,29.464,,,,,
6000,08/28/24 10:00:00 午前,29.515,,,,,
6001,08/28/24 11:00:00 午前,29.54,,,,,
6002,08/28/24 12:00:00 午後,29.49,,,,,
6003,08/28/24 01:00:00 午後,29.49,,,,,
