プロット タイトル: site14_spot077_2022,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 21155726, SEN S/N: 21155726)",カプラー取り外し (LGR S/N: 21155726),カプラー取り付け (LGR S/N: 21155726),停止済み (LGR S/N: 21155726),ファイルの終わり (LGR S/N: 21155726)
118,11/06/21 05:00:00 午前,26.965,,,,
119,11/06/21 06:00:00 午前,26.842,,,,
120,11/06/21 07:00:00 午前,26.842,,,,
121,11/06/21 08:00:00 午前,26.793,,,,
122,11/06/21 09:00:00 午前,26.818,,,,
123,11/06/21 10:00:00 午前,26.989,,,,
124,11/06/21 11:00:00 午前,27.186,,,,
125,11/06/21 12:00:00 午後,27.087,,,,
126,11/06/21 01:00:00 午後,27.112,,,,
127,11/06/21 02:00:00 午後,27.014,,,,
128,11/06/21 03:00:00 午後,26.965,,,,
129,11/06/21 04:00:00 午後,26.989,,,,
130,11/06/21 05:00:00 午後,27.014,,,,
131,11/06/21 06:00:00 午後,27.038,,,,
132,11/06/21 07:00:00 午後,27.014,,,,
133,11/06/21 08:00:00 午後,26.989,,,,
134,11/06/21 09:00:00 午後,26.94,,,,
135,11/06/21 10:00:00 午後,26.965,,,,
136,11/06/21 11:00:00 午後,27.087,,,,
137,11/07/21 12:00:00 午前,27.063,,,,
138,11/07/21 01:00:00 午前,26.989,,,,
139,11/07/21 02:00:00 午前,26.94,,,,
140,11/07/21 03:00:00 午前,26.867,,,,
141,11/07/21 04:00:00 午前,26.818,,,,
142,11/07/21 05:00:00 午前,26.867,,,,
143,11/07/21 06:00:00 午前,26.989,,,,
144,11/07/21 07:00:00 午前,26.965,,,,
145,11/07/21 08:00:00 午前,26.94,,,,
146,11/07/21 09:00:00 午前,27.038,,,,
147,11/07/21 10:00:00 午前,27.161,,,,
148,11/07/21 11:00:00 午前,27.333,,,,
149,11/07/21 12:00:00 午後,27.358,,,,
150,11/07/21 01:00:00 午後,27.235,,,,
151,11/07/21 02:00:00 午後,27.284,,,,
152,11/07/21 03:00:00 午後,27.259,,,,
153,11/07/21 04:00:00 午後,27.284,,,,
154,11/07/21 05:00:00 午後,27.308,,,,
155,11/07/21 06:00:00 午後,27.333,,,,
156,11/07/21 07:00:00 午後,27.308,,,,
157,11/07/21 08:00:00 午後,27.284,,,,
158,11/07/21 09:00:00 午後,27.235,,,,
159,11/07/21 10:00:00 午後,27.235,,,,
160,11/07/21 11:00:00 午後,27.21,,,,
161,11/08/21 12:00:00 午前,27.259,,,,
162,11/08/21 01:00:00 午前,27.235,,,,
163,11/08/21 02:00:00 午前,27.186,,,,
164,11/08/21 03:00:00 午前,27.136,,,,
165,11/08/21 04:00:00 午前,27.087,,,,
166,11/08/21 05:00:00 午前,27.038,,,,
167,11/08/21 06:00:00 午前,27.136,,,,
168,11/08/21 07:00:00 午前,27.235,,,,
169,11/08/21 08:00:00 午前,27.284,,,,
170,11/08/21 09:00:00 午前,27.284,,,,
171,11/08/21 10:00:00 午前,27.284,,,,
172,11/08/21 11:00:00 午前,27.161,,,,
173,11/08/21 12:00:00 午後,27.087,,,,
174,11/08/21 01:00:00 午後,27.063,,,,
175,11/08/21 02:00:00 午後,27.038,,,,
176,11/08/21 03:00:00 午後,27.014,,,,
177,11/08/21 04:00:00 午後,26.965,,,,
178,11/08/21 05:00:00 午後,26.867,,,,
179,11/08/21 06:00:00 午後,26.744,,,,
180,11/08/21 07:00:00 午後,27.136,,,,
181,11/08/21 08:00:00 午後,27.136,,,,
182,11/08/21 09:00:00 午後,27.038,,,,
183,11/08/21 10:00:00 午後,26.965,,,,
184,11/08/21 11:00:00 午後,26.842,,,,
185,11/09/21 12:00:00 午前,26.72,,,,
186,11/09/21 01:00:00 午前,26.475,,,,
187,11/09/21 02:00:00 午前,26.207,,,,
188,11/09/21 03:00:00 午前,26.061,,,,
189,11/09/21 04:00:00 午前,25.793,,,,
190,11/09/21 05:00:00 午前,25.525,,,,
191,11/09/21 06:00:00 午前,25.55,,,,
192,11/09/21 07:00:00 午前,26.329,,,,
193,11/09/21 08:00:00 午前,26.402,,,,
194,11/09/21 09:00:00 午前,26.549,,,,
195,11/09/21 10:00:00 午前,26.598,,,,
196,11/09/21 11:00:00 午前,26.622,,,,
197,11/09/21 12:00:00 午後,26.378,,,,
198,11/09/21 01:00:00 午後,25.793,,,,
199,11/09/21 02:00:00 午後,25.793,,,,
200,11/09/21 03:00:00 午後,25.768,,,,
201,11/09/21 04:00:00 午後,25.793,,,,
202,11/09/21 05:00:00 午後,25.914,,,,
203,11/09/21 06:00:00 午後,25.914,,,,
204,11/09/21 07:00:00 午後,25.866,,,,
205,11/09/21 08:00:00 午後,25.695,,,,
206,11/09/21 09:00:00 午後,26.182,,,,
207,11/09/21 10:00:00 午後,26.304,,,,
208,11/09/21 11:00:00 午後,26.451,,,,
209,11/10/21 12:00:00 午前,26.231,,,,
210,11/10/21 01:00:00 午前,26.085,,,,
211,11/10/21 02:00:00 午前,25.744,,,,
212,11/10/21 03:00:00 午前,25.258,,,,
213,11/10/21 04:00:00 午前,25.21,,,,
214,11/10/21 05:00:00 午前,25.113,,,,
215,11/10/21 06:00:00 午前,24.968,,,,
216,11/10/21 07:00:00 午前,24.871,,,,
217,11/10/21 08:00:00 午前,25.89,,,,
218,11/10/21 09:00:00 午前,26.158,,,,
219,11/10/21 10:00:00 午前,26.182,,,,
220,11/10/21 11:00:00 午前,26.182,,,,
221,11/10/21 12:00:00 午後,26.28,,,,
222,11/10/21 01:00:00 午後,26.207,,,,
223,11/10/21 02:00:00 午後,26.085,,,,
224,11/10/21 03:00:00 午後,25.987,,,,
225,11/10/21 04:00:00 午後,25.89,,,,
226,11/10/21 05:00:00 午後,25.866,,,,
227,11/10/21 06:00:00 午後,25.89,,,,
228,11/10/21 07:00:00 午後,25.841,,,,
229,11/10/21 08:00:00 午後,25.793,,,,
230,11/10/21 09:00:00 午後,25.866,,,,
231,11/10/21 10:00:00 午後,25.914,,,,
232,11/10/21 11:00:00 午後,25.963,,,,
233,11/11/21 12:00:00 午前,25.89,,,,
234,11/11/21 01:00:00 午前,25.647,,,,
235,11/11/21 02:00:00 午前,25.477,,,,
236,11/11/21 03:00:00 午前,25.283,,,,
237,11/11/21 04:00:00 午前,25.404,,,,
238,11/11/21 05:00:00 午前,25.453,,,,
239,11/11/21 06:00:00 午前,25.38,,,,
240,11/11/21 07:00:00 午前,25.258,,,,
241,11/11/21 08:00:00 午前,25.113,,,,
242,11/11/21 09:00:00 午前,25.089,,,,
243,11/11/21 10:00:00 午前,25.331,,,,
244,11/11/21 11:00:00 午前,25.38,,,,
245,11/11/21 12:00:00 午後,25.574,,,,
246,11/11/21 01:00:00 午後,25.89,,,,
247,11/11/21 02:00:00 午後,25.866,,,,
248,11/11/21 03:00:00 午後,26.012,,,,
249,11/11/21 04:00:00 午後,25.817,,,,
250,11/11/21 05:00:00 午後,25.72,,,,
251,11/11/21 06:00:00 午後,25.695,,,,
252,11/11/21 07:00:00 午後,25.671,,,,
253,11/11/21 08:00:00 午後,25.793,,,,
254,11/11/21 09:00:00 午後,25.793,,,,
255,11/11/21 10:00:00 午後,25.671,,,,
256,11/11/21 11:00:00 午後,25.477,,,,
257,11/12/21 12:00:00 午前,25.598,,,,
258,11/12/21 01:00:00 午前,25.647,,,,
259,11/12/21 02:00:00 午前,25.55,,,,
260,11/12/21 03:00:00 午前,25.404,,,,
261,11/12/21 04:00:00 午前,25.21,,,,
262,11/12/21 05:00:00 午前,24.871,,,,
263,11/12/21 06:00:00 午前,24.919,,,,
264,11/12/21 07:00:00 午前,24.895,,,,
265,11/12/21 08:00:00 午前,24.847,,,,
266,11/12/21 09:00:00 午前,24.823,,,,
267,11/12/21 10:00:00 午前,24.774,,,,
268,11/12/21 11:00:00 午前,25.331,,,,
269,11/12/21 12:00:00 午後,25.671,,,,
270,11/12/21 01:00:00 午後,25.817,,,,
271,11/12/21 02:00:00 午後,25.768,,,,
272,11/12/21 03:00:00 午後,25.914,,,,
273,11/12/21 04:00:00 午後,25.817,,,,
274,11/12/21 05:00:00 午後,25.671,,,,
275,11/12/21 06:00:00 午後,25.647,,,,
276,11/12/21 07:00:00 午後,25.768,,,,
277,11/12/21 08:00:00 午後,25.695,,,,
278,11/12/21 09:00:00 午後,25.501,,,,
279,11/12/21 10:00:00 午後,25.404,,,,
280,11/12/21 11:00:00 午後,25.623,,,,
281,11/13/21 12:00:00 午前,25.939,,,,
282,11/13/21 01:00:00 午前,25.866,,,,
283,11/13/21 02:00:00 午前,25.72,,,,
284,11/13/21 03:00:00 午前,25.55,,,,
285,11/13/21 04:00:00 午前,25.428,,,,
286,11/13/21 05:00:00 午前,25.283,,,,
287,11/13/21 06:00:00 午前,25.137,,,,
288,11/13/21 07:00:00 午前,25.234,,,,
289,11/13/21 08:00:00 午前,25.186,,,,
290,11/13/21 09:00:00 午前,25.331,,,,
291,11/13/21 10:00:00 午前,25.404,,,,
292,11/13/21 11:00:00 午前,25.428,,,,
293,11/13/21 12:00:00 午後,25.113,,,,
294,11/13/21 01:00:00 午後,25.38,,,,
295,11/13/21 02:00:00 午後,25.477,,,,
296,11/13/21 03:00:00 午後,25.695,,,,
297,11/13/21 04:00:00 午後,25.695,,,,
298,11/13/21 05:00:00 午後,25.647,,,,
299,11/13/21 06:00:00 午後,25.55,,,,
300,11/13/21 07:00:00 午後,25.234,,,,
301,11/13/21 08:00:00 午後,25.355,,,,
302,11/13/21 09:00:00 午後,25.162,,,,
303,11/13/21 10:00:00 午後,25.21,,,,
304,11/13/21 11:00:00 午後,25.234,,,,
305,11/14/21 12:00:00 午前,25.186,,,,
306,11/14/21 01:00:00 午前,25.21,,,,
307,11/14/21 02:00:00 午前,25.404,,,,
308,11/14/21 03:00:00 午前,25.525,,,,
309,11/14/21 04:00:00 午前,25.501,,,,
310,11/14/21 05:00:00 午前,25.453,,,,
311,11/14/21 06:00:00 午前,25.355,,,,
312,11/14/21 07:00:00 午前,25.21,,,,
313,11/14/21 08:00:00 午前,25.016,,,,
314,11/14/21 09:00:00 午前,25.477,,,,
315,11/14/21 10:00:00 午前,25.428,,,,
316,11/14/21 11:00:00 午前,25.477,,,,
317,11/14/21 12:00:00 午後,25.55,,,,
318,11/14/21 01:00:00 午後,25.453,,,,
319,11/14/21 02:00:00 午後,25.623,,,,
320,11/14/21 03:00:00 午後,25.55,,,,
321,11/14/21 04:00:00 午後,25.866,,,,
322,11/14/21 05:00:00 午後,25.841,,,,
323,11/14/21 06:00:00 午後,25.671,,,,
324,11/14/21 07:00:00 午後,25.574,,,,
325,11/14/21 08:00:00 午後,25.162,,,,
326,11/14/21 09:00:00 午後,25.453,,,,
327,11/14/21 10:00:00 午後,25.477,,,,
328,11/14/21 11:00:00 午後,25.404,,,,
329,11/15/21 12:00:00 午前,25.307,,,,
330,11/15/21 01:00:00 午前,25.404,,,,
331,11/15/21 02:00:00 午前,25.623,,,,
332,11/15/21 03:00:00 午前,25.72,,,,
333,11/15/21 04:00:00 午前,25.695,,,,
334,11/15/21 05:00:00 午前,25.574,,,,
335,11/15/21 06:00:00 午前,25.428,,,,
336,11/15/21 07:00:00 午前,25.355,,,,
337,11/15/21 08:00:00 午前,25.283,,,,
338,11/15/21 09:00:00 午前,25.089,,,,
339,11/15/21 10:00:00 午前,25.283,,,,
340,11/15/21 11:00:00 午前,25.525,,,,
341,11/15/21 12:00:00 午後,25.647,,,,
342,11/15/21 01:00:00 午後,25.768,,,,
343,11/15/21 02:00:00 午後,25.55,,,,
344,11/15/21 03:00:00 午後,25.623,,,,
345,11/15/21 04:00:00 午後,25.647,,,,
346,11/15/21 05:00:00 午後,25.695,,,,
347,11/15/21 06:00:00 午後,25.647,,,,
348,11/15/21 07:00:00 午後,25.501,,,,
349,11/15/21 08:00:00 午後,25.404,,,,
350,11/15/21 09:00:00 午後,25.501,,,,
351,11/15/21 10:00:00 午後,25.501,,,,
352,11/15/21 11:00:00 午後,25.501,,,,
353,11/16/21 12:00:00 午前,25.38,,,,
354,11/16/21 01:00:00 午前,25.283,,,,
355,11/16/21 02:00:00 午前,25.428,,,,
356,11/16/21 03:00:00 午前,25.695,,,,
357,11/16/21 04:00:00 午前,25.768,,,,
358,11/16/21 05:00:00 午前,25.647,,,,
359,11/16/21 06:00:00 午前,25.501,,,,
360,11/16/21 07:00:00 午前,25.38,,,,
361,11/16/21 08:00:00 午前,25.258,,,,
362,11/16/21 09:00:00 午前,25.283,,,,
363,11/16/21 10:00:00 午前,25.453,,,,
364,11/16/21 11:00:00 午前,25.647,,,,
365,11/16/21 12:00:00 午後,25.744,,,,
366,11/16/21 01:00:00 午後,25.841,,,,
367,11/16/21 02:00:00 午後,25.866,,,,
368,11/16/21 03:00:00 午後,25.89,,,,
369,11/16/21 04:00:00 午後,25.793,,,,
370,11/16/21 05:00:00 午後,25.817,,,,
371,11/16/21 06:00:00 午後,25.963,,,,
372,11/16/21 07:00:00 午後,25.866,,,,
373,11/16/21 08:00:00 午後,25.768,,,,
374,11/16/21 09:00:00 午後,25.671,,,,
375,11/16/21 10:00:00 午後,25.72,,,,
376,11/16/21 11:00:00 午後,25.574,,,,
377,11/17/21 12:00:00 午前,25.55,,,,
378,11/17/21 01:00:00 午前,25.477,,,,
379,11/17/21 02:00:00 午前,25.501,,,,
380,11/17/21 03:00:00 午前,25.793,,,,
381,11/17/21 04:00:00 午前,25.866,,,,
382,11/17/21 05:00:00 午前,25.866,,,,
383,11/17/21 06:00:00 午前,25.768,,,,
384,11/17/21 07:00:00 午前,25.72,,,,
385,11/17/21 08:00:00 午前,25.623,,,,
386,11/17/21 09:00:00 午前,25.695,,,,
387,11/17/21 10:00:00 午前,26.012,,,,
388,11/17/21 11:00:00 午前,25.939,,,,
389,11/17/21 12:00:00 午後,26.036,,,,
390,11/17/21 01:00:00 午後,26.134,,,,
391,11/17/21 02:00:00 午後,26.231,,,,
392,11/17/21 03:00:00 午後,26.158,,,,
393,11/17/21 04:00:00 午後,26.012,,,,
394,11/17/21 05:00:00 午後,26.085,,,,
395,11/17/21 06:00:00 午後,26.158,,,,
396,11/17/21 07:00:00 午後,26.28,,,,
397,11/17/21 08:00:00 午後,26.207,,,,
398,11/17/21 09:00:00 午後,26.158,,,,
399,11/17/21 10:00:00 午後,26.109,,,,
400,11/17/21 11:00:00 午後,25.939,,,,
401,11/18/21 12:00:00 午前,25.987,,,,
402,11/18/21 01:00:00 午前,25.89,,,,
403,11/18/21 02:00:00 午前,25.817,,,,
404,11/18/21 03:00:00 午前,26.036,,,,
405,11/18/21 04:00:00 午前,26.182,,,,
406,11/18/21 05:00:00 午前,26.134,,,,
407,11/18/21 06:00:00 午前,26.134,,,,
408,11/18/21 07:00:00 午前,26.085,,,,
409,11/18/21 08:00:00 午前,26.012,,,,
410,11/18/21 09:00:00 午前,25.987,,,,
411,11/18/21 10:00:00 午前,25.866,,,,
412,11/18/21 11:00:00 午前,25.963,,,,
413,11/18/21 12:00:00 午後,25.963,,,,
414,11/18/21 01:00:00 午後,25.987,,,,
415,11/18/21 02:00:00 午後,25.987,,,,
416,11/18/21 03:00:00 午後,26.012,,,,
417,11/18/21 04:00:00 午後,26.109,,,,
418,11/18/21 05:00:00 午後,26.158,,,,
419,11/18/21 06:00:00 午後,26.134,,,,
420,11/18/21 07:00:00 午後,26.231,,,,
421,11/18/21 08:00:00 午後,26.28,,,,
422,11/18/21 09:00:00 午後,26.28,,,,
423,11/18/21 10:00:00 午後,26.207,,,,
424,11/18/21 11:00:00 午後,26.012,,,,
425,11/19/21 12:00:00 午前,26.036,,,,
426,11/19/21 01:00:00 午前,26.012,,,,
427,11/19/21 02:00:00 午前,25.987,,,,
428,11/19/21 03:00:00 午前,26.109,,,,
429,11/19/21 04:00:00 午前,26.207,,,,
430,11/19/21 05:00:00 午前,26.256,,,,
431,11/19/21 06:00:00 午前,26.231,,,,
432,11/19/21 07:00:00 午前,26.207,,,,
433,11/19/21 08:00:00 午前,26.207,,,,
434,11/19/21 09:00:00 午前,26.134,,,,
435,11/19/21 10:00:00 午前,26.158,,,,
436,11/19/21 11:00:00 午前,26.207,,,,
437,11/19/21 12:00:00 午後,26.378,,,,
438,11/19/21 01:00:00 午後,26.475,,,,
439,11/19/21 02:00:00 午後,26.524,,,,
440,11/19/21 03:00:00 午後,26.549,,,,
441,11/19/21 04:00:00 午後,26.304,,,,
442,11/19/21 05:00:00 午後,26.304,,,,
443,11/19/21 06:00:00 午後,26.28,,,,
444,11/19/21 07:00:00 午後,26.451,,,,
445,11/19/21 08:00:00 午後,26.451,,,,
446,11/19/21 09:00:00 午後,26.402,,,,
447,11/19/21 10:00:00 午後,26.304,,,,
448,11/19/21 11:00:00 午後,26.28,,,,
449,11/20/21 12:00:00 午前,26.231,,,,
450,11/20/21 01:00:00 午前,26.207,,,,
451,11/20/21 02:00:00 午前,26.207,,,,
452,11/20/21 03:00:00 午前,26.158,,,,
453,11/20/21 04:00:00 午前,26.329,,,,
454,11/20/21 05:00:00 午前,26.451,,,,
455,11/20/21 06:00:00 午前,26.402,,,,
456,11/20/21 07:00:00 午前,26.402,,,,
457,11/20/21 08:00:00 午前,26.353,,,,
458,11/20/21 09:00:00 午前,26.353,,,,
459,11/20/21 10:00:00 午前,26.304,,,,
460,11/20/21 11:00:00 午前,26.402,,,,
461,11/20/21 12:00:00 午後,26.475,,,,
462,11/20/21 01:00:00 午後,26.573,,,,
463,11/20/21 02:00:00 午後,26.573,,,,
464,11/20/21 03:00:00 午後,26.598,,,,
465,11/20/21 04:00:00 午後,26.598,,,,
466,11/20/21 05:00:00 午後,26.646,,,,
467,11/20/21 06:00:00 午後,26.671,,,,
468,11/20/21 07:00:00 午後,26.622,,,,
469,11/20/21 08:00:00 午後,26.573,,,,
470,11/20/21 09:00:00 午後,26.549,,,,
471,11/20/21 10:00:00 午後,26.451,,,,
472,11/20/21 11:00:00 午後,26.378,,,,
473,11/21/21 12:00:00 午前,26.28,,,,
474,11/21/21 01:00:00 午前,26.207,,,,
475,11/21/21 02:00:00 午前,26.182,,,,
476,11/21/21 03:00:00 午前,26.134,,,,
477,11/21/21 04:00:00 午前,26.085,,,,
478,11/21/21 05:00:00 午前,26.304,,,,
479,11/21/21 06:00:00 午前,26.426,,,,
480,11/21/21 07:00:00 午前,26.378,,,,
481,11/21/21 08:00:00 午前,26.402,,,,
482,11/21/21 09:00:00 午前,26.378,,,,
483,11/21/21 10:00:00 午前,26.402,,,,
484,11/21/21 11:00:00 午前,26.5,,,,
485,11/21/21 12:00:00 午後,26.329,,,,
486,11/21/21 01:00:00 午後,26.5,,,,
487,11/21/21 02:00:00 午後,26.549,,,,
488,11/21/21 03:00:00 午後,26.573,,,,
489,11/21/21 04:00:00 午後,26.598,,,,
490,11/21/21 05:00:00 午後,26.622,,,,
491,11/21/21 06:00:00 午後,26.72,,,,
492,11/21/21 07:00:00 午後,26.744,,,,
493,11/21/21 08:00:00 午後,26.744,,,,
494,11/21/21 09:00:00 午後,26.793,,,,
495,11/21/21 10:00:00 午後,26.793,,,,
496,11/21/21 11:00:00 午後,26.72,,,,
497,11/22/21 12:00:00 午前,26.598,,,,
498,11/22/21 01:00:00 午前,26.549,,,,
499,11/22/21 02:00:00 午前,26.524,,,,
500,11/22/21 03:00:00 午前,26.5,,,,
501,11/22/21 04:00:00 午前,26.475,,,,
502,11/22/21 05:00:00 午前,26.598,,,,
503,11/22/21 06:00:00 午前,26.549,,,,
504,11/22/21 07:00:00 午前,26.549,,,,
505,11/22/21 08:00:00 午前,26.549,,,,
506,11/22/21 09:00:00 午前,26.549,,,,
507,11/22/21 10:00:00 午前,26.549,,,,
508,11/22/21 11:00:00 午前,26.573,,,,
509,11/22/21 12:00:00 午後,26.402,,,,
510,11/22/21 01:00:00 午後,26.451,,,,
511,11/22/21 02:00:00 午後,26.451,,,,
512,11/22/21 03:00:00 午後,26.402,,,,
513,11/22/21 04:00:00 午後,26.304,,,,
514,11/22/21 05:00:00 午後,26.182,,,,
515,11/22/21 06:00:00 午後,26.182,,,,
516,11/22/21 07:00:00 午後,26.378,,,,
517,11/22/21 08:00:00 午後,26.402,,,,
518,11/22/21 09:00:00 午後,26.28,,,,
519,11/22/21 10:00:00 午後,26.182,,,,
520,11/22/21 11:00:00 午後,25.963,,,,
521,11/23/21 12:00:00 午前,25.841,,,,
522,11/23/21 01:00:00 午前,25.695,,,,
523,11/23/21 02:00:00 午前,25.453,,,,
524,11/23/21 03:00:00 午前,25.258,,,,
525,11/23/21 04:00:00 午前,25.089,,,,
526,11/23/21 05:00:00 午前,25.21,,,,
527,11/23/21 06:00:00 午前,25.671,,,,
528,11/23/21 07:00:00 午前,25.793,,,,
529,11/23/21 08:00:00 午前,25.866,,,,
530,11/23/21 09:00:00 午前,25.866,,,,
531,11/23/21 10:00:00 午前,25.574,,,,
532,11/23/21 11:00:00 午前,25.428,,,,
533,11/23/21 12:00:00 午後,25.258,,,,
534,11/23/21 01:00:00 午後,25.38,,,,
535,11/23/21 02:00:00 午後,25.453,,,,
536,11/23/21 03:00:00 午後,25.355,,,,
537,11/23/21 04:00:00 午後,25.137,,,,
538,11/23/21 05:00:00 午後,25.137,,,,
539,11/23/21 06:00:00 午後,25.089,,,,
540,11/23/21 07:00:00 午後,25.016,,,,
541,11/23/21 08:00:00 午後,25.331,,,,
542,11/23/21 09:00:00 午後,25.477,,,,
543,11/23/21 10:00:00 午後,25.453,,,,
544,11/23/21 11:00:00 午後,25.38,,,,
545,11/24/21 12:00:00 午前,25.186,,,,
546,11/24/21 01:00:00 午前,24.895,,,,
547,11/24/21 02:00:00 午前,24.992,,,,
