プロット タイトル: site07_spot005_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20280582, SEN S/N: 20280582)"
10398,07/10/21 12:30:00 午前,26.573
10399,07/10/21 01:00:00 午前,26.182
10400,07/10/21 01:30:00 午前,26.036
10401,07/10/21 02:00:00 午前,26.304
10402,07/10/21 02:30:00 午前,26.329
10403,07/10/21 03:00:00 午前,26.256
10404,07/10/21 03:30:00 午前,26.207
10405,07/10/21 04:00:00 午前,26.231
10406,07/10/21 04:30:00 午前,26.28
10407,07/10/21 05:00:00 午前,26.329
10408,07/10/21 05:30:00 午前,26.28
10409,07/10/21 06:00:00 午前,26.061
10410,07/10/21 06:30:00 午前,26.134
10411,07/10/21 07:00:00 午前,26.207
10412,07/10/21 07:30:00 午前,26.231
10413,07/10/21 08:00:00 午前,26.378
10414,07/10/21 08:30:00 午前,26.451
10415,07/10/21 09:00:00 午前,26.524
10416,07/10/21 09:30:00 午前,26.622
10417,07/10/21 10:00:00 午前,26.5
10418,07/10/21 10:30:00 午前,26.5
10419,07/10/21 11:00:00 午前,26.671
10420,07/10/21 11:30:00 午前,26.842
10421,07/10/21 12:00:00 午後,26.891
10422,07/10/21 12:30:00 午後,27.235
10423,07/10/21 01:00:00 午後,26.891
10424,07/10/21 01:30:00 午後,26.891
10425,07/10/21 02:00:00 午後,26.867
10426,07/10/21 02:30:00 午後,26.72
10427,07/10/21 03:00:00 午後,26.769
10428,07/10/21 03:30:00 午後,26.695
10429,07/10/21 04:00:00 午後,26.646
10430,07/10/21 04:30:00 午後,26.695
10431,07/10/21 05:00:00 午後,26.842
10432,07/10/21 05:30:00 午後,26.842
10433,07/10/21 06:00:00 午後,26.622
10434,07/10/21 06:30:00 午後,26.231
10435,07/10/21 07:00:00 午後,26.426
10436,07/10/21 07:30:00 午後,26.646
10437,07/10/21 08:00:00 午後,26.622
10438,07/10/21 08:30:00 午後,26.598
10439,07/10/21 09:00:00 午後,26.646
10440,07/10/21 09:30:00 午後,26.622
10441,07/10/21 10:00:00 午後,26.549
10442,07/10/21 10:30:00 午後,26.646
10443,07/10/21 11:00:00 午後,26.72
10444,07/10/21 11:30:00 午後,26.744
10445,07/11/21 12:00:00 午前,26.744
10446,07/11/21 12:30:00 午前,26.769
10447,07/11/21 01:00:00 午前,26.524
10448,07/11/21 01:30:00 午前,26.304
10449,07/11/21 02:00:00 午前,26.109
10450,07/11/21 02:30:00 午前,26.134
10451,07/11/21 03:00:00 午前,26.207
10452,07/11/21 03:30:00 午前,26.329
10453,07/11/21 04:00:00 午前,26.598
10454,07/11/21 04:30:00 午前,26.475
10455,07/11/21 05:00:00 午前,26.475
10456,07/11/21 05:30:00 午前,26.402
10457,07/11/21 06:00:00 午前,26.402
10458,07/11/21 06:30:00 午前,26.28
10459,07/11/21 07:00:00 午前,26.353
10460,07/11/21 07:30:00 午前,26.646
10461,07/11/21 08:00:00 午前,26.695
10462,07/11/21 08:30:00 午前,26.695
10463,07/11/21 09:00:00 午前,26.549
10464,07/11/21 09:30:00 午前,26.598
10465,07/11/21 10:00:00 午前,26.72
10466,07/11/21 10:30:00 午前,26.72
10467,07/11/21 11:00:00 午前,26.72
10468,07/11/21 11:30:00 午前,26.769
10469,07/11/21 12:00:00 午後,27.014
10470,07/11/21 12:30:00 午後,27.136
10471,07/11/21 01:00:00 午後,27.333
10472,07/11/21 01:30:00 午後,26.72
10473,07/11/21 02:00:00 午後,26.475
10474,07/11/21 02:30:00 午後,26.28
10475,07/11/21 03:00:00 午後,26.573
10476,07/11/21 03:30:00 午後,26.695
10477,07/11/21 04:00:00 午後,26.793
10478,07/11/21 04:30:00 午後,26.842
10479,07/11/21 05:00:00 午後,26.891
10480,07/11/21 05:30:00 午後,26.989
10481,07/11/21 06:00:00 午後,26.965
10482,07/11/21 06:30:00 午後,26.842
10483,07/11/21 07:00:00 午後,26.842
10484,07/11/21 07:30:00 午後,26.5
10485,07/11/21 08:00:00 午後,26.549
10486,07/11/21 08:30:00 午後,26.842
10487,07/11/21 09:00:00 午後,26.867
10488,07/11/21 09:30:00 午後,26.867
10489,07/11/21 10:00:00 午後,26.793
10490,07/11/21 10:30:00 午後,26.598
10491,07/11/21 11:00:00 午後,26.5
10492,07/11/21 11:30:00 午後,26.524
10493,07/12/21 12:00:00 午前,26.573
10494,07/12/21 12:30:00 午前,26.622
10495,07/12/21 01:00:00 午前,26.646
10496,07/12/21 01:30:00 午前,26.671
10497,07/12/21 02:00:00 午前,26.378
10498,07/12/21 02:30:00 午前,26.475
10499,07/12/21 03:00:00 午前,26.304
10500,07/12/21 03:30:00 午前,26.256
10501,07/12/21 04:00:00 午前,26.304
10502,07/12/21 04:30:00 午前,26.304
10503,07/12/21 05:00:00 午前,26.304
10504,07/12/21 05:30:00 午前,26.378
10505,07/12/21 06:00:00 午前,26.353
10506,07/12/21 06:30:00 午前,26.304
10507,07/12/21 07:00:00 午前,25.914
10508,07/12/21 07:30:00 午前,25.914
10509,07/12/21 08:00:00 午前,26.475
10510,07/12/21 08:30:00 午前,26.28
10511,07/12/21 09:00:00 午前,26.475
10512,07/12/21 09:30:00 午前,26.818
10513,07/12/21 10:00:00 午前,26.744
10514,07/12/21 10:30:00 午前,26.402
10515,07/12/21 11:00:00 午前,26.549
10516,07/12/21 11:30:00 午前,26.818
10517,07/12/21 12:00:00 午後,26.818
10518,07/12/21 12:30:00 午後,26.818
10519,07/12/21 01:00:00 午後,27.038
10520,07/12/21 01:30:00 午後,27.063
10521,07/12/21 02:00:00 午後,26.891
10522,07/12/21 02:30:00 午後,26.72
10523,07/12/21 03:00:00 午後,26.524
10524,07/12/21 03:30:00 午後,26.573
10525,07/12/21 04:00:00 午後,26.72
10526,07/12/21 04:30:00 午後,26.622
10527,07/12/21 05:00:00 午後,26.72
10528,07/12/21 05:30:00 午後,26.744
10529,07/12/21 06:00:00 午後,27.038
10530,07/12/21 06:30:00 午後,26.867
10531,07/12/21 07:00:00 午後,26.867
10532,07/12/21 07:30:00 午後,26.475
10533,07/12/21 08:00:00 午後,26.353
10534,07/12/21 08:30:00 午後,26.182
10535,07/12/21 09:00:00 午後,26.28
10536,07/12/21 09:30:00 午後,26.451
10537,07/12/21 10:00:00 午後,26.646
10538,07/12/21 10:30:00 午後,26.769
10539,07/12/21 11:00:00 午後,26.549
10540,07/12/21 11:30:00 午後,26.573
10541,07/13/21 12:00:00 午前,26.5
10542,07/13/21 12:30:00 午前,26.598
10543,07/13/21 01:00:00 午前,26.867
10544,07/13/21 01:30:00 午前,26.891
10545,07/13/21 02:00:00 午前,26.867
10546,07/13/21 02:30:00 午前,26.378
10547,07/13/21 03:00:00 午前,26.744
10548,07/13/21 03:30:00 午前,26.622
10549,07/13/21 04:00:00 午前,26.646
10550,07/13/21 04:30:00 午前,26.695
10551,07/13/21 05:00:00 午前,26.695
10552,07/13/21 05:30:00 午前,26.695
10553,07/13/21 06:00:00 午前,26.72
10554,07/13/21 06:30:00 午前,26.769
10555,07/13/21 07:00:00 午前,26.793
10556,07/13/21 07:30:00 午前,26.622
10557,07/13/21 08:00:00 午前,26.182
10558,07/13/21 08:30:00 午前,26.793
10559,07/13/21 09:00:00 午前,26.867
10560,07/13/21 09:30:00 午前,26.842
10561,07/13/21 10:00:00 午前,26.965
10562,07/13/21 10:30:00 午前,27.186
10563,07/13/21 11:00:00 午前,27.161
10564,07/13/21 11:30:00 午前,27.259
10565,07/13/21 12:00:00 午後,27.161
10566,07/13/21 12:30:00 午後,27.333
10567,07/13/21 01:00:00 午後,27.604
10568,07/13/21 01:30:00 午後,27.776
10569,07/13/21 02:00:00 午後,27.604
10570,07/13/21 02:30:00 午後,27.112
10571,07/13/21 03:00:00 午後,27.161
10572,07/13/21 03:30:00 午後,26.94
10573,07/13/21 04:00:00 午後,27.038
10574,07/13/21 04:30:00 午後,26.818
10575,07/13/21 05:00:00 午後,26.378
10576,07/13/21 05:30:00 午後,26.256
10577,07/13/21 06:00:00 午後,26.671
10578,07/13/21 06:30:00 午後,26.695
10579,07/13/21 07:00:00 午後,26.695
10580,07/13/21 07:30:00 午後,26.598
10581,07/13/21 08:00:00 午後,26.378
10582,07/13/21 08:30:00 午後,26.549
10583,07/13/21 09:00:00 午後,26.695
10584,07/13/21 09:30:00 午後,26.549
10585,07/13/21 10:00:00 午後,26.867
10586,07/13/21 10:30:00 午後,26.598
10587,07/13/21 11:00:00 午後,26.94
10588,07/13/21 11:30:00 午後,26.646
10589,07/14/21 12:00:00 午前,26.793
10590,07/14/21 12:30:00 午前,26.793
10591,07/14/21 01:00:00 午前,26.744
10592,07/14/21 01:30:00 午前,26.769
10593,07/14/21 02:00:00 午前,26.818
10594,07/14/21 02:30:00 午前,26.842
10595,07/14/21 03:00:00 午前,26.842
10596,07/14/21 03:30:00 午前,26.842
10597,07/14/21 04:00:00 午前,26.793
10598,07/14/21 04:30:00 午前,26.744
10599,07/14/21 05:00:00 午前,26.842
10600,07/14/21 05:30:00 午前,26.965
10601,07/14/21 06:00:00 午前,26.989
10602,07/14/21 06:30:00 午前,27.038
10603,07/14/21 07:00:00 午前,27.087
10604,07/14/21 07:30:00 午前,27.186
10605,07/14/21 08:00:00 午前,27.284
10606,07/14/21 08:30:00 午前,27.235
10607,07/14/21 09:00:00 午前,27.284
10608,07/14/21 09:30:00 午前,27.284
10609,07/14/21 10:00:00 午前,27.186
10610,07/14/21 10:30:00 午前,27.431
10611,07/14/21 11:00:00 午前,27.235
10612,07/14/21 11:30:00 午前,27.259
10613,07/14/21 12:00:00 午後,27.407
10614,07/14/21 12:30:00 午後,27.579
10615,07/14/21 01:00:00 午後,27.677
10616,07/14/21 01:30:00 午後,28.023
10617,07/14/21 02:00:00 午後,28.245
10618,07/14/21 02:30:00 午後,28.369
10619,07/14/21 03:00:00 午後,28.122
10620,07/14/21 03:30:00 午後,27.974
10621,07/14/21 04:00:00 午後,27.628
10622,07/14/21 04:30:00 午後,27.21
10623,07/14/21 05:00:00 午後,27.554
10624,07/14/21 05:30:00 午後,27.481
10625,07/14/21 06:00:00 午後,27.407
10626,07/14/21 06:30:00 午後,27.235
10627,07/14/21 07:00:00 午後,27.382
10628,07/14/21 07:30:00 午後,27.333
10629,07/14/21 08:00:00 午後,27.235
10630,07/14/21 08:30:00 午後,27.284
10631,07/14/21 09:00:00 午後,27.136
10632,07/14/21 09:30:00 午後,26.793
10633,07/14/21 10:00:00 午後,27.112
10634,07/14/21 10:30:00 午後,27.136
10635,07/14/21 11:00:00 午後,27.259
10636,07/14/21 11:30:00 午後,27.382
10637,07/15/21 12:00:00 午前,27.284
10638,07/15/21 12:30:00 午前,27.358
10639,07/15/21 01:00:00 午前,27.333
10640,07/15/21 01:30:00 午前,27.235
10641,07/15/21 02:00:00 午前,27.235
10642,07/15/21 02:30:00 午前,27.284
10643,07/15/21 03:00:00 午前,27.284
10644,07/15/21 03:30:00 午前,27.235
10645,07/15/21 04:00:00 午前,27.235
10646,07/15/21 04:30:00 午前,27.038
10647,07/15/21 05:00:00 午前,27.112
10648,07/15/21 05:30:00 午前,27.112
10649,07/15/21 06:00:00 午前,27.161
10650,07/15/21 06:30:00 午前,27.161
10651,07/15/21 07:00:00 午前,27.186
10652,07/15/21 07:30:00 午前,27.333
10653,07/15/21 08:00:00 午前,27.382
10654,07/15/21 08:30:00 午前,27.382
10655,07/15/21 09:00:00 午前,27.431
10656,07/15/21 09:30:00 午前,27.579
10657,07/15/21 10:00:00 午前,27.554
10658,07/15/21 10:30:00 午前,27.702
10659,07/15/21 11:00:00 午前,27.751
10660,07/15/21 11:30:00 午前,27.998
10661,07/15/21 12:00:00 午後,27.653
10662,07/15/21 12:30:00 午後,27.727
10663,07/15/21 01:00:00 午後,27.727
10664,07/15/21 01:30:00 午後,28.072
10665,07/15/21 02:00:00 午後,28.394
10666,07/15/21 02:30:00 午後,28.518
10667,07/15/21 03:00:00 午後,28.766
10668,07/15/21 03:30:00 午後,28.493
10669,07/15/21 04:00:00 午後,28.468
10670,07/15/21 04:30:00 午後,28.023
10671,07/15/21 05:00:00 午後,27.481
10672,07/15/21 05:30:00 午後,27.554
10673,07/15/21 06:00:00 午後,27.382
10674,07/15/21 06:30:00 午後,27.358
10675,07/15/21 07:00:00 午後,27.407
10676,07/15/21 07:30:00 午後,27.727
10677,07/15/21 08:00:00 午後,27.924
10678,07/15/21 08:30:00 午後,27.998
10679,07/15/21 09:00:00 午後,28.023
10680,07/15/21 09:30:00 午後,28.122
10681,07/15/21 10:00:00 午後,28.122
10682,07/15/21 10:30:00 午後,26.842
10683,07/15/21 11:00:00 午後,26.94
10684,07/15/21 11:30:00 午後,27.407
10685,07/16/21 12:00:00 午前,27.677
10686,07/16/21 12:30:00 午前,27.284
10687,07/16/21 01:00:00 午前,26.989
10688,07/16/21 01:30:00 午前,26.989
10689,07/16/21 02:00:00 午前,27.358
10690,07/16/21 02:30:00 午前,27.456
10691,07/16/21 03:00:00 午前,27.53
10692,07/16/21 03:30:00 午前,27.53
10693,07/16/21 04:00:00 午前,27.53
10694,07/16/21 04:30:00 午前,27.628
10695,07/16/21 05:00:00 午前,27.456
10696,07/16/21 05:30:00 午前,27.431
10697,07/16/21 06:00:00 午前,27.333
10698,07/16/21 06:30:00 午前,27.333
10699,07/16/21 07:00:00 午前,27.382
10700,07/16/21 07:30:00 午前,27.431
10701,07/16/21 08:00:00 午前,27.505
10702,07/16/21 08:30:00 午前,27.505
10703,07/16/21 09:00:00 午前,27.628
10704,07/16/21 09:30:00 午前,27.604
10705,07/16/21 10:00:00 午前,27.751
10706,07/16/21 10:30:00 午前,27.776
10707,07/16/21 11:00:00 午前,27.875
10708,07/16/21 11:30:00 午前,27.85
10709,07/16/21 12:00:00 午後,28.097
10710,07/16/21 12:30:00 午後,27.974
10711,07/16/21 01:00:00 午後,28.444
10712,07/16/21 01:30:00 午後,28.617
10713,07/16/21 02:00:00 午後,28.742
10714,07/16/21 02:30:00 午後,28.891
10715,07/16/21 03:00:00 午後,29.015
10716,07/16/21 03:30:00 午後,29.04
10717,07/16/21 04:00:00 午後,29.14
10718,07/16/21 04:30:00 午後,29.065
10719,07/16/21 05:00:00 午後,28.99
10720,07/16/21 05:30:00 午後,28.27
10721,07/16/21 06:00:00 午後,27.85
10722,07/16/21 06:30:00 午後,27.702
10723,07/16/21 07:00:00 午後,27.628
10724,07/16/21 07:30:00 午後,27.653
10725,07/16/21 08:00:00 午後,27.727
10726,07/16/21 08:30:00 午後,27.727
10727,07/16/21 09:00:00 午後,27.875
10728,07/16/21 09:30:00 午後,28.023
10729,07/16/21 10:00:00 午後,27.875
10730,07/16/21 10:30:00 午後,27.653
10731,07/16/21 11:00:00 午後,27.554
10732,07/16/21 11:30:00 午後,27.284
10733,07/17/21 12:00:00 午前,26.646
10734,07/17/21 12:30:00 午前,27.727
10735,07/17/21 01:00:00 午前,27.825
10736,07/17/21 01:30:00 午前,27.751
10737,07/17/21 02:00:00 午前,27.653
10738,07/17/21 02:30:00 午前,27.751
10739,07/17/21 03:00:00 午前,27.677
10740,07/17/21 03:30:00 午前,27.579
10741,07/17/21 04:00:00 午前,27.579
10742,07/17/21 04:30:00 午前,27.579
10743,07/17/21 05:00:00 午前,27.554
10744,07/17/21 05:30:00 午前,27.554
10745,07/17/21 06:00:00 午前,27.554
10746,07/17/21 06:30:00 午前,27.505
10747,07/17/21 07:00:00 午前,27.554
10748,07/17/21 07:30:00 午前,27.579
10749,07/17/21 08:00:00 午前,27.628
10750,07/17/21 08:30:00 午前,27.702
10751,07/17/21 09:00:00 午前,27.727
10752,07/17/21 09:30:00 午前,27.751
10753,07/17/21 10:00:00 午前,27.677
10754,07/17/21 10:30:00 午前,27.899
10755,07/17/21 11:00:00 午前,27.949
10756,07/17/21 11:30:00 午前,27.974
10757,07/17/21 12:00:00 午後,28.27
10758,07/17/21 12:30:00 午後,28.171
10759,07/17/21 01:00:00 午後,28.345
10760,07/17/21 01:30:00 午後,27.949
10761,07/17/21 02:00:00 午後,27.801
10762,07/17/21 02:30:00 午後,28.717
10763,07/17/21 03:00:00 午後,28.941
10764,07/17/21 03:30:00 午後,28.965
10765,07/17/21 04:00:00 午後,29.09
10766,07/17/21 04:30:00 午後,29.115
10767,07/17/21 05:00:00 午後,29.115
10768,07/17/21 05:30:00 午後,29.14
10769,07/17/21 06:00:00 午後,29.04
10770,07/17/21 06:30:00 午後,28.593
10771,07/17/21 07:00:00 午後,28.32
10772,07/17/21 07:30:00 午後,28.097
10773,07/17/21 08:00:00 午後,27.998
10774,07/17/21 08:30:00 午後,27.899
10775,07/17/21 09:00:00 午後,27.924
10776,07/17/21 09:30:00 午後,28.023
10777,07/17/21 10:00:00 午後,28.072
10778,07/17/21 10:30:00 午後,28.196
10779,07/17/21 11:00:00 午後,28.245
10780,07/17/21 11:30:00 午後,28.295
10781,07/18/21 12:00:00 午前,28.221
10782,07/18/21 12:30:00 午前,28.27
10783,07/18/21 01:00:00 午前,28.345
10784,07/18/21 01:30:00 午前,28.345
10785,07/18/21 02:00:00 午前,28.171
10786,07/18/21 02:30:00 午前,28.221
10787,07/18/21 03:00:00 午前,27.554
10788,07/18/21 03:30:00 午前,28.072
10789,07/18/21 04:00:00 午前,28.072
10790,07/18/21 04:30:00 午前,28.072
10791,07/18/21 05:00:00 午前,28.023
10792,07/18/21 05:30:00 午前,28.023
10793,07/18/21 06:00:00 午前,28.023
10794,07/18/21 06:30:00 午前,28.072
10795,07/18/21 07:00:00 午前,27.998
10796,07/18/21 07:30:00 午前,28.196
10797,07/18/21 08:00:00 午前,28.122
10798,07/18/21 08:30:00 午前,28.023
10799,07/18/21 09:00:00 午前,28.171
10800,07/18/21 09:30:00 午前,28.245
10801,07/18/21 10:00:00 午前,28.147
10802,07/18/21 10:30:00 午前,27.974
10803,07/18/21 11:00:00 午前,27.801
10804,07/18/21 11:30:00 午前,28.196
10805,07/18/21 12:00:00 午後,28.27
10806,07/18/21 12:30:00 午後,28.221
10807,07/18/21 01:00:00 午後,28.32
10808,07/18/21 01:30:00 午後,28.444
10809,07/18/21 02:00:00 午後,28.295
10810,07/18/21 02:30:00 午後,28.369
10811,07/18/21 03:00:00 午後,28.419
10812,07/18/21 03:30:00 午後,28.196
10813,07/18/21 04:00:00 午後,28.345
10814,07/18/21 04:30:00 午後,28.543
10815,07/18/21 05:00:00 午後,28.866
10816,07/18/21 05:30:00 午後,28.941
10817,07/18/21 06:00:00 午後,28.99
10818,07/18/21 06:30:00 午後,28.99
10819,07/18/21 07:00:00 午後,29.265
10820,07/18/21 07:30:00 午後,29.315
10821,07/18/21 08:00:00 午後,28.816
10822,07/18/21 08:30:00 午後,28.32
10823,07/18/21 09:00:00 午後,28.245
10824,07/18/21 09:30:00 午後,28.147
10825,07/18/21 10:00:00 午後,28.147
10826,07/18/21 10:30:00 午後,28.27
10827,07/18/21 11:00:00 午後,28.369
10828,07/18/21 11:30:00 午後,28.468
10829,07/19/21 12:00:00 午前,28.394
10830,07/19/21 12:30:00 午前,28.444
10831,07/19/21 01:00:00 午前,28.493
10832,07/19/21 01:30:00 午前,28.394
10833,07/19/21 02:00:00 午前,28.444
10834,07/19/21 02:30:00 午前,28.468
10835,07/19/21 03:00:00 午前,28.468
10836,07/19/21 03:30:00 午前,28.468
10837,07/19/21 04:00:00 午前,28.493
10838,07/19/21 04:30:00 午前,28.518
10839,07/19/21 05:00:00 午前,28.518
10840,07/19/21 05:30:00 午前,28.419
10841,07/19/21 06:00:00 午前,28.369
10842,07/19/21 06:30:00 午前,28.369
10843,07/19/21 07:00:00 午前,28.369
10844,07/19/21 07:30:00 午前,28.444
10845,07/19/21 08:00:00 午前,28.518
10846,07/19/21 08:30:00 午前,28.543
10847,07/19/21 09:00:00 午前,28.568
10848,07/19/21 09:30:00 午前,28.667
10849,07/19/21 10:00:00 午前,28.841
10850,07/19/21 10:30:00 午前,28.717
10851,07/19/21 11:00:00 午前,28.667
10852,07/19/21 11:30:00 午前,28.617
10853,07/19/21 12:00:00 午後,28.766
10854,07/19/21 12:30:00 午後,28.617
10855,07/19/21 01:00:00 午後,28.642
10856,07/19/21 01:30:00 午後,28.866
10857,07/19/21 02:00:00 午後,29.04
10858,07/19/21 02:30:00 午後,29.04
10859,07/19/21 03:00:00 午後,28.965
10860,07/19/21 03:30:00 午後,29.065
10861,07/19/21 04:00:00 午後,29.14
10862,07/19/21 04:30:00 午後,29.215
10863,07/19/21 05:00:00 午後,29.24
10864,07/19/21 05:30:00 午後,29.265
10865,07/19/21 06:00:00 午後,29.315
10866,07/19/21 06:30:00 午後,29.315
10867,07/19/21 07:00:00 午後,29.34
10868,07/19/21 07:30:00 午後,29.315
10869,07/19/21 08:00:00 午後,28.468
10870,07/19/21 08:30:00 午後,28.518
10871,07/19/21 09:00:00 午後,28.221
10872,07/19/21 09:30:00 午後,28.221
10873,07/19/21 10:00:00 午後,28.27
10874,07/19/21 10:30:00 午後,28.245
10875,07/19/21 11:00:00 午後,28.32
10876,07/19/21 11:30:00 午後,28.444
10877,07/20/21 12:00:00 午前,28.493
10878,07/20/21 12:30:00 午前,28.568
10879,07/20/21 01:00:00 午前,28.518
10880,07/20/21 01:30:00 午前,28.493
10881,07/20/21 02:00:00 午前,28.518
10882,07/20/21 02:30:00 午前,28.493
10883,07/20/21 03:00:00 午前,28.468
10884,07/20/21 03:30:00 午前,28.444
10885,07/20/21 04:00:00 午前,28.419
10886,07/20/21 04:30:00 午前,28.369
10887,07/20/21 05:00:00 午前,28.32
10888,07/20/21 05:30:00 午前,28.295
10889,07/20/21 06:00:00 午前,28.295
10890,07/20/21 06:30:00 午前,28.221
10891,07/20/21 07:00:00 午前,28.171
10892,07/20/21 07:30:00 午前,28.147
10893,07/20/21 08:00:00 午前,28.171
10894,07/20/21 08:30:00 午前,28.122
10895,07/20/21 09:00:00 午前,28.171
10896,07/20/21 09:30:00 午前,28.221
10897,07/20/21 10:00:00 午前,28.147
10898,07/20/21 10:30:00 午前,28.072
10899,07/20/21 11:00:00 午前,28.072
10900,07/20/21 11:30:00 午前,28.048
10901,07/20/21 12:00:00 午後,28.072
10902,07/20/21 12:30:00 午後,28.048
10903,07/20/21 01:00:00 午後,28.048
10904,07/20/21 01:30:00 午後,28.097
10905,07/20/21 02:00:00 午後,28.048
10906,07/20/21 02:30:00 午後,28.048
10907,07/20/21 03:00:00 午後,28.048
10908,07/20/21 03:30:00 午後,28.023
10909,07/20/21 04:00:00 午後,27.998
10910,07/20/21 04:30:00 午後,27.974
10911,07/20/21 05:00:00 午後,27.924
10912,07/20/21 05:30:00 午後,27.924
10913,07/20/21 06:00:00 午後,27.924
10914,07/20/21 06:30:00 午後,27.899
10915,07/20/21 07:00:00 午後,27.875
10916,07/20/21 07:30:00 午後,27.875
10917,07/20/21 08:00:00 午後,27.85
10918,07/20/21 08:30:00 午後,27.727
10919,07/20/21 09:00:00 午後,27.628
10920,07/20/21 09:30:00 午後,27.653
10921,07/20/21 10:00:00 午後,27.653
10922,07/20/21 10:30:00 午後,27.628
10923,07/20/21 11:00:00 午後,27.604
10924,07/20/21 11:30:00 午後,27.604
10925,07/21/21 12:00:00 午前,27.579
10926,07/21/21 12:30:00 午前,27.554
10927,07/21/21 01:00:00 午前,27.456
10928,07/21/21 01:30:00 午前,27.456
10929,07/21/21 02:00:00 午前,27.481
10930,07/21/21 02:30:00 午前,27.505
10931,07/21/21 03:00:00 午前,27.505
10932,07/21/21 03:30:00 午前,27.481
10933,07/21/21 04:00:00 午前,27.456
10934,07/21/21 04:30:00 午前,27.431
10935,07/21/21 05:00:00 午前,27.431
10936,07/21/21 05:30:00 午前,27.875
10937,07/21/21 06:00:00 午前,28.171
10938,07/21/21 06:30:00 午前,28.097
10939,07/21/21 07:00:00 午前,27.974
10940,07/21/21 07:30:00 午前,27.949
10941,07/21/21 08:00:00 午前,27.382
10942,07/21/21 08:30:00 午前,27.456
10943,07/21/21 09:00:00 午前,27.554
10944,07/21/21 09:30:00 午前,27.677
10945,07/21/21 10:00:00 午前,27.998
10946,07/21/21 10:30:00 午前,28.196
10947,07/21/21 11:00:00 午前,28.32
10948,07/21/21 11:30:00 午前,28.468
10949,07/21/21 12:00:00 午後,28.444
10950,07/21/21 12:30:00 午後,28.518
10951,07/21/21 01:00:00 午後,28.568
10952,07/21/21 01:30:00 午後,28.568
10953,07/21/21 02:00:00 午後,28.568
10954,07/21/21 02:30:00 午後,28.518
10955,07/21/21 03:00:00 午後,28.568
10956,07/21/21 03:30:00 午後,28.518
10957,07/21/21 04:00:00 午後,28.468
10958,07/21/21 04:30:00 午後,28.394
10959,07/21/21 05:00:00 午後,28.419
10960,07/21/21 05:30:00 午後,28.419
10961,07/21/21 06:00:00 午後,28.493
10962,07/21/21 06:30:00 午後,28.493
10963,07/21/21 07:00:00 午後,28.493
10964,07/21/21 07:30:00 午後,28.518
10965,07/21/21 08:00:00 午後,28.518
10966,07/21/21 08:30:00 午後,28.518
10967,07/21/21 09:00:00 午後,28.493
10968,07/21/21 09:30:00 午後,28.468
10969,07/21/21 10:00:00 午後,28.468
10970,07/21/21 10:30:00 午後,28.493
10971,07/21/21 11:00:00 午後,28.468
10972,07/21/21 11:30:00 午後,28.468
10973,07/22/21 12:00:00 午前,28.493
10974,07/22/21 12:30:00 午前,28.518
10975,07/22/21 01:00:00 午前,28.518
10976,07/22/21 01:30:00 午前,28.518
10977,07/22/21 02:00:00 午前,28.493
10978,07/22/21 02:30:00 午前,28.493
10979,07/22/21 03:00:00 午前,28.493
10980,07/22/21 03:30:00 午前,28.468
10981,07/22/21 04:00:00 午前,28.518
10982,07/22/21 04:30:00 午前,28.493
10983,07/22/21 05:00:00 午前,28.493
10984,07/22/21 05:30:00 午前,28.468
10985,07/22/21 06:00:00 午前,28.468
10986,07/22/21 06:30:00 午前,28.468
10987,07/22/21 07:00:00 午前,28.468
10988,07/22/21 07:30:00 午前,28.493
10989,07/22/21 08:00:00 午前,28.518
10990,07/22/21 08:30:00 午前,28.518
10991,07/22/21 09:00:00 午前,28.518
10992,07/22/21 09:30:00 午前,28.518
10993,07/22/21 10:00:00 午前,28.493
10994,07/22/21 10:30:00 午前,28.518
10995,07/22/21 11:00:00 午前,28.568
10996,07/22/21 11:30:00 午前,28.345
10997,07/22/21 12:00:00 午後,28.394
10998,07/22/21 12:30:00 午後,28.147
10999,07/22/21 01:00:00 午後,27.924
11000,07/22/21 01:30:00 午後,27.85
11001,07/22/21 02:00:00 午後,27.974
11002,07/22/21 02:30:00 午後,28.27
11003,07/22/21 03:00:00 午後,28.295
11004,07/22/21 03:30:00 午後,28.221
11005,07/22/21 04:00:00 午後,28.196
11006,07/22/21 04:30:00 午後,28.221
11007,07/22/21 05:00:00 午後,28.245
11008,07/22/21 05:30:00 午後,28.221
11009,07/22/21 06:00:00 午後,28.245
11010,07/22/21 06:30:00 午後,28.27
11011,07/22/21 07:00:00 午後,28.27
11012,07/22/21 07:30:00 午後,28.27
11013,07/22/21 08:00:00 午後,28.245
11014,07/22/21 08:30:00 午後,28.245
11015,07/22/21 09:00:00 午後,28.196
11016,07/22/21 09:30:00 午後,28.171
11017,07/22/21 10:00:00 午後,28.171
11018,07/22/21 10:30:00 午後,27.974
11019,07/22/21 11:00:00 午後,27.924
11020,07/22/21 11:30:00 午後,27.899
11021,07/23/21 12:00:00 午前,27.924
11022,07/23/21 12:30:00 午前,28.072
11023,07/23/21 01:00:00 午前,27.998
11024,07/23/21 01:30:00 午前,28.072
11025,07/23/21 02:00:00 午前,28.048
11026,07/23/21 02:30:00 午前,28.122
11027,07/23/21 03:00:00 午前,28.122
11028,07/23/21 03:30:00 午前,28.072
11029,07/23/21 04:00:00 午前,27.974
11030,07/23/21 04:30:00 午前,27.949
