プロット タイトル: site07_spot008_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20291299, SEN S/N: 20291299)"
11582,08/03/21 04:30:00 午後,28.444
11583,08/03/21 05:00:00 午後,28.394
11584,08/03/21 05:30:00 午後,28.32
11585,08/03/21 06:00:00 午後,28.27
11586,08/03/21 06:30:00 午後,28.295
11587,08/03/21 07:00:00 午後,28.493
11588,08/03/21 07:30:00 午後,28.593
11589,08/03/21 08:00:00 午後,28.568
11590,08/03/21 08:30:00 午後,28.518
11591,08/03/21 09:00:00 午後,28.493
11592,08/03/21 09:30:00 午後,28.468
11593,08/03/21 10:00:00 午後,28.419
11594,08/03/21 10:30:00 午後,28.369
11595,08/03/21 11:00:00 午後,28.32
11596,08/03/21 11:30:00 午後,28.295
11597,08/04/21 12:00:00 午前,28.196
11598,08/04/21 12:30:00 午前,28.122
11599,08/04/21 01:00:00 午前,28.097
11600,08/04/21 01:30:00 午前,28.048
11601,08/04/21 02:00:00 午前,27.998
11602,08/04/21 02:30:00 午前,27.974
11603,08/04/21 03:00:00 午前,27.924
11604,08/04/21 03:30:00 午前,27.875
11605,08/04/21 04:00:00 午前,27.875
11606,08/04/21 04:30:00 午前,27.899
11607,08/04/21 05:00:00 午前,27.899
11608,08/04/21 05:30:00 午前,27.924
11609,08/04/21 06:00:00 午前,27.974
11610,08/04/21 06:30:00 午前,27.949
11611,08/04/21 07:00:00 午前,27.974
11612,08/04/21 07:30:00 午前,27.949
11613,08/04/21 08:00:00 午前,27.974
11614,08/04/21 08:30:00 午前,28.023
11615,08/04/21 09:00:00 午前,27.998
11616,08/04/21 09:30:00 午前,28.023
11617,08/04/21 10:00:00 午前,28.097
11618,08/04/21 10:30:00 午前,28.122
11619,08/04/21 11:00:00 午前,28.221
11620,08/04/21 11:30:00 午前,28.32
11621,08/04/21 12:00:00 午後,28.369
11622,08/04/21 12:30:00 午後,28.419
11623,08/04/21 01:00:00 午後,28.444
11624,08/04/21 01:30:00 午後,28.468
11625,08/04/21 02:00:00 午後,28.468
11626,08/04/21 02:30:00 午後,28.444
11627,08/04/21 03:00:00 午後,28.444
11628,08/04/21 03:30:00 午後,28.444
11629,08/04/21 04:00:00 午後,28.419
11630,08/04/21 04:30:00 午後,28.419
11631,08/04/21 05:00:00 午後,28.394
11632,08/04/21 05:30:00 午後,28.394
11633,08/04/21 06:00:00 午後,28.419
11634,08/04/21 06:30:00 午後,28.369
11635,08/04/21 07:00:00 午後,28.369
11636,08/04/21 07:30:00 午後,28.32
11637,08/04/21 08:00:00 午後,28.27
11638,08/04/21 08:30:00 午後,28.27
11639,08/04/21 09:00:00 午後,28.295
11640,08/04/21 09:30:00 午後,28.221
11641,08/04/21 10:00:00 午後,28.196
11642,08/04/21 10:30:00 午後,28.171
11643,08/04/21 11:00:00 午後,28.122
11644,08/04/21 11:30:00 午後,28.072
11645,08/05/21 12:00:00 午前,28.072
11646,08/05/21 12:30:00 午前,28.048
11647,08/05/21 01:00:00 午前,28.048
11648,08/05/21 01:30:00 午前,28.023
11649,08/05/21 02:00:00 午前,28.023
11650,08/05/21 02:30:00 午前,28.023
11651,08/05/21 03:00:00 午前,28.023
11652,08/05/21 03:30:00 午前,28.048
11653,08/05/21 04:00:00 午前,28.048
11654,08/05/21 04:30:00 午前,27.998
11655,08/05/21 05:00:00 午前,27.974
11656,08/05/21 05:30:00 午前,27.974
11657,08/05/21 06:00:00 午前,27.974
11658,08/05/21 06:30:00 午前,27.974
11659,08/05/21 07:00:00 午前,27.974
11660,08/05/21 07:30:00 午前,27.974
11661,08/05/21 08:00:00 午前,27.949
11662,08/05/21 08:30:00 午前,27.949
11663,08/05/21 09:00:00 午前,27.924
11664,08/05/21 09:30:00 午前,27.924
11665,08/05/21 10:00:00 午前,27.924
11666,08/05/21 10:30:00 午前,27.875
11667,08/05/21 11:00:00 午前,27.899
11668,08/05/21 11:30:00 午前,27.924
11669,08/05/21 12:00:00 午後,27.949
11670,08/05/21 12:30:00 午後,27.974
11671,08/05/21 01:00:00 午後,27.998
11672,08/05/21 01:30:00 午後,28.097
11673,08/05/21 02:00:00 午後,28.072
11674,08/05/21 02:30:00 午後,28.072
11675,08/05/21 03:00:00 午後,28.072
11676,08/05/21 03:30:00 午後,28.072
11677,08/05/21 04:00:00 午後,28.097
11678,08/05/21 04:30:00 午後,28.147
11679,08/05/21 05:00:00 午後,28.171
11680,08/05/21 05:30:00 午後,28.097
11681,08/05/21 06:00:00 午後,28.048
11682,08/05/21 06:30:00 午後,27.998
11683,08/05/21 07:00:00 午後,27.998
11684,08/05/21 07:30:00 午後,27.974
11685,08/05/21 08:00:00 午後,27.949
11686,08/05/21 08:30:00 午後,27.924
11687,08/05/21 09:00:00 午後,27.899
11688,08/05/21 09:30:00 午後,27.899
11689,08/05/21 10:00:00 午後,27.875
11690,08/05/21 10:30:00 午後,27.875
11691,08/05/21 11:00:00 午後,27.85
11692,08/05/21 11:30:00 午後,27.825
11693,08/06/21 12:00:00 午前,27.85
11694,08/06/21 12:30:00 午前,27.85
11695,08/06/21 01:00:00 午前,27.801
11696,08/06/21 01:30:00 午前,27.776
11697,08/06/21 02:00:00 午前,27.751
11698,08/06/21 02:30:00 午前,27.751
11699,08/06/21 03:00:00 午前,27.727
11700,08/06/21 03:30:00 午前,27.727
11701,08/06/21 04:00:00 午前,27.727
11702,08/06/21 04:30:00 午前,27.677
11703,08/06/21 05:00:00 午前,27.628
11704,08/06/21 05:30:00 午前,27.628
11705,08/06/21 06:00:00 午前,27.604
11706,08/06/21 06:30:00 午前,27.604
11707,08/06/21 07:00:00 午前,27.431
11708,08/06/21 07:30:00 午前,27.333
11709,08/06/21 08:00:00 午前,27.21
11710,08/06/21 08:30:00 午前,27.259
11711,08/06/21 09:00:00 午前,27.431
11712,08/06/21 09:30:00 午前,27.554
11713,08/06/21 10:00:00 午前,27.604
11714,08/06/21 10:30:00 午前,27.677
11715,08/06/21 11:00:00 午前,27.751
11716,08/06/21 11:30:00 午前,27.899
11717,08/06/21 12:00:00 午後,27.85
11718,08/06/21 12:30:00 午後,27.801
11719,08/06/21 01:00:00 午後,27.801
11720,08/06/21 01:30:00 午後,27.825
11721,08/06/21 02:00:00 午後,27.924
11722,08/06/21 02:30:00 午後,27.998
11723,08/06/21 03:00:00 午後,27.998
11724,08/06/21 03:30:00 午後,28.097
11725,08/06/21 04:00:00 午後,28.023
11726,08/06/21 04:30:00 午後,27.727
11727,08/06/21 05:00:00 午後,27.481
11728,08/06/21 05:30:00 午後,27.431
11729,08/06/21 06:00:00 午後,27.431
11730,08/06/21 06:30:00 午後,27.333
11731,08/06/21 07:00:00 午後,27.259
11732,08/06/21 07:30:00 午後,27.431
11733,08/06/21 08:00:00 午後,27.628
11734,08/06/21 08:30:00 午後,27.628
11735,08/06/21 09:00:00 午後,27.628
11736,08/06/21 09:30:00 午後,27.628
11737,08/06/21 10:00:00 午後,27.628
11738,08/06/21 10:30:00 午後,27.628
11739,08/06/21 11:00:00 午後,27.628
11740,08/06/21 11:30:00 午後,27.628
11741,08/07/21 12:00:00 午前,27.628
11742,08/07/21 12:30:00 午前,27.628
11743,08/07/21 01:00:00 午前,27.604
11744,08/07/21 01:30:00 午前,27.604
11745,08/07/21 02:00:00 午前,27.604
11746,08/07/21 02:30:00 午前,27.604
11747,08/07/21 03:00:00 午前,27.604
11748,08/07/21 03:30:00 午前,27.579
11749,08/07/21 04:00:00 午前,27.604
11750,08/07/21 04:30:00 午前,27.579
11751,08/07/21 05:00:00 午前,27.579
11752,08/07/21 05:30:00 午前,27.579
11753,08/07/21 06:00:00 午前,27.604
11754,08/07/21 06:30:00 午前,27.604
11755,08/07/21 07:00:00 午前,27.628
11756,08/07/21 07:30:00 午前,27.628
11757,08/07/21 08:00:00 午前,27.628
11758,08/07/21 08:30:00 午前,27.628
11759,08/07/21 09:00:00 午前,27.653
11760,08/07/21 09:30:00 午前,27.653
11761,08/07/21 10:00:00 午前,27.653
11762,08/07/21 10:30:00 午前,27.677
11763,08/07/21 11:00:00 午前,27.702
11764,08/07/21 11:30:00 午前,27.727
11765,08/07/21 12:00:00 午後,27.727
11766,08/07/21 12:30:00 午後,27.776
11767,08/07/21 01:00:00 午後,27.801
11768,08/07/21 01:30:00 午後,27.825
11769,08/07/21 02:00:00 午後,27.825
11770,08/07/21 02:30:00 午後,27.801
11771,08/07/21 03:00:00 午後,27.776
11772,08/07/21 03:30:00 午後,27.751
11773,08/07/21 04:00:00 午後,27.751
11774,08/07/21 04:30:00 午後,27.751
11775,08/07/21 05:00:00 午後,27.751
11776,08/07/21 05:30:00 午後,27.751
11777,08/07/21 06:00:00 午後,27.727
11778,08/07/21 06:30:00 午後,27.727
11779,08/07/21 07:00:00 午後,27.727
11780,08/07/21 07:30:00 午後,27.727
11781,08/07/21 08:00:00 午後,27.751
11782,08/07/21 08:30:00 午後,27.727
11783,08/07/21 09:00:00 午後,27.702
11784,08/07/21 09:30:00 午後,27.677
11785,08/07/21 10:00:00 午後,27.677
11786,08/07/21 10:30:00 午後,27.677
11787,08/07/21 11:00:00 午後,27.653
11788,08/07/21 11:30:00 午後,27.653
11789,08/08/21 12:00:00 午前,27.628
11790,08/08/21 12:30:00 午前,27.505
11791,08/08/21 01:00:00 午前,27.407
11792,08/08/21 01:30:00 午前,27.456
11793,08/08/21 02:00:00 午前,27.382
11794,08/08/21 02:30:00 午前,27.358
11795,08/08/21 03:00:00 午前,27.333
11796,08/08/21 03:30:00 午前,27.284
11797,08/08/21 04:00:00 午前,27.308
11798,08/08/21 04:30:00 午前,27.333
11799,08/08/21 05:00:00 午前,27.308
11800,08/08/21 05:30:00 午前,27.284
11801,08/08/21 06:00:00 午前,27.333
11802,08/08/21 06:30:00 午前,27.333
11803,08/08/21 07:00:00 午前,27.333
11804,08/08/21 07:30:00 午前,27.333
11805,08/08/21 08:00:00 午前,27.333
11806,08/08/21 08:30:00 午前,27.333
11807,08/08/21 09:00:00 午前,27.333
11808,08/08/21 09:30:00 午前,27.333
11809,08/08/21 10:00:00 午前,27.358
11810,08/08/21 10:30:00 午前,27.382
11811,08/08/21 11:00:00 午前,27.333
11812,08/08/21 11:30:00 午前,27.308
11813,08/08/21 12:00:00 午後,27.382
11814,08/08/21 12:30:00 午後,27.481
11815,08/08/21 01:00:00 午後,27.628
11816,08/08/21 01:30:00 午後,27.653
11817,08/08/21 02:00:00 午後,27.653
11818,08/08/21 02:30:00 午後,27.653
11819,08/08/21 03:00:00 午後,27.677
11820,08/08/21 03:30:00 午後,27.628
11821,08/08/21 04:00:00 午後,27.604
11822,08/08/21 04:30:00 午後,27.604
11823,08/08/21 05:00:00 午後,27.579
11824,08/08/21 05:30:00 午後,27.579
11825,08/08/21 06:00:00 午後,27.579
11826,08/08/21 06:30:00 午後,27.677
11827,08/08/21 07:00:00 午後,27.702
11828,08/08/21 07:30:00 午後,27.751
11829,08/08/21 08:00:00 午後,27.751
11830,08/08/21 08:30:00 午後,27.702
11831,08/08/21 09:00:00 午後,27.677
11832,08/08/21 09:30:00 午後,27.677
11833,08/08/21 10:00:00 午後,27.677
11834,08/08/21 10:30:00 午後,27.628
11835,08/08/21 11:00:00 午後,27.53
11836,08/08/21 11:30:00 午後,27.431
11837,08/09/21 12:00:00 午前,27.431
11838,08/09/21 12:30:00 午前,27.382
11839,08/09/21 01:00:00 午前,27.358
11840,08/09/21 01:30:00 午前,27.333
11841,08/09/21 02:00:00 午前,27.333
11842,08/09/21 02:30:00 午前,27.308
11843,08/09/21 03:00:00 午前,27.333
11844,08/09/21 03:30:00 午前,27.284
11845,08/09/21 04:00:00 午前,27.259
11846,08/09/21 04:30:00 午前,27.259
11847,08/09/21 05:00:00 午前,27.235
11848,08/09/21 05:30:00 午前,27.21
11849,08/09/21 06:00:00 午前,27.21
11850,08/09/21 06:30:00 午前,27.21
11851,08/09/21 07:00:00 午前,27.186
11852,08/09/21 07:30:00 午前,27.186
11853,08/09/21 08:00:00 午前,27.21
11854,08/09/21 08:30:00 午前,27.136
11855,08/09/21 09:00:00 午前,26.867
11856,08/09/21 09:30:00 午前,26.769
11857,08/09/21 10:00:00 午前,26.891
11858,08/09/21 10:30:00 午前,27.21
11859,08/09/21 11:00:00 午前,27.358
11860,08/09/21 11:30:00 午前,27.358
11861,08/09/21 12:00:00 午後,27.407
11862,08/09/21 12:30:00 午後,27.382
11863,08/09/21 01:00:00 午後,27.604
11864,08/09/21 01:30:00 午後,27.875
11865,08/09/21 02:00:00 午後,28.023
11866,08/09/21 02:30:00 午後,28.097
11867,08/09/21 03:00:00 午後,27.998
11868,08/09/21 03:30:00 午後,28.048
11869,08/09/21 04:00:00 午後,28.171
11870,08/09/21 04:30:00 午後,28.122
11871,08/09/21 05:00:00 午後,28.048
11872,08/09/21 05:30:00 午後,27.949
11873,08/09/21 06:00:00 午後,27.85
11874,08/09/21 06:30:00 午後,27.85
11875,08/09/21 07:00:00 午後,27.974
11876,08/09/21 07:30:00 午後,28.023
11877,08/09/21 08:00:00 午後,27.875
11878,08/09/21 08:30:00 午後,27.628
11879,08/09/21 09:00:00 午後,27.481
11880,08/09/21 09:30:00 午後,27.382
11881,08/09/21 10:00:00 午後,27.382
11882,08/09/21 10:30:00 午後,27.382
11883,08/09/21 11:00:00 午後,27.407
11884,08/09/21 11:30:00 午後,27.407
11885,08/10/21 12:00:00 午前,27.456
11886,08/10/21 12:30:00 午前,27.456
11887,08/10/21 01:00:00 午前,27.431
11888,08/10/21 01:30:00 午前,27.407
11889,08/10/21 02:00:00 午前,27.382
11890,08/10/21 02:30:00 午前,27.382
11891,08/10/21 03:00:00 午前,27.358
11892,08/10/21 03:30:00 午前,27.333
11893,08/10/21 04:00:00 午前,27.333
11894,08/10/21 04:30:00 午前,27.333
11895,08/10/21 05:00:00 午前,27.382
11896,08/10/21 05:30:00 午前,27.382
11897,08/10/21 06:00:00 午前,27.333
11898,08/10/21 06:30:00 午前,27.308
11899,08/10/21 07:00:00 午前,27.333
11900,08/10/21 07:30:00 午前,27.333
11901,08/10/21 08:00:00 午前,27.308
11902,08/10/21 08:30:00 午前,27.333
11903,08/10/21 09:00:00 午前,27.333
11904,08/10/21 09:30:00 午前,26.94
11905,08/10/21 10:00:00 午前,26.793
11906,08/10/21 10:30:00 午前,26.842
11907,08/10/21 11:00:00 午前,26.989
11908,08/10/21 11:30:00 午前,27.21
11909,08/10/21 12:00:00 午後,27.653
11910,08/10/21 12:30:00 午後,27.924
11911,08/10/21 01:00:00 午後,27.998
11912,08/10/21 01:30:00 午後,28.147
11913,08/10/21 02:00:00 午後,28.345
11914,08/10/21 02:30:00 午後,28.468
11915,08/10/21 03:00:00 午後,28.568
11916,08/10/21 03:30:00 午後,28.568
11917,08/10/21 04:00:00 午後,28.295
11918,08/10/21 04:30:00 午後,27.949
11919,08/10/21 05:00:00 午後,28.048
11920,08/10/21 05:30:00 午後,27.85
11921,08/10/21 06:00:00 午後,27.801
11922,08/10/21 06:30:00 午後,27.825
11923,08/10/21 07:00:00 午後,27.825
11924,08/10/21 07:30:00 午後,27.825
11925,08/10/21 08:00:00 午後,27.677
11926,08/10/21 08:30:00 午後,27.628
11927,08/10/21 09:00:00 午後,27.628
11928,08/10/21 09:30:00 午後,27.505
11929,08/10/21 10:00:00 午後,27.53
11930,08/10/21 10:30:00 午後,27.53
11931,08/10/21 11:00:00 午後,27.554
11932,08/10/21 11:30:00 午後,27.579
11933,08/11/21 12:00:00 午前,27.579
11934,08/11/21 12:30:00 午前,27.604
11935,08/11/21 01:00:00 午前,27.628
11936,08/11/21 01:30:00 午前,27.579
11937,08/11/21 02:00:00 午前,27.358
11938,08/11/21 02:30:00 午前,27.259
11939,08/11/21 03:00:00 午前,27.407
11940,08/11/21 03:30:00 午前,27.407
11941,08/11/21 04:00:00 午前,27.407
11942,08/11/21 04:30:00 午前,27.407
11943,08/11/21 05:00:00 午前,27.431
11944,08/11/21 05:30:00 午前,27.382
11945,08/11/21 06:00:00 午前,27.333
11946,08/11/21 06:30:00 午前,27.284
11947,08/11/21 07:00:00 午前,27.21
11948,08/11/21 07:30:00 午前,27.186
11949,08/11/21 08:00:00 午前,27.259
11950,08/11/21 08:30:00 午前,27.21
11951,08/11/21 09:00:00 午前,27.186
11952,08/11/21 09:30:00 午前,27.186
11953,08/11/21 10:00:00 午前,27.063
11954,08/11/21 10:30:00 午前,26.867
11955,08/11/21 11:00:00 午前,26.842
11956,08/11/21 11:30:00 午前,26.891
11957,08/11/21 12:00:00 午後,27.038
11958,08/11/21 12:30:00 午後,27.284
11959,08/11/21 01:00:00 午後,27.505
11960,08/11/21 01:30:00 午後,27.751
11961,08/11/21 02:00:00 午後,28.122
11962,08/11/21 02:30:00 午後,28.32
11963,08/11/21 03:00:00 午後,28.444
11964,08/11/21 03:30:00 午後,28.518
11965,08/11/21 04:00:00 午後,28.468
11966,08/11/21 04:30:00 午後,28.518
11967,08/11/21 05:00:00 午後,28.122
11968,08/11/21 05:30:00 午後,27.85
11969,08/11/21 06:00:00 午後,27.825
11970,08/11/21 06:30:00 午後,27.974
11971,08/11/21 07:00:00 午後,27.949
11972,08/11/21 07:30:00 午後,27.825
11973,08/11/21 08:00:00 午後,27.751
11974,08/11/21 08:30:00 午後,27.554
11975,08/11/21 09:00:00 午後,27.53
11976,08/11/21 09:30:00 午後,27.53
11977,08/11/21 10:00:00 午後,27.505
11978,08/11/21 10:30:00 午後,27.161
11979,08/11/21 11:00:00 午後,27.038
11980,08/11/21 11:30:00 午後,27.038
11981,08/12/21 12:00:00 午前,27.014
11982,08/12/21 12:30:00 午前,27.014
11983,08/12/21 01:00:00 午前,27.038
11984,08/12/21 01:30:00 午前,27.136
11985,08/12/21 02:00:00 午前,27.235
11986,08/12/21 02:30:00 午前,27.112
11987,08/12/21 03:00:00 午前,26.989
11988,08/12/21 03:30:00 午前,26.965
11989,08/12/21 04:00:00 午前,27.112
11990,08/12/21 04:30:00 午前,26.965
11991,08/12/21 05:00:00 午前,26.818
11992,08/12/21 05:30:00 午前,26.769
11993,08/12/21 06:00:00 午前,26.867
11994,08/12/21 06:30:00 午前,26.989
11995,08/12/21 07:00:00 午前,27.087
11996,08/12/21 07:30:00 午前,27.112
11997,08/12/21 08:00:00 午前,27.136
11998,08/12/21 08:30:00 午前,27.136
11999,08/12/21 09:00:00 午前,27.063
12000,08/12/21 09:30:00 午前,27.038
12001,08/12/21 10:00:00 午前,27.014
12002,08/12/21 10:30:00 午前,26.965
12003,08/12/21 11:00:00 午前,27.038
12004,08/12/21 11:30:00 午前,27.014
12005,08/12/21 12:00:00 午後,27.087
12006,08/12/21 12:30:00 午後,27.161
12007,08/12/21 01:00:00 午後,27.161
12008,08/12/21 01:30:00 午後,27.259
12009,08/12/21 02:00:00 午後,27.358
12010,08/12/21 02:30:00 午後,27.456
12011,08/12/21 03:00:00 午後,27.628
12012,08/12/21 03:30:00 午後,27.677
12013,08/12/21 04:00:00 午後,27.628
12014,08/12/21 04:30:00 午後,27.505
12015,08/12/21 05:00:00 午後,27.382
12016,08/12/21 05:30:00 午後,27.259
12017,08/12/21 06:00:00 午後,27.235
12018,08/12/21 06:30:00 午後,27.21
12019,08/12/21 07:00:00 午後,27.21
12020,08/12/21 07:30:00 午後,27.161
12021,08/12/21 08:00:00 午後,27.186
12022,08/12/21 08:30:00 午後,27.235
12023,08/12/21 09:00:00 午後,27.21
12024,08/12/21 09:30:00 午後,27.136
12025,08/12/21 10:00:00 午後,27.136
12026,08/12/21 10:30:00 午後,27.136
12027,08/12/21 11:00:00 午後,27.087
12028,08/12/21 11:30:00 午後,27.112
12029,08/13/21 12:00:00 午前,27.112
12030,08/13/21 12:30:00 午前,27.087
12031,08/13/21 01:00:00 午前,27.087
12032,08/13/21 01:30:00 午前,27.038
12033,08/13/21 02:00:00 午前,27.038
12034,08/13/21 02:30:00 午前,27.014
12035,08/13/21 03:00:00 午前,26.965
12036,08/13/21 03:30:00 午前,26.965
12037,08/13/21 04:00:00 午前,26.94
12038,08/13/21 04:30:00 午前,26.94
12039,08/13/21 05:00:00 午前,26.94
12040,08/13/21 05:30:00 午前,26.916
12041,08/13/21 06:00:00 午前,26.891
12042,08/13/21 06:30:00 午前,26.891
12043,08/13/21 07:00:00 午前,26.867
12044,08/13/21 07:30:00 午前,26.793
12045,08/13/21 08:00:00 午前,26.769
12046,08/13/21 08:30:00 午前,26.793
12047,08/13/21 09:00:00 午前,26.842
12048,08/13/21 09:30:00 午前,26.842
12049,08/13/21 10:00:00 午前,26.842
12050,08/13/21 10:30:00 午前,26.867
12051,08/13/21 11:00:00 午前,26.916
12052,08/13/21 11:30:00 午前,26.818
12053,08/13/21 12:00:00 午後,26.793
12054,08/13/21 12:30:00 午後,27.014
12055,08/13/21 01:00:00 午後,27.235
12056,08/13/21 01:30:00 午後,27.382
12057,08/13/21 02:00:00 午後,27.456
12058,08/13/21 02:30:00 午後,27.554
12059,08/13/21 03:00:00 午後,27.677
12060,08/13/21 03:30:00 午後,27.899
12061,08/13/21 04:00:00 午後,28.122
12062,08/13/21 04:30:00 午後,28.097
12063,08/13/21 05:00:00 午後,28.023
12064,08/13/21 05:30:00 午後,27.974
12065,08/13/21 06:00:00 午後,27.85
12066,08/13/21 06:30:00 午後,27.653
12067,08/13/21 07:00:00 午後,27.554
12068,08/13/21 07:30:00 午後,27.456
12069,08/13/21 08:00:00 午後,27.358
12070,08/13/21 08:30:00 午後,27.284
12071,08/13/21 09:00:00 午後,27.284
12072,08/13/21 09:30:00 午後,27.308
12073,08/13/21 10:00:00 午後,27.358
12074,08/13/21 10:30:00 午後,27.333
12075,08/13/21 11:00:00 午後,27.136
12076,08/13/21 11:30:00 午後,27.014
12077,08/14/21 12:00:00 午前,26.916
12078,08/14/21 12:30:00 午前,26.598
12079,08/14/21 01:00:00 午前,26.598
12080,08/14/21 01:30:00 午前,26.744
12081,08/14/21 02:00:00 午前,26.842
12082,08/14/21 02:30:00 午前,26.867
12083,08/14/21 03:00:00 午前,26.842
12084,08/14/21 03:30:00 午前,26.793
12085,08/14/21 04:00:00 午前,26.695
12086,08/14/21 04:30:00 午前,26.646
12087,08/14/21 05:00:00 午前,26.646
12088,08/14/21 05:30:00 午前,26.646
12089,08/14/21 06:00:00 午前,26.646
12090,08/14/21 06:30:00 午前,26.671
12091,08/14/21 07:00:00 午前,26.695
12092,08/14/21 07:30:00 午前,26.744
12093,08/14/21 08:00:00 午前,26.769
12094,08/14/21 08:30:00 午前,26.793
12095,08/14/21 09:00:00 午前,26.842
12096,08/14/21 09:30:00 午前,26.916
12097,08/14/21 10:00:00 午前,26.867
12098,08/14/21 10:30:00 午前,26.916
12099,08/14/21 11:00:00 午前,27.014
12100,08/14/21 11:30:00 午前,27.038
12101,08/14/21 12:00:00 午後,27.112
12102,08/14/21 12:30:00 午後,27.161
12103,08/14/21 01:00:00 午後,27.235
12104,08/14/21 01:30:00 午後,27.333
12105,08/14/21 02:00:00 午後,27.431
